2827	Tue Aug 09 03:24:28 +0000 2011	4bc62a22db8fa593ecdf9b37	{Gate K5}	{41.97633772983207,-87.89963722229004,Chicago,IL,United States}	{Travel & Transport,Airport,}
2827	Mon Oct 18 23:10:42 +0000 2010	4a105a66f964a520a8761fe3	{Hugo's Restaurant}	{34.090799,-118.372897,West Hollywood,CA,United States}	{Food,}
2827	Mon Oct 18 17:33:38 +0000 2010	4bcf1077b6c49c749e129891	{LAC+USC Medical Center}	{34.05761938873174,-118.20870637893677,Los Angeles,CA,United States}	{Medical Center,College & University,Professional & Other Places,}
2827	Fri Oct 15 18:21:53 +0000 2010	4a1ee7faf964a520e77b1fe3	{Paramount Studios}	{34.08529387679519,-118.31850528717041,Los Angeles,CA,United States}	{Arts & Entertainment,Professional & Other Places,}
2827	Thu Oct 14 22:51:25 +0000 2010	4ae20ae6f964a520188a21e3	{24 Hour Fitness}	{34.098,-118.328395,Hollywood,CA,United States}	{Shop & Service,}
2827	Mon Oct 11 00:08:32 +0000 2010	3fd66200f964a5202bf01ee3	{Barney's Beanery}	{34.09084305602956,-118.37464739072279,West Hollywood,CA,United States}	{Food,}
2827	Sun Oct 10 21:00:40 +0000 2010	4a8eccc6f964a520af1220e3	{Capitol City Sports Grille}	{34.100216039565034,-118.32974910736084,Los Angeles,CA,United States}	{Nightlife Spot,Food,}
2827	Tue Oct 05 16:49:16 +0000 2010	3fd66200f964a520f5ee1ee3	{Ocean Avenue Seafood}	{34.013866,-118.497633,Santa Monica,CA,United States}	{Food,}
2827	Mon Oct 04 02:41:12 +0000 2010	47d83de0f964a520294e1fe3	{The Happy Ending Bar & Restaurant}	{34.097795766666664,-118.342876,Los Angeles,CA,United States}	{Nightlife Spot,Food,}
2827	Sun Oct 03 23:52:41 +0000 2010	4a105a66f964a520a8761fe3	{Hugo's Restaurant}	{34.090799,-118.372897,West Hollywood,CA,United States}	{Food,}
2827	Fri Oct 01 22:50:11 +0000 2010	4a105a66f964a520a8761fe3	{Hugo's Restaurant}	{34.090799,-118.372897,West Hollywood,CA,United States}	{Food,}
2827	Sat Sep 25 19:30:49 +0000 2010	4a7dec7cf964a52032f01fe3	{Giuseppe Franco Salon}	{34.070258,-118.40019545,Beverly Hills,CA,United States}	{Shop & Service,}
2827	Sun Sep 19 06:16:16 +0000 2010	3fd66200f964a520e3ee1ee3	{Akbar}	{34.09570501711075,-118.28430444002151,Silver Lake,CA,United States}	{Nightlife Spot,}
2827	Tue Sep 14 18:45:22 +0000 2010	49c3c2ecf964a52074561fe3	{Whole Foods Market}	{34.091532,-118.360822,West Hollywood,CA,United States}	{Shop & Service,Food & Drink Shop,}
2827	Tue Sep 07 01:03:04 +0000 2010	4a105a66f964a520a8761fe3	{Hugo's Restaurant}	{34.090799,-118.372897,West Hollywood,CA,United States}	{Food,}
2827	Fri Sep 03 20:30:06 +0000 2010	4b538abbf964a5204ba127e3	{Fred Segal}	{34.083532,-118.36621702968907,Los Angeles,CA,United States}	{Shop & Service,Clothing Store,}
2827	Fri Sep 03 19:47:40 +0000 2010	4a78c015f964a52050e61fe3	{Yummy Cupcakes}	{34.01860737000968,-118.49879264831543,Santa Monica,CA,United States}	{Food,}
2827	Fri Sep 03 19:16:18 +0000 2010	4a32edf1f964a520c69a1fe3	{J. Paul Getty Villa}	{34.04515669709321,-118.56507539749146,Pacific Palisades,CA,United States}	{Museum,Arts & Entertainment,}
2827	Tue Aug 31 00:21:28 +0000 2010	4a179e64f964a5206a791fe3	{Nobu}	{34.08715059372973,-118.37667136254238,West Hollywood,CA,United States}	{College & University,Food,}
2827	Sun Aug 22 02:34:06 +0000 2010	467e0740f964a5200e481fe3	{Marix Tex Mex Cafe}	{34.09107540274377,-118.37133601281795,West Hollywood,CA,United States}	{Food,}
2827	Sat Aug 21 20:20:51 +0000 2010	4c7001d8b3ce224b756872c6	{LOST Auction At Santa Monica Airport}	{34.014803,-118.449643,Santa Monica,CA,United States}	{}
2827	Mon Aug 09 22:58:59 +0000 2010	4b3eb3bbf964a52019a125e3	{Abbot's Habit}	{33.990719,-118.465869,Venice,CA,United States}	{Food,}
