2213	Thu Aug 11 20:27:41 +0000 2011	4c49036b20ab1b8d9e953216	{Ramen Jinya}	{34.141610260902546,-118.37530374526978,Studio City,CA,United States}	{Food,}
2213	Mon Aug 30 16:57:15 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Sun Aug 29 22:39:50 +0000 2010	4ba97220f964a520ac273ae3	{The Habit Burger Grill}	{34.237754344940186,-118.53640794754028,Northridge,CA,United States}	{Food,}
2213	Sun Aug 29 18:18:38 +0000 2010	45ebcab8f964a52093431fe3	{Chipotle Mexican Grill}	{34.23747891632418,-118.53645302392479,Northridge,CA,United States}	{Food,}
2213	Sat Aug 28 22:21:32 +0000 2010	4c798bc593ef236a5d08b00f	{Skintuition}	{34.167221418156295,-118.59043526300604,Woodland Hills,CA,United States}	{Shop & Service,}
2213	Sat Aug 28 15:08:26 +0000 2010	4bcb6356937ca5930c7aa992	{Zuma Beach}	{34.015352594294775,-118.82190227508545,Malibu,CA,United States}	{Outdoors & Recreation,Beach,}
2213	Fri Aug 27 16:36:15 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Fri Aug 27 03:00:41 +0000 2010	45115584f964a52099391fe3	{California Pizza Kitchen}	{34.18449745521275,-118.31408500671387,Burbank,CA,United States}	{Food,}
2213	Fri Aug 27 02:43:19 +0000 2010	49cfbeb6f964a520c25a1fe3	{IKEA}	{34.18496784179296,-118.31399917602539,Burbank,CA,United States}	{Shop & Service,}
2213	Thu Aug 26 16:39:06 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Wed Aug 25 17:36:12 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Wed Aug 25 02:25:52 +0000 2010	4ab9a662f964a5201a8020e3	{Los Toros Mexican Restaurant}	{34.25749090144066,-118.6032285629926,Chatsworth,CA,United States}	{Nightlife Spot,Food,}
2213	Wed Aug 25 01:52:28 +0000 2010	4bb11797f964a520b7793ce3	{Target}	{34.27260916284788,-118.50334167480469,Granada Hills,CA,United States}	{Shop & Service,}
2213	Tue Aug 24 19:01:12 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Mon Aug 23 16:57:03 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Sun Aug 22 20:37:22 +0000 2010	4b3d20b7f964a5208a8e25e3	{Guitar Center}	{34.23447,-118.558416,Northridge,CA,United States}	{Shop & Service,}
2213	Sun Aug 22 19:35:39 +0000 2010	4a1b822bf964a520f87a1fe3	{In-N-Out Burger}	{34.28314401,-118.690977,Simi Valley,CA,United States}	{Food,}
2213	Sun Aug 22 04:15:16 +0000 2010	4aff322bf964a520c63522e3	{Regal Simi Valley Civic Center Stadium 16 & IMAX}	{34.28420504201194,-118.71899127960205,Simi Valley,CA,United States}	{Arts & Entertainment,Movie Theater,}
2213	Sun Aug 22 02:34:38 +0000 2010	49ce782cf964a520425a1fe3	{Chi-Chi's Pizza}	{34.27268596544352,-118.69217817724642,Simi Valley,CA,United States}	{Food,}
2213	Sun Aug 22 01:25:26 +0000 2010	4ad3cbeaf964a5205de620e3	{Nordstrom}	{34.188780447093166,-118.60264163182059,Canoga Park,CA,United States}	{Shop & Service,}
2213	Sat Aug 21 18:12:03 +0000 2010	4bcb6356937ca5930c7aa992	{Zuma Beach}	{34.015352594294775,-118.82190227508545,Malibu,CA,United States}	{Outdoors & Recreation,Beach,}
2213	Fri Aug 20 17:00:30 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Fri Aug 20 02:23:29 +0000 2010	43768200f964a5203d2a1fe3	{AMC Burbank 16}	{34.1819235954088,-118.31200361251831,Burbank,CA,United States}	{Food,Arts & Entertainment,Movie Theater,}
2213	Thu Aug 19 16:54:44 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Wed Aug 18 16:56:46 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Tue Aug 17 17:21:29 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Mon Aug 16 16:48:22 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Mon Aug 16 02:22:52 +0000 2010	4b54be46f964a520fdc927e3	{Toppers Pizza Place}	{34.279315995952906,-118.76045823097229,Simi Valley,CA,United States}	{Food,}
2213	Sun Aug 15 19:03:04 +0000 2010	4a1b822bf964a520f87a1fe3	{In-N-Out Burger}	{34.28314401,-118.690977,Simi Valley,CA,United States}	{Food,}
2213	Sun Aug 15 07:03:08 +0000 2010	41424000f964a520981c1fe3	{Busby's West}	{34.03719960111176,-118.46923399893399,Santa Monica,CA,United States}	{Nightlife Spot,Arts & Entertainment,}
2213	Sun Aug 15 03:04:48 +0000 2010	49eab0ccf964a5208c661fe3	{Wokcano}	{34.01715442838222,-118.49380641382939,Santa Monica,CA,United States}	{Nightlife Spot,Food,}
2213	Sun Aug 15 00:16:55 +0000 2010	49bfbb5ef964a5201f551fe3	{Starbucks}	{34.015792796668386,-118.49646180868149,Santa Monica,CA,United States}	{Food,}
2213	Sat Aug 14 02:16:35 +0000 2010	45734f8ef964a520863e1fe3	{Don Antonio's}	{34.03115152805861,-118.44713339272064,Los Angeles,CA,United States}	{Food,}
2213	Fri Aug 13 19:04:19 +0000 2010	4a66117af964a520f0c71fe3	{Panera Bread}	{34.167966,-118.376146,North Hollywood,CA,United States}	{Food,}
2213	Fri Aug 13 15:37:41 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Thu Aug 12 03:10:28 +0000 2010	4b47f360f964a520e84426e3	{Chipotle Mexican Grill}	{34.28388591078211,-118.77546787261963,Simi Valley,CA,United States}	{Food,}
2213	Wed Aug 11 16:40:21 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Wed Aug 11 01:30:00 +0000 2010	4ab4386bf964a5206f7020e3	{Buffalo Wild Wings}	{34.181715069259106,-118.31141443535724,Burbank,CA,United States}	{Food,}
2213	Tue Aug 10 15:13:02 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Mon Aug 09 15:09:08 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Mon Aug 09 02:37:51 +0000 2010	4b54be46f964a520fdc927e3	{Toppers Pizza Place}	{34.279315995952906,-118.76045823097229,Simi Valley,CA,United States}	{Food,}
2213	Sun Aug 08 20:57:38 +0000 2010	4a308b66f964a52078991fe3	{L&L Hawaiian Barbeque}	{34.27396474340564,-118.77857972502265,Simi Valley,CA,United States}	{Food,}
2213	Sat Aug 07 16:05:12 +0000 2010	4aff763cf964a520d03822e3	{Santa Barbra Skydive}	{34.666874604562835,-120.4586343385434,Lompoc,CA,United States}	{Outdoors & Recreation,}
2213	Sat Aug 07 13:45:23 +0000 2010	4ab6d980f964a5204b7920e3	{Starbucks}	{34.179759,-118.877082,Thousand Oaks,CA,United States}	{Food,}
2213	Fri Aug 06 21:53:16 +0000 2010	4a308b66f964a52078991fe3	{L&L Hawaiian Barbeque}	{34.27396474340564,-118.77857972502265,Simi Valley,CA,United States}	{Food,}
2213	Fri Aug 06 21:53:16 +0000 2010	4a308b66f964a52078991fe3	{L&L Hawaiian Barbeque}	{34.27396474340564,-118.77857972502265,Simi Valley,CA,United States}	{Food,}
2213	Fri Aug 06 21:33:50 +0000 2010	4c5ad97c04f9be9a60b9f260	{First Honda in Simi Valley}	{34.27691791021091,-118.77928733825684,Simi Valley,CA,United States}	{Shop & Service,}
2213	Fri Aug 06 15:49:17 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Fri Aug 06 02:51:41 +0000 2010	49d0ec4cf964a520415b1fe3	{Granville Cafe}	{34.145205,-118.255175,Glendale,CA,United States}	{Food,}
2213	Thu Aug 05 16:35:23 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Wed Aug 04 16:38:59 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Wed Aug 04 16:38:45 +0000 2010	3fd66200f964a5208cee1ee3	{Versailles}	{34.16099251955207,-118.51216633473136,Encino,CA,United States}	{Food,}
2213	Wed Aug 04 02:23:22 +0000 2010	3fd66200f964a5208cee1ee3	{Versailles}	{34.16099251955207,-118.51216633473136,Encino,CA,United States}	{Food,}
2213	Tue Aug 03 16:27:57 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Tue Aug 03 16:27:49 +0000 2010	4a5a9542f964a5209bba1fe3	{Ralphs}	{34.1644134140668,-118.3680548313402,North Hollywood,CA,United States}	{Shop & Service,Food & Drink Shop,}
2213	Tue Aug 03 01:38:12 +0000 2010	4ab561f2f964a5204e7420e3	{Los Angeles Valley College}	{34.175746011494866,-118.4209656715393,Van Nuys,CA,United States}	{College & University,}
2213	Mon Aug 02 16:29:54 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Mon Aug 02 01:32:09 +0000 2010	43b829f8f964a520d92c1fe3	{Fry's Electronics}	{34.181324496084805,-118.59599590301514,Woodland Hills,CA,United States}	{Shop & Service,}
2213	Sun Aug 01 14:14:07 +0000 2010	40f86c00f964a520bd0a1fe3	{Disneyland}	{33.80958286695518,-117.91899628937244,Anaheim,CA,United States}	{Arts & Entertainment,}
2213	Sun Aug 01 05:18:31 +0000 2010	412a8500f964a520930c1fe3	{AMC Promenade 16}	{34.18039699318446,-118.60332906246185,Woodland Hills,CA,United States}	{Arts & Entertainment,Movie Theater,}
2213	Sun Aug 01 01:54:26 +0000 2010	412bd680f964a520a50c1fe3	{C&O Trattoria}	{33.979707018669956,-118.46608020853063,Marina del Rey,CA,United States}	{Nightlife Spot,Food,}
2213	Sat Jul 31 17:00:57 +0000 2010	49d92523f964a520075e1fe3	{Starbucks}	{34.035137,-118.685196,Malibu,CA,United States}	{Food,}
2213	Sat Jul 31 14:01:14 +0000 2010	4bcb6356937ca5930c7aa992	{Zuma Beach}	{34.015352594294775,-118.82190227508545,Malibu,CA,United States}	{Outdoors & Recreation,Beach,}
2213	Sat Jul 31 03:17:28 +0000 2010	4a6d0a70f964a52063d21fe3	{P.F. Chang's}	{34.1795271725873,-118.60347926616669,Woodland Hills,CA,United States}	{Food,}
2213	Sat Jul 31 02:35:02 +0000 2010	4ba44159f964a5207c9038e3	{Greenland Market}	{34.20161739691685,-118.5179817839231,Van Nuys,CA,United States}	{Shop & Service,Food & Drink Shop,}
2213	Sat Jul 31 01:20:12 +0000 2010	474a2b79f964a520954c1fe3	{Porto's Bakery & Cafe}	{34.16779994361975,-118.34663713217746,Burbank,CA,United States}	{Food,}
2213	Fri Jul 30 17:08:27 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Fri Jul 30 02:33:14 +0000 2010	4a3d844ef964a52062a21fe3	{Jersey Mike's Subs}	{34.27808814913804,-118.74233722686768,Simi Valley,CA,United States}	{Food,}
2213	Thu Jul 29 16:37:29 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Thu Jul 29 04:49:58 +0000 2010	4a42e270f964a52056a61fe3	{BJ's Restaurant & Brewhouse}	{34.18718439230971,-118.5967093706131,Woodland Hills,CA,United States}	{Nightlife Spot,Food,}
2213	Wed Jul 28 16:39:42 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Tue Jul 27 20:51:25 +0000 2010	4742ecddf964a5207a4c1fe3	{Walt Disney Studios}	{34.15784088992688,-118.32592964172363,Burbank,CA,United States}	{Shop & Service,Arts & Entertainment,Professional & Other Places,}
2213	Tue Jul 27 17:08:30 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Tue Jul 27 01:41:56 +0000 2010	4ab561f2f964a5204e7420e3	{Los Angeles Valley College}	{34.175746011494866,-118.4209656715393,Van Nuys,CA,United States}	{College & University,}
2213	Mon Jul 26 19:25:28 +0000 2010	4ae89e59f964a520eab021e3	{Big Mama's & Papa's Pizzeria NOHO}	{34.1654018714325,-118.37510786583047,North Hollywood,CA,United States}	{Food,}
2213	Mon Jul 26 16:42:56 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Sun Jul 25 22:39:36 +0000 2010	4b64a921f964a5206dc62ae3	{Yogurt Zone}	{34.16934605467101,-118.6044716835022,Woodland Hills,CA,United States}	{Food,}
2213	Sun Jul 25 21:40:56 +0000 2010	4a95930ff964a520ba2320e3	{Chipotle Mexican Grill}	{34.16987866321126,-118.60536217689514,Woodland Hills,CA,United States}	{Food,}
2213	Sun Jul 25 18:33:07 +0000 2010	4a908821f964a520621820e3	{Apple Store, Topanga}	{34.1902373711111,-118.603103308888,Canoga Park,CA,United States}	{Shop & Service,}
2213	Sat Jul 24 18:58:11 +0000 2010	4b6e298af964a520ddae2ce3	{VONS}	{34.16902602454701,-118.5346573000223,Tarzana,CA,United States}	{Shop & Service,Food & Drink Shop,}
2213	Sat Jul 24 03:18:37 +0000 2010	4b536f6cf964a520cb9c27e3	{Ruby's Diner}	{34.180663263003105,-118.60401570796967,Woodland Hills,CA,United States}	{Food,}
2213	Fri Jul 23 17:26:58 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Fri Jul 23 04:40:01 +0000 2010	4b008451f964a5201d3f22e3	{Hennessey's Tavern}	{33.861825897426144,-118.40150846484649,Hermosa Beach,CA,United States}	{Nightlife Spot,}
2213	Fri Jul 23 03:18:42 +0000 2010	4b8047dff964a520c56330e3	{Watermans - A Safe House For Surfers}	{33.86190570647373,-118.40114902923281,Hermosa Beach,CA,United States}	{Nightlife Spot,Food,}
2213	Thu Jul 22 16:51:39 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Thu Jul 22 02:40:21 +0000 2010	4a308b66f964a52078991fe3	{L&L Hawaiian Barbeque}	{34.27396474340564,-118.77857972502265,Simi Valley,CA,United States}	{Food,}
2213	Wed Jul 21 17:59:45 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Wed Jul 21 03:33:21 +0000 2010	4a9acc89f964a520c83220e3	{Pacific Theatres Winnetka 21}	{34.23823767062169,-118.57406616210938,Chatsworth,CA,United States}	{Arts & Entertainment,Movie Theater,}
2213	Wed Jul 21 02:05:09 +0000 2010	4a6f5c05f964a520fad51fe3	{Maria's Italian Kitchen}	{34.15718078613281,-118.63424931666667,Woodland Hills,CA,United States}	{Food,}
2213	Tue Jul 20 16:31:54 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Mon Jul 19 16:00:08 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Sun Jul 18 03:12:46 +0000 2010	4a8d9177f964a520151020e3	{Strip House}	{36.11090581802216,-115.17276763916016,Las Vegas,NV,United States}	{Food,}
2213	Sat Jul 17 09:20:10 +0000 2010	41326e00f964a520c5141fe3	{The Orleans Hotel & Casino}	{36.102316608590634,-115.20156887749258,Las Vegas,NV,United States}	{Nightlife Spot,Travel & Transport,Arts & Entertainment,}
2213	Fri Jul 16 19:12:43 +0000 2010	49ea1f12f964a52026661fe3	{Pitfire Pizza Company}	{34.165227101802856,-118.3750730752945,North Hollywood,CA,United States}	{Food,}
2213	Fri Jul 16 18:10:00 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Fri Jul 16 02:23:09 +0000 2010	4b3db54ff964a5206d9625e3	{McCormick & Schmick's}	{34.15262043703754,-118.33783864974976,Burbank,CA,United States}	{Food,}
2213	Thu Jul 15 17:00:56 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Wed Jul 14 16:48:50 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Wed Jul 14 02:49:22 +0000 2010	49bdcdabf964a5209b541fe3	{The Stand}	{34.15975888823607,-118.50374497248595,Encino,CA,United States}	{Food,}
2213	Tue Jul 13 04:13:58 +0000 2010	4b08c1d2f964a520e21123e3	{Olive Garden}	{34.23485829079272,-118.56334805488586,Chatsworth,CA,United States}	{Food,}
2213	Mon Jul 12 16:33:17 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Thu Jul 08 16:35:54 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Thu Jul 08 03:19:29 +0000 2010	49ce782cf964a520425a1fe3	{Chi-Chi's Pizza}	{34.27268596544352,-118.69217817724642,Simi Valley,CA,United States}	{Food,}
2213	Wed Jul 07 16:53:26 +0000 2010	4b40e4d5f964a520f3bc25e3	{Disney Interactive Media Group}	{34.16415189930401,-118.37442311816578,North Hollywood,CA,United States}	{Shop & Service,Food,Professional & Other Places,}
2213	Tue Jul 06 03:22:29 +0000 2010	4a40552bf964a52080a41fe3	{Van Nuys FlyAway Bus Terminal to LAX}	{34.20915371377913,-118.48279863595963,Van Nuys,CA,United States}	{Travel & Transport,Bus Station,}
2213	Mon Jul 05 18:39:00 +0000 2010	4459d2f1f964a520d7321fe3	{Newark Liberty International Airport (EWR)}	{40.68968493541091,-74.17938709259033,Newark,NJ,United States}	{Travel & Transport,}
2213	Mon Jul 05 17:01:25 +0000 2010	42911d00f964a520f5231fe3	{New York Penn Station}	{40.750794799423865,-73.99357639021292,New York,NY,United States}	{Travel & Transport,}
2213	Mon Jul 05 15:27:23 +0000 2010	44c8e1fbf964a520ef351fe3	{202}	{40.74446082874893,-74.00403499603271,New York,NY,United States}	{Food,}
2213	Sun Jul 04 17:01:30 +0000 2010	4840fe6bf964a52030501fe3	{Port Authority Bus Terminal}	{40.757221298398356,-73.99154663085938,New York,NY,United States}	{Travel & Transport,}
2213	Sun Jul 04 03:27:38 +0000 2010	3fd66200f964a5205ae91ee3	{Cafeteria}	{40.74056394844246,-73.99817376727006,New York,NY,United States}	{Nightlife Spot,Food,}
2213	Sun Jul 04 00:25:48 +0000 2010	3fd66200f964a52023e41ee3	{Frying Pan}	{40.752294,-74.008758,New York,NY,United States}	{Travel & Transport,Nightlife Spot,}
2213	Sat Jul 03 22:02:28 +0000 2010	4bbc92b02d9ea593e9bca0ce	{Dos Caminos}	{40.74056693596161,-74.00542733678141,New York,NY,United States}	{Food,}
2213	Sat Jul 03 20:23:43 +0000 2010	49b79f54f964a5202c531fe3	{Rockefeller Center}	{40.75872943796283,-73.97862678587563,New York,NY,United States}	{Outdoors & Recreation,}
2213	Sat Jul 03 19:28:03 +0000 2010	43c922c9f964a520972d1fe3	{The Shops at Columbus Circle}	{40.76825672305774,-73.98277044296265,New York,NY,United States}	{Shop & Service,}
2213	Sat Jul 03 19:03:25 +0000 2010	412d2800f964a520df0c1fe3	{Central Park}	{40.771425615335595,-73.97350072860723,New York,NY,United States}	{Outdoors & Recreation,}
2213	Sat Jul 03 16:27:26 +0000 2010	4b9af865f964a520fde735e3	{Hayden Planetarium}	{40.7813538325162,-73.97277116775513,New York,NY,United States}	{Museum,Arts & Entertainment,}
2213	Fri Jul 02 20:04:51 +0000 2010	4bb8a59f7421a593e4f0c140	{Our Lady of Sorrows R.C. Church}	{40.74153451605774,-74.25875902175903,South Orange,NJ,United States}	{Spiritual Center,Professional & Other Places,}
2213	Thu Jul 01 23:29:00 +0000 2010	4aa9386ef964a5208b5220e3	{The Breslin Bar & Dining Room}	{40.74583734577147,-73.98799265354255,New York,NY,United States}	{Food,}
2213	Thu Jul 01 19:04:59 +0000 2010	4af5a46af964a520b5fa21e3	{Museum of Modern Art (MoMA)}	{40.761396839011994,-73.97698574930376,New York,NY,United States}	{Museum,Arts & Entertainment,}
2213	Wed Jun 30 23:13:20 +0000 2010	4b18b7ddf964a52059d523e3	{Big Nick's Burger & Pizza Joint Too}	{40.77657677410218,-73.97914409637451,New York,NY,United States}	{Food,}
2213	Wed Jun 30 18:23:09 +0000 2010	4a64df96f964a520eac61fe3	{Shoreham Hotel}	{40.762540878692676,-73.97665246458435,New York,NY,United States}	{Travel & Transport,Nightlife Spot,}
2213	Wed Jun 30 18:13:51 +0000 2010	4a623a57f964a5206ec31fe3	{NBA Store}	{40.7601631739201,-73.97656917572021,New York,NY,United States}	{Shop & Service,}
2213	Wed Jun 30 17:09:46 +0000 2010	4283ee00f964a520ce221fe3	{FAO Schwarz}	{40.76355592117652,-73.97286772727966,New York,NY,United States}	{Shop & Service,}
2213	Wed Jun 30 17:08:16 +0000 2010	447bf8f1f964a520ec331fe3	{Apple Store}	{40.763822537332,-73.97301,New York,NY,United States}	{Shop & Service,}
2213	Wed Jun 30 15:35:06 +0000 2010	4b61faa6f964a520af2e2ae3	{Champs Gourmet Deli}	{40.70642119764149,-74.01147559352884,New York,NY,United States}	{Food,}
2213	Wed Jun 30 15:32:45 +0000 2010	431f7f00f964a52085271fe3	{New York Stock Exchange}	{40.706933879618944,-74.01102226782494,New York,NY,United States}	{Shop & Service,}
2213	Wed Jun 30 14:05:12 +0000 2010	4bddccbe6198c9b67bb911ff	{Ellis Island}	{40.69842152275488,-74.03974056243896,New York,NJ,United States}	{Outdoors & Recreation,Museum,Arts & Entertainment,}
2213	Wed Jun 30 13:22:14 +0000 2010	42893400f964a52054231fe3	{Statue of Liberty}	{40.68918868889945,-74.04465436935425,New York,NY,United States}	{Outdoors & Recreation,Government Building,Arts & Entertainment,Professional & Other Places,}
2213	Wed Jun 30 12:35:33 +0000 2010	4bd2612a77b29c74b7c08e82	{Battery Park Gardens}	{40.70273245188341,-74.01482820510864,New York,NY,United States}	{Outdoors & Recreation,}
2213	Wed Jun 30 02:24:18 +0000 2010	49b7ed6df964a52030531fe3	{Times Square}	{40.756489872673846,-73.98626804351807,New York,NY,United States}	{Outdoors & Recreation,Arts & Entertainment,}
2213	Wed Jun 30 02:21:29 +0000 2010	3fd66200f964a520bfea1ee3	{The View Lounge & Restaurant - Marriott Marquis}	{40.75839968958315,-73.98630023002625,New York,NY,United States}	{Nightlife Spot,Arts & Entertainment,}
2213	Tue Jun 29 22:39:15 +0000 2010	4a246c20f964a5201e7e1fe3	{The Broadway Theatre}	{40.763253098888,-73.98285084705843,New York,NY,United States}	{Performing Arts Venue,Arts & Entertainment,}
2213	Tue Jun 29 21:13:03 +0000 2010	3fd66200f964a52047ea1ee3	{Joe Allen}	{40.760152070444875,-73.98911215818353,New York,NY,United States}	{Food,}
2213	Tue Jun 29 04:06:39 +0000 2010	43695300f964a5208c291fe3	{Empire State Building}	{40.74828059076867,-73.98556262254715,New York,NY,United States}	{Outdoors & Recreation,Arts & Entertainment,Professional & Other Places,}
2213	Tue Jun 29 02:00:23 +0000 2010	3fd66200f964a520c7f11ee3	{Otto Enoteca Pizzeria}	{40.73168165030361,-73.99618148803711,New York,NY,United States}	{Nightlife Spot,Food,}
2213	Mon Jun 28 23:11:26 +0000 2010	4a64df96f964a520eac61fe3	{Shoreham Hotel}	{40.762540878692676,-73.97665246458435,New York,NY,United States}	{Travel & Transport,Nightlife Spot,}
2213	Mon Jun 28 21:53:26 +0000 2010	4459d2f1f964a520d7321fe3	{Newark Liberty International Airport (EWR)}	{40.68968493541091,-74.17938709259033,Newark,NJ,United States}	{Travel & Transport,}
2213	Sat Jun 26 06:01:54 +0000 2010	4b50bf27f964a520913027e3	{Albertsons}	{34.26178885,-118.795192,Simi Valley,CA,United States}	{Shop & Service,Food & Drink Shop,}
2213	Sat Jun 26 02:56:58 +0000 2010	4a5bbca3f964a520b6bb1fe3	{The Habit Burger Grill}	{34.16723777955156,-118.62077414989471,Woodland Hills,CA,United States}	{Food,}
