181	Wed Aug 10 00:55:29 +0000 2011	4af1284bf964a520cae021e3	{Dargan's Irish Pub}	{34.41897021950411,-119.69733975223532,Santa Barbara,CA,United States}	{Nightlife Spot,}
181	Fri Apr 09 20:55:58 +0000 2010	4b46466cf964a520381c26e3	{Plaza Deli}	{34.436707,-119.74833,Santa Barbara,CA,United States}	{Food,}
181	Fri Apr 09 01:45:35 +0000 2010	4b7396c7f964a52024b52de3	{Creekside Inn}	{34.44002806230279,-119.77189274021342,Santa Barbara,CA,United States}	{Nightlife Spot,}
181	Wed Apr 07 19:40:02 +0000 2010	4b4e5d72f964a52003eb26e3	{Muddy Waters Coffee House}	{34.422242,-119.689479,Santa Barbara,CA,United States}	{Food,}
181	Wed Apr 07 00:51:55 +0000 2010	4b46466cf964a520381c26e3	{Plaza Deli}	{34.436707,-119.74833,Santa Barbara,CA,United States}	{Food,}
181	Tue Apr 06 15:58:41 +0000 2010	4b6c6b01f964a5208f382ce3	{Tupelo Junction Cafe}	{34.423850240832444,-119.70507860183716,Santa Barbara,CA,United States}	{Food,}
181	Mon Apr 05 20:19:31 +0000 2010	4b46466cf964a520381c26e3	{Plaza Deli}	{34.436707,-119.74833,Santa Barbara,CA,United States}	{Food,}
181	Sun Apr 04 18:55:31 +0000 2010	4bb8df2f1261d13a700ae998	{Condor Express}	{34.40819883333333,-119.691614,,,United States}	{Travel & Transport,}
181	Sun Apr 04 01:39:14 +0000 2010	4b57e179f964a520f94428e3	{Santa Barbara}	{34.4137179851532,-119.689376,Santa Barbara,CA,United States}	{Outdoors & Recreation,}
181	Sun Apr 04 00:26:21 +0000 2010	4b12b199f964a520618c23e3	{Shoreline Beach Cafe}	{34.40264741,-119.69782,Santa Barbara,CA,United States}	{Food,}
181	Sat Apr 03 16:37:26 +0000 2010	4b462e24f964a5203e1926e3	{Beachbreak Cafe}	{34.41564381122589,-119.69380502,Santa Barbara,CA,United States}	{Food,}
181	Sat Apr 03 01:18:38 +0000 2010	4b3e5f76f964a520169c25e3	{Boathouse at Hendry's Beach}	{34.403439688210135,-119.74406719207764,Santa Barbara,CA,United States}	{Food,}
181	Thu Apr 01 20:48:30 +0000 2010	4b57e179f964a520f94428e3	{Santa Barbara}	{34.4137179851532,-119.689376,Santa Barbara,CA,United States}	{Outdoors & Recreation,}
181	Thu Apr 01 20:32:08 +0000 2010	4b46466cf964a520381c26e3	{Plaza Deli}	{34.436707,-119.74833,Santa Barbara,CA,United States}	{Food,}
181	Thu Apr 01 16:00:55 +0000 2010	4b427fc8f964a52020d525e3	{Elite Meetings Int'l}	{34.420029,-119.687081,Santa Barbara,CA,United States}	{Office,Professional & Other Places,}
181	Thu Apr 01 15:45:36 +0000 2010	4b42729ff964a5201ed425e3	{Santa Barbara Roasting Company}	{34.415088330140755,-119.69434707760111,Santa Barbara,CA,United States}	{Food,}
181	Wed Mar 31 20:07:39 +0000 2010	4b467835f964a520082226e3	{The Habit}	{34.41919,-119.675931,Santa Barbara,CA,United States}	{Food,}
181	Mon Mar 29 22:38:46 +0000 2010	4ba8a7f6f964a52000e539e3	{Starbucks}	{34.43898234287144,-119.75230693817139,Santa Barbara,CA,United States}	{Food,}
181	Mon Mar 29 22:16:54 +0000 2010	4b46466cf964a520381c26e3	{Plaza Deli}	{34.436707,-119.74833,Santa Barbara,CA,United States}	{Food,}
181	Mon Mar 29 22:08:21 +0000 2010	4b46466cf964a520381c26e3	{Plaza Deli}	{34.436707,-119.74833,Santa Barbara,CA,United States}	{Food,}
181	Sat Mar 27 20:50:24 +0000 2010	4b57e179f964a520f94428e3	{Santa Barbara}	{34.4137179851532,-119.689376,Santa Barbara,CA,United States}	{Outdoors & Recreation,}
181	Sat Mar 27 20:06:07 +0000 2010	4b46466cf964a520381c26e3	{Plaza Deli}	{34.436707,-119.74833,Santa Barbara,CA,United States}	{Food,}
181	Sat Mar 27 18:48:39 +0000 2010	4bae52e8f964a520c2a23be3	{Santa Barbara County Recycling Center}	{34.448231787866774,-119.77393387629598,Goleta,CA,United States}	{Professional & Other Places,}
181	Fri Mar 26 01:43:47 +0000 2010	4b4e2bbef964a520f1e326e3	{Carr Winery & Tasting Room}	{34.42250286673187,-119.68769394718063,Santa Barbara,CA,United States}	{Nightlife Spot,Food,}
181	Wed Mar 24 20:14:08 +0000 2010	4b46466cf964a520381c26e3	{Plaza Deli}	{34.436707,-119.74833,Santa Barbara,CA,United States}	{Food,}
181	Tue Mar 23 21:29:47 +0000 2010	4b46466cf964a520381c26e3	{Plaza Deli}	{34.436707,-119.74833,Santa Barbara,CA,United States}	{Food,}
181	Mon Mar 22 17:04:57 +0000 2010	4a6b68a6f964a520acce1fe3	{Hotel Palomar}	{32.716316186251234,-117.15998411178589,San Diego,CA,United States}	{Nightlife Spot,Travel & Transport,Food,}
181	Sun Mar 21 21:28:57 +0000 2010	4ba5698df964a5209e0439e3	{Uber Lounge At Se}	{32.71652,-117.159901,San Diego,CA,United States}	{Travel & Transport,Nightlife Spot,Hotel,}
181	Sun Mar 21 19:32:27 +0000 2010	4c82a9b7e602b1f7c1d39e7a	{Pacific Beach}	{32.792686117458935,-117.25639343261719,San Diego,CA,United States}	{Outdoors & Recreation,Beach,}
181	Sun Mar 21 18:46:28 +0000 2010	4a6f272df964a52075d51fe3	{Zanzibar Cafe (Pacific Beach)}	{32.797428,-117.25219205,San Diego,CA,United States}	{Food,}
181	Sun Mar 21 17:51:45 +0000 2010	436e9900f964a520e1291fe3	{Cafe 976}	{32.798462,-117.25237548351288,San Diego,CA,United States}	{Food,}
181	Sun Mar 21 03:22:29 +0000 2010	4bd21ad0caff9521d413d2f0	{S? Spa}	{32.7164678271394,-117.1601803483752,San Diego,CA,United States}	{Shop & Service,}
181	Sat Mar 20 03:44:12 +0000 2010	4bac3d94f964a520cbec3ae3	{Chopahn Authentic Afghan Cuisine}	{32.71334378761059,-117.15937045781325,San Diego,CA,United States}	{Food,}
181	Sat Mar 20 00:09:12 +0000 2010	4a6b68a6f964a520acce1fe3	{Hotel Palomar}	{32.716316186251234,-117.15998411178589,San Diego,CA,United States}	{Nightlife Spot,Travel & Transport,Food,}
181	Fri Mar 19 21:22:53 +0000 2010	4a9bf792f964a520983520e3	{Starbucks}	{33.716211,-117.97166,Fountain Valley,CA,United States}	{Food,}
181	Fri Mar 19 19:41:41 +0000 2010	4a726155f964a520fcda1fe3	{Midori Sushi}	{34.160401528890006,-118.50489673461959,Encino,CA,United States}	{Food,}
181	Fri Mar 19 19:22:05 +0000 2010	4b32804ef964a520430d25e3	{Jerry's Famous Deli}	{34.15786752406312,-118.4964108467102,Encino,CA,United States}	{Food,}
181	Fri Mar 19 02:14:04 +0000 2010	4b1c42d8f964a5202b0524e3	{Starbucks}	{34.44213230726586,-119.83230113983154,Goleta,CA,United States}	{Food,}
181	Thu Mar 18 15:34:20 +0000 2010	4b42729ff964a5201ed425e3	{Santa Barbara Roasting Company}	{34.415088330140755,-119.69434707760111,Santa Barbara,CA,United States}	{Food,}
181	Wed Mar 17 20:44:12 +0000 2010	4b46466cf964a520381c26e3	{Plaza Deli}	{34.436707,-119.74833,Santa Barbara,CA,United States}	{Food,}
181	Wed Mar 17 02:09:58 +0000 2010	4b6e6a7ef964a52095bc2ce3	{Ruth's Chris Steak House}	{34.43919470375476,-119.74758625030518,Santa Barbara,CA,United States}	{Food,}
181	Tue Mar 16 19:26:15 +0000 2010	4b46466cf964a520381c26e3	{Plaza Deli}	{34.436707,-119.74833,Santa Barbara,CA,United States}	{Food,}
181	Sat Mar 13 04:24:42 +0000 2010	4aff6fc4f964a5208e3822e3	{Pascucci Restaurant}	{34.41909323936539,-119.69910264015198,Santa Barbara,CA,United States}	{Food,}
181	Sat Mar 13 03:36:30 +0000 2010	4ae2b054f964a5204e8f21e3	{Blush Restaurant + Lounge}	{34.418662,-119.69751944,Santa Barbara,CA,United States}	{Nightlife Spot,Food,}
181	Fri Mar 12 22:55:22 +0000 2010	4a89b981f964a520d30820e3	{Coffee Cat}	{34.42446088746524,-119.70346927642822,Santa Barbara,CA,United States}	{Food,Arts & Entertainment,}
181	Fri Mar 12 22:24:49 +0000 2010	4b46466cf964a520381c26e3	{Plaza Deli}	{34.436707,-119.74833,Santa Barbara,CA,United States}	{Food,}
181	Fri Mar 12 22:16:29 +0000 2010	4b46466cf964a520381c26e3	{Plaza Deli}	{34.436707,-119.74833,Santa Barbara,CA,United States}	{Food,}
181	Wed Mar 10 21:00:42 +0000 2010	4b1448fcf964a52089a023e3	{24 Hour Fitness}	{34.42061784690296,-119.69976100004608,Santa Barbara,CA,United States}	{Shop & Service,}
181	Wed Mar 10 18:14:44 +0000 2010	4b427fc8f964a52020d525e3	{Elite Meetings Int'l}	{34.420029,-119.687081,Santa Barbara,CA,United States}	{Office,Professional & Other Places,}
181	Sun Mar 07 19:54:57 +0000 2010	4b5c9258f964a5203d3729e3	{Santa Barbara Certified Farmers Market}	{34.42921315882348,-119.87195491790771,Goleta,CA,United States}	{Shop & Service,Food & Drink Shop,}
181	Sun Mar 07 19:42:32 +0000 2010	4b5c9258f964a5203d3729e3	{Santa Barbara Certified Farmers Market}	{34.42921315882348,-119.87195491790771,Goleta,CA,United States}	{Shop & Service,Food & Drink Shop,}
181	Sun Mar 07 17:54:28 +0000 2010	4b6260e6f964a5201b452ae3	{University Circle Open Space}	{34.44800720442509,-119.81517791748047,Santa Barbara,CA,United States}	{Outdoors & Recreation,}
181	Sat Mar 06 18:02:16 +0000 2010	4b0deb10f964a5209d5223e3	{Goleta Valley Athletic Club}	{34.43190333792891,-119.85356569290161,Goleta,CA,United States}	{Shop & Service,Gym / Fitness Center,}
181	Fri Mar 05 21:25:20 +0000 2010	4b46466cf964a520381c26e3	{Plaza Deli}	{34.436707,-119.74833,Santa Barbara,CA,United States}	{Food,}
181	Fri Mar 05 16:47:07 +0000 2010	4b57e179f964a520f94428e3	{Santa Barbara}	{34.4137179851532,-119.689376,Santa Barbara,CA,United States}	{Outdoors & Recreation,}
181	Thu Mar 04 03:07:09 +0000 2010	4a9edfa0f964a520933b20e3	{Natural Cafe}	{34.43617906531394,-119.82893149265237,Goleta,CA,United States}	{Food,}
181	Wed Mar 03 22:26:48 +0000 2010	4b46466cf964a520381c26e3	{Plaza Deli}	{34.436707,-119.74833,Santa Barbara,CA,United States}	{Food,}
181	Wed Mar 03 22:23:33 +0000 2010	4b280575f964a520cd8d24e3	{La Cumbre Plaza}	{34.43809750004808,-119.74810123443604,Santa Barbara,CA,United States}	{Shop & Service,}
181	Tue Mar 02 02:48:35 +0000 2010	40e0b100f964a5202f021fe3	{Grand Avenue Bar & Grill}	{33.16226279896677,-117.34720127110906,Carlsbad,CA,United States}	{Nightlife Spot,}
181	Sun Feb 28 18:22:04 +0000 2010	4b5c9258f964a5203d3729e3	{Santa Barbara Certified Farmers Market}	{34.42921315882348,-119.87195491790771,Goleta,CA,United States}	{Shop & Service,Food & Drink Shop,}
181	Sat Feb 27 19:13:32 +0000 2010	4b56457df964a5208e0828e3	{Trimm - Salon & Color Bar}	{34.440517,-119.731693,Santa Barbara,CA,United States}	{Shop & Service,}
181	Sat Feb 27 04:15:03 +0000 2010	4aff6fc4f964a5208e3822e3	{Pascucci Restaurant}	{34.41909323936539,-119.69910264015198,Santa Barbara,CA,United States}	{Food,}
181	Sat Feb 27 03:08:28 +0000 2010	4abd6e3bf964a520408a20e3	{Live Culture}	{34.41923343333333,-119.69963371753693,Santa Barbara,CA,United States}	{Nightlife Spot,}
181	Fri Feb 26 21:56:55 +0000 2010	4b46466cf964a520381c26e3	{Plaza Deli}	{34.436707,-119.74833,Santa Barbara,CA,United States}	{Food,}
181	Wed Feb 24 16:39:30 +0000 2010	4b427fc8f964a52020d525e3	{Elite Meetings Int'l}	{34.420029,-119.687081,Santa Barbara,CA,United States}	{Office,Professional & Other Places,}
181	Fri Feb 19 20:56:41 +0000 2010	4b46466cf964a520381c26e3	{Plaza Deli}	{34.436707,-119.74833,Santa Barbara,CA,United States}	{Food,}
181	Fri Feb 19 20:50:48 +0000 2010	4b46466cf964a520381c26e3	{Plaza Deli}	{34.436707,-119.74833,Santa Barbara,CA,United States}	{Food,}
181	Fri Feb 19 17:18:28 +0000 2010	4b427fc8f964a52020d525e3	{Elite Meetings Int'l}	{34.420029,-119.687081,Santa Barbara,CA,United States}	{Office,Professional & Other Places,}
181	Fri Feb 19 03:28:26 +0000 2010	4b4e2bbef964a520f1e326e3	{Carr Winery & Tasting Room}	{34.42250286673187,-119.68769394718063,Santa Barbara,CA,United States}	{Nightlife Spot,Food,}
181	Fri Feb 19 03:28:25 +0000 2010	4b4e2bbef964a520f1e326e3	{Carr Winery & Tasting Room}	{34.42250286673187,-119.68769394718063,Santa Barbara,CA,United States}	{Nightlife Spot,Food,}
181	Thu Feb 18 18:00:49 +0000 2010	4b6c6b01f964a5208f382ce3	{Tupelo Junction Cafe}	{34.423850240832444,-119.70507860183716,Santa Barbara,CA,United States}	{Food,}
181	Thu Feb 18 03:39:56 +0000 2010	4b67747df964a520f54f2be3	{CVS/pharmacy}	{34.44074757631037,-119.82718348503113,Goleta,CA,United States}	{Shop & Service,}
181	Wed Feb 17 04:30:08 +0000 2010	4b79ef3df964a520351b2fe3	{University Circle 'Hood}	{34.44587613826926,-119.81077660502042,Goleta,CA,United States}	{Residence,}
181	Wed Feb 17 01:17:17 +0000 2010	4b1448fcf964a52089a023e3	{24 Hour Fitness}	{34.42061784690296,-119.69976100004608,Santa Barbara,CA,United States}	{Shop & Service,}
181	Tue Feb 16 21:23:40 +0000 2010	4b46466cf964a520381c26e3	{Plaza Deli}	{34.436707,-119.74833,Santa Barbara,CA,United States}	{Food,}
181	Sun Feb 14 22:49:22 +0000 2010	4aee8cf9f964a52001d421e3	{Timber Mountain Log Ride}	{33.84503244679367,-118.00055623054504,Buena Park,CA,United States}	{Arts & Entertainment,Theme Park,}
181	Sun Feb 14 18:50:57 +0000 2010	4c1ed196b4e62d7f19e4de93	{Lucy's Tugboat}	{33.84575421874202,-117.9990005493164,Anaheim-Santa Ana-Garden Grove,CA,United States}	{Travel & Transport,}
181	Sun Feb 14 17:29:09 +0000 2010	4b672139f964a520a03c2be3	{Knotts Berry Farm Resort Hotel}	{33.840275961899316,-117.99859742821181,Buena Park,CA,United States}	{Travel & Transport,}
181	Sun Feb 14 03:06:38 +0000 2010	4b776898f964a52083982ee3	{Outback Steakhouse}	{33.85355301702263,-117.99841048766336,Buena Park,CA,United States}	{Food,}
181	Sat Feb 13 02:50:47 +0000 2010	4b438196f964a520ede125e3	{The Palace Grill}	{34.41806234835531,-119.69634408683473,Santa Barbara,CA,United States}	{Food,}
181	Fri Feb 12 01:15:36 +0000 2010	4b46466cf964a520381c26e3	{Plaza Deli}	{34.436707,-119.74833,Santa Barbara,CA,United States}	{Food,}
181	Thu Feb 11 22:53:33 +0000 2010	4b46466cf964a520381c26e3	{Plaza Deli}	{34.436707,-119.74833,Santa Barbara,CA,United States}	{Food,}
181	Thu Feb 11 16:55:01 +0000 2010	4b57e179f964a520f94428e3	{Santa Barbara}	{34.4137179851532,-119.689376,Santa Barbara,CA,United States}	{Outdoors & Recreation,}
181	Wed Feb 10 21:50:28 +0000 2010	4b46466cf964a520381c26e3	{Plaza Deli}	{34.436707,-119.74833,Santa Barbara,CA,United States}	{Food,}
181	Sun Feb 07 22:21:31 +0000 2010	4af74111f964a520b00722e3	{Tri-County Produce}	{34.418258,-119.673861,Santa Barbara,CA,United States}	{Shop & Service,Food & Drink Shop,}
181	Fri Feb 05 01:29:07 +0000 2010	4b3a9f6ef964a5205f6b25e3	{lululemon athletica Santa Barbara}	{34.419301225552374,-119.7006368637085,Santa Barbara,CA,United States}	{Shop & Service,Gym / Fitness Center,}
181	Thu Feb 04 03:01:54 +0000 2010	4b09cf4ff964a520011e23e3	{Costco}	{34.42799193052439,-119.87478733062744,Goleta,CA,United States}	{Shop & Service,Food & Drink Shop,}
181	Tue Feb 02 21:05:23 +0000 2010	4b1448fcf964a52089a023e3	{24 Hour Fitness}	{34.42061784690296,-119.69976100004608,Santa Barbara,CA,United States}	{Shop & Service,}
181	Tue Feb 02 00:43:33 +0000 2010	4b1448fcf964a52089a023e3	{24 Hour Fitness}	{34.42061784690296,-119.69976100004608,Santa Barbara,CA,United States}	{Shop & Service,}
181	Sun Jan 31 21:00:28 +0000 2010	4b4a7373f964a520088826e3	{The Coffee Bean & Tea Leaf}	{34.440986502975036,-119.8244488853195,Goleta,CA,United States}	{Food,}
181	Sat Jan 30 21:45:02 +0000 2010	4b64a848f964a52020c62ae3	{Luigi's Pizza & Pasta}	{34.440883,-119.823618,Goleta,CA,United States}	{Food,}
181	Fri Jan 29 21:17:24 +0000 2010	4b454e73f964a5204f0a26e3	{Saigon In & Out Vietnamese Restaurant}	{34.4251600281333,-119.68319177627563,Santa Barbara,CA,United States}	{Food,}
181	Fri Jan 29 16:59:47 +0000 2010	4b37ac3ff964a520124425e3	{Starbucks}	{34.43799131827962,-119.74788665771484,Santa Barbara,CA,United States}	{Food,}
181	Fri Jan 29 03:15:56 +0000 2010	4b4ce6a3f964a52082c326e3	{Los Arroyos}	{34.421995,-119.703733,Santa Barbara,CA,United States}	{Food,}
181	Fri Jan 29 03:15:55 +0000 2010	4b4ce6a3f964a52082c326e3	{Los Arroyos}	{34.421995,-119.703733,Santa Barbara,CA,United States}	{Food,}
181	Fri Jan 29 02:32:57 +0000 2010	4b1448fcf964a52089a023e3	{24 Hour Fitness}	{34.42061784690296,-119.69976100004608,Santa Barbara,CA,United States}	{Shop & Service,}
181	Thu Jan 28 20:50:34 +0000 2010	4b46466cf964a520381c26e3	{Plaza Deli}	{34.436707,-119.74833,Santa Barbara,CA,United States}	{Food,}
181	Sun Jan 24 03:40:26 +0000 2010	4b3bd602f964a5202e7c25e3	{Mojo Coffee}	{34.42870874060188,-119.87657904624939,Goleta,CA,United States}	{Food,}
181	Sat Jan 23 18:34:54 +0000 2010	4b462e24f964a5203e1926e3	{Beachbreak Cafe}	{34.41564381122589,-119.69380502,Santa Barbara,CA,United States}	{Food,}
181	Sat Jan 23 18:34:54 +0000 2010	4b462e24f964a5203e1926e3	{Beachbreak Cafe}	{34.41564381122589,-119.69380502,Santa Barbara,CA,United States}	{Food,}
181	Fri Jan 22 18:45:36 +0000 2010	4b57e179f964a520f94428e3	{Santa Barbara}	{34.4137179851532,-119.689376,Santa Barbara,CA,United States}	{Outdoors & Recreation,}
181	Fri Jan 22 16:52:21 +0000 2010	4b0d60b7f964a520284723e3	{Good Cup}	{34.40115988254547,-119.721618,Santa Barbara,CA,United States}	{Food,}
181	Wed Jan 20 23:49:04 +0000 2010	4b3bd602f964a5202e7c25e3	{Mojo Coffee}	{34.42870874060188,-119.87657904624939,Goleta,CA,United States}	{Food,}
181	Wed Jan 20 23:48:48 +0000 2010	4b3bd602f964a5202e7c25e3	{Mojo Coffee}	{34.42870874060188,-119.87657904624939,Goleta,CA,United States}	{Food,}
181	Tue Jan 19 03:04:39 +0000 2010	4b4ce6a3f964a52082c326e3	{Los Arroyos}	{34.421995,-119.703733,Santa Barbara,CA,United States}	{Food,}
181	Mon Jan 18 22:04:13 +0000 2010	4b26f6e3f964a5208d8324e3	{Starbucks}	{34.429752971443136,-119.87218022346497,Goleta,CA,United States}	{Food,}
181	Mon Jan 18 00:58:00 +0000 2010	4b539fc6f964a52022a527e3	{Santa Barbara Rain}	{34.388502,-119.498439,,,United States}	{}
181	Sun Jan 17 17:48:33 +0000 2010	4b462e24f964a5203e1926e3	{Beachbreak Cafe}	{34.41564381122589,-119.69380502,Santa Barbara,CA,United States}	{Food,}
181	Sun Jan 17 04:39:55 +0000 2010	4a17856ef964a52063791fe3	{Old Kings Road}	{34.41772520542145,-119.69646871089935,Santa Barbara,CA,United States}	{Nightlife Spot,}
181	Sun Jan 17 01:56:00 +0000 2010	4aa5cdedf964a520774920e3	{El Rincon Bohemio}	{34.43946719169617,-119.761618,Santa Barbara,CA,United States}	{Food,}
181	Sat Jan 16 21:39:08 +0000 2010	4b0d60b7f964a520284723e3	{Good Cup}	{34.40115988254547,-119.721618,Santa Barbara,CA,United States}	{Food,}
181	Fri Jan 15 22:38:12 +0000 2010	4a89b981f964a520d30820e3	{Coffee Cat}	{34.42446088746524,-119.70346927642822,Santa Barbara,CA,United States}	{Food,Arts & Entertainment,}
181	Fri Jan 15 16:40:38 +0000 2010	4b4a7373f964a520088826e3	{The Coffee Bean & Tea Leaf}	{34.440986502975036,-119.8244488853195,Goleta,CA,United States}	{Food,}
181	Fri Jan 15 16:40:37 +0000 2010	4b4a7373f964a520088826e3	{The Coffee Bean & Tea Leaf}	{34.440986502975036,-119.8244488853195,Goleta,CA,United States}	{Food,}
181	Thu Jan 14 21:58:07 +0000 2010	4af11e7bf964a520c2e021e3	{Paradise Cafe}	{34.419976215602524,-119.69697769290515,Santa Barbara,CA,United States}	{Food,}
181	Wed Jan 13 03:53:43 +0000 2010	4abd6e3bf964a520408a20e3	{Live Culture}	{34.41923343333333,-119.69963371753693,Santa Barbara,CA,United States}	{Nightlife Spot,}
181	Tue Jan 12 23:14:17 +0000 2010	4b44eb45f964a520c2ff25e3	{805 Deli}	{34.423684,-119.699778,Santa Barbara,CA,United States}	{Food,}
181	Tue Jan 12 22:20:51 +0000 2010	4b1448fcf964a52089a023e3	{24 Hour Fitness}	{34.42061784690296,-119.69976100004608,Santa Barbara,CA,United States}	{Shop & Service,}
181	Tue Jan 12 00:36:19 +0000 2010	4b1448fcf964a52089a023e3	{24 Hour Fitness}	{34.42061784690296,-119.69976100004608,Santa Barbara,CA,United States}	{Shop & Service,}
181	Mon Jan 11 00:49:01 +0000 2010	4b4a753ff964a520428826e3	{Blenders in the Grass}	{34.440946660448176,-119.82447981834412,Goleta,CA,United States}	{Food,}
181	Mon Jan 11 00:41:08 +0000 2010	4b4a7373f964a520088826e3	{The Coffee Bean & Tea Leaf}	{34.440986502975036,-119.8244488853195,Goleta,CA,United States}	{Food,}
181	Sat Jan 09 21:00:53 +0000 2010	4b48ee61f964a520ed5d26e3	{Country Meat Market}	{34.44087266921997,-119.82902348041534,Goleta,CA,United States}	{Food,}
181	Sat Jan 09 01:49:29 +0000 2010	4a8dc881f964a520d91020e3	{Fresco Cafe}	{34.439371670745246,-119.7516417503357,Santa Barbara,CA,United States}	{Food,}
181	Sat Jan 09 01:30:30 +0000 2010	4b37ac3ff964a520124425e3	{Starbucks}	{34.43799131827962,-119.74788665771484,Santa Barbara,CA,United States}	{Food,}
181	Fri Jan 08 02:23:09 +0000 2010	49e3cae4f964a520d1621fe3	{Edwards Camarillo Palace Stadium 12 & IMAX}	{34.21718751388464,-119.06319916248322,Camarillo,CA,United States}	{Arts & Entertainment,Movie Theater,}
181	Thu Jan 07 16:32:34 +0000 2010	4b42729ff964a5201ed425e3	{Santa Barbara Roasting Company}	{34.415088330140755,-119.69434707760111,Santa Barbara,CA,United States}	{Food,}
181	Wed Jan 06 16:48:52 +0000 2010	4b42729ff964a5201ed425e3	{Santa Barbara Roasting Company}	{34.415088330140755,-119.69434707760111,Santa Barbara,CA,United States}	{Food,}
181	Tue Jan 05 22:21:39 +0000 2010	4b43bb60f964a520e0e725e3	{Bank of America}	{34.420731,-119.700187,Santa Barbara,CA,United States}	{Shop & Service,}
181	Mon Jan 04 01:00:53 +0000 2010	4ab3c5cbf964a5206a6e20e3	{Lazy Acres Market}	{34.40047869,-119.721786,Santa Barbara,CA,United States}	{Shop & Service,Food & Drink Shop,}
181	Sun Jan 03 17:45:10 +0000 2010	4b1c42d8f964a5202b0524e3	{Starbucks}	{34.44213230726586,-119.83230113983154,Goleta,CA,United States}	{Food,}
181	Sat Jan 02 18:40:51 +0000 2010	4b26f6e3f964a5208d8324e3	{Starbucks}	{34.429752971443136,-119.87218022346497,Goleta,CA,United States}	{Food,}
181	Fri Jan 01 21:09:48 +0000 2010	4b0d60b7f964a520284723e3	{Good Cup}	{34.40115988254547,-119.721618,Santa Barbara,CA,United States}	{Food,}
181	Fri Jan 01 07:23:37 +0000 2010	4a9dbb9cf964a520283920e3	{Canary Hotel}	{34.420435,-119.702652,Santa Barbara,CA,United States}	{Travel & Transport,}
181	Wed Dec 30 21:26:44 +0000 2009	4b3bc58af964a520c47a25e3	{Cajun Kitchen Cafe}	{34.41939286045362,-119.70182015930158,Santa Barbara,CA,United States}	{Food,}
181	Wed Dec 30 17:16:38 +0000 2009	4b0d60b7f964a520284723e3	{Good Cup}	{34.40115988254547,-119.721618,Santa Barbara,CA,United States}	{Food,}
181	Tue Dec 29 23:08:16 +0000 2009	4b1448fcf964a52089a023e3	{24 Hour Fitness}	{34.42061784690296,-119.69976100004608,Santa Barbara,CA,United States}	{Shop & Service,}
181	Tue Dec 29 22:40:59 +0000 2009	4b39a5e5f964a520515e25e3	{Make It Work}	{34.43846151666666,-119.749842,Santa Barbara,CA,United States}	{Shop & Service,}
181	Tue Dec 29 16:44:41 +0000 2009	4b395bc5f964a5203b5b25e3	{Santa Barbara Family YMCA}	{34.438295247217305,-119.74495373088317,Santa Barbara,CA,United States}	{Shop & Service,Gym / Fitness Center,}
181	Tue Dec 29 01:48:04 +0000 2009	49ce7bc6f964a520485a1fe3	{Crushcakes Cupcakery & Crushcafe}	{34.42565912380473,-119.7053217921758,Santa Barbara,CA,United States}	{Food,}
181	Tue Dec 29 00:08:51 +0000 2009	4b1448fcf964a52089a023e3	{24 Hour Fitness}	{34.42061784690296,-119.69976100004608,Santa Barbara,CA,United States}	{Shop & Service,}
181	Wed Dec 23 16:39:33 +0000 2009	4b0d60b7f964a520284723e3	{Good Cup}	{34.40115988254547,-119.721618,Santa Barbara,CA,United States}	{Food,}
181	Tue Dec 22 16:49:11 +0000 2009	4b0d60b7f964a520284723e3	{Good Cup}	{34.40115988254547,-119.721618,Santa Barbara,CA,United States}	{Food,}
181	Sat Dec 19 21:39:41 +0000 2009	4b2d47fbf964a52005d324e3	{The Habit}	{34.435550848443995,-119.82470950665447,Goleta,CA,United States}	{Food,}
181	Thu Dec 10 01:12:58 +0000 2009	4b1448fcf964a52089a023e3	{24 Hour Fitness}	{34.42061784690296,-119.69976100004608,Santa Barbara,CA,United States}	{Shop & Service,}
181	Mon Dec 07 21:32:48 +0000 2009	4b1448fcf964a52089a023e3	{24 Hour Fitness}	{34.42061784690296,-119.69976100004608,Santa Barbara,CA,United States}	{Shop & Service,}
