1141	Fri Aug 12 03:01:18 +0000 2011	4a67cce0f964a52013ca1fe3	{Apple Store, South Coast Plaza}	{33.6921,-117.89322,Costa Mesa,CA,United States}	{Shop & Service,}
1141	Sat May 14 02:19:30 +0000 2011	4b45357df964a520150826e3	{24 Hour Fitness}	{33.8057713475691,-117.911925315856,Anaheim,CA,United States}	{Shop & Service,}
1141	Fri May 13 13:55:22 +0000 2011	4b45357df964a520150826e3	{24 Hour Fitness}	{33.8057713475691,-117.911925315856,Anaheim,CA,United States}	{Shop & Service,}
1141	Thu May 12 04:28:13 +0000 2011	4b45357df964a520150826e3	{24 Hour Fitness}	{33.8057713475691,-117.911925315856,Anaheim,CA,United States}	{Shop & Service,}
1141	Wed May 11 23:08:47 +0000 2011	45db8eb5f964a520fd421fe3	{Disney California Adventure Park}	{33.80798489664312,-117.91896778777333,Anaheim,CA,United States}	{Arts & Entertainment,}
1141	Wed May 11 23:08:24 +0000 2011	40f86c00f964a520bd0a1fe3	{Disneyland}	{33.80958286695518,-117.91899628937244,Anaheim,CA,United States}	{Arts & Entertainment,}
1141	Wed May 11 21:41:37 +0000 2011	4703a234f964a5204b4b1fe3	{The Twilight Zone Tower of Terror}	{33.80683935374519,-117.91716165840626,Anaheim,CA,United States}	{Arts & Entertainment,Theme Park,}
1141	Wed May 11 05:11:48 +0000 2011	4b45357df964a520150826e3	{24 Hour Fitness}	{33.8057713475691,-117.911925315856,Anaheim,CA,United States}	{Shop & Service,}
1141	Wed May 11 04:06:56 +0000 2011	4c86966351ada1cd928b4110	{OCC Science Hall}	{33.67024701117675,-117.91308403015137,Costa Mesa,CA,United States}	{College Academic Building,College & University,}
1141	Tue May 10 03:23:19 +0000 2011	4b45357df964a520150826e3	{24 Hour Fitness}	{33.8057713475691,-117.911925315856,Anaheim,CA,United States}	{Shop & Service,}
1141	Mon May 09 21:40:15 +0000 2011	4ab3ce37f964a520926e20e3	{Orange Coast College}	{33.670276183885605,-117.91187009484437,Costa Mesa,CA,United States}	{College Academic Building,College & University,}
1141	Mon May 09 14:07:28 +0000 2011	46274070f964a520c4451fe3	{24 Hour Fitness}	{33.803083,-118.043638,Los Alamitos,CA,United States}	{Shop & Service,}
1141	Sun May 08 04:41:43 +0000 2011	4b171e65f964a52098c223e3	{Krung Siam}	{36.126239,-115.189759,Las Vegas,NV,United States}	{Food,}
1141	Sat May 07 19:10:20 +0000 2011	4b1d39d1f964a5204b0d24e3	{24 Hour Fitness}	{36.0996618540782,-115.209361276116,Las Vegas,NV,United States}	{Shop & Service,}
1141	Sat May 07 01:38:50 +0000 2011	4b45357df964a520150826e3	{24 Hour Fitness}	{33.8057713475691,-117.911925315856,Anaheim,CA,United States}	{Shop & Service,}
1141	Fri May 06 14:12:03 +0000 2011	4b45357df964a520150826e3	{24 Hour Fitness}	{33.8057713475691,-117.911925315856,Anaheim,CA,United States}	{Shop & Service,}
1141	Thu May 05 02:37:04 +0000 2011	4b45357df964a520150826e3	{24 Hour Fitness}	{33.8057713475691,-117.911925315856,Anaheim,CA,United States}	{Shop & Service,}
1141	Wed May 04 14:00:37 +0000 2011	4b45357df964a520150826e3	{24 Hour Fitness}	{33.8057713475691,-117.911925315856,Anaheim,CA,United States}	{Shop & Service,}
1141	Wed May 04 05:09:13 +0000 2011	4b45357df964a520150826e3	{24 Hour Fitness}	{33.8057713475691,-117.911925315856,Anaheim,CA,United States}	{Shop & Service,}
1141	Tue May 03 04:34:11 +0000 2011	4b45357df964a520150826e3	{24 Hour Fitness}	{33.8057713475691,-117.911925315856,Anaheim,CA,United States}	{Shop & Service,}
1141	Mon May 02 15:47:09 +0000 2011	4cbcd5d1bac937044696fa7c	{Orange County Retina Medical Group}	{33.62668641740024,-117.93255758774234,Newport Beach,CA,United States}	{Medical Center,Professional & Other Places,}
1141	Mon May 02 13:46:30 +0000 2011	4b45357df964a520150826e3	{24 Hour Fitness}	{33.8057713475691,-117.911925315856,Anaheim,CA,United States}	{Shop & Service,}
1141	Mon May 02 03:15:02 +0000 2011	4b45357df964a520150826e3	{24 Hour Fitness}	{33.8057713475691,-117.911925315856,Anaheim,CA,United States}	{Shop & Service,}
1141	Sun May 01 19:16:27 +0000 2011	4bb5e5d82ea1952181dbaa2f	{Newport Aquatic Center}	{33.62502634571496,-117.89400691603728,Newport Beach,CA,United States}	{Travel & Transport,}
1141	Sat Apr 30 18:13:16 +0000 2011	4a5b753bf964a52038bb1fe3	{24 Hour Fitness}	{33.78779,-117.81577,Orange,CA,United States}	{Shop & Service,}
1141	Sat Apr 30 01:22:10 +0000 2011	4b45357df964a520150826e3	{24 Hour Fitness}	{33.8057713475691,-117.911925315856,Anaheim,CA,United States}	{Shop & Service,}
1141	Fri Apr 29 19:42:09 +0000 2011	4bd260dd41b9ef3be218fee5	{Tokyo Lobby}	{33.760671,-117.82977441666667,Tustin,CA,United States}	{Food,}
1141	Fri Apr 29 02:02:15 +0000 2011	4b45357df964a520150826e3	{24 Hour Fitness}	{33.8057713475691,-117.911925315856,Anaheim,CA,United States}	{Shop & Service,}
1141	Thu Apr 28 02:07:20 +0000 2011	4b45357df964a520150826e3	{24 Hour Fitness}	{33.8057713475691,-117.911925315856,Anaheim,CA,United States}	{Shop & Service,}
1141	Wed Apr 27 04:38:18 +0000 2011	4b45357df964a520150826e3	{24 Hour Fitness}	{33.8057713475691,-117.911925315856,Anaheim,CA,United States}	{Shop & Service,}
1141	Tue Apr 26 22:01:48 +0000 2011	4c86966351ada1cd928b4110	{OCC Science Hall}	{33.67024701117675,-117.91308403015137,Costa Mesa,CA,United States}	{College Academic Building,College & University,}
1141	Tue Apr 26 03:07:49 +0000 2011	4b45357df964a520150826e3	{24 Hour Fitness}	{33.8057713475691,-117.911925315856,Anaheim,CA,United States}	{Shop & Service,}
1141	Sat Apr 23 02:04:19 +0000 2011	4b45357df964a520150826e3	{24 Hour Fitness}	{33.8057713475691,-117.911925315856,Anaheim,CA,United States}	{Shop & Service,}
1141	Thu Apr 21 13:25:21 +0000 2011	4b45357df964a520150826e3	{24 Hour Fitness}	{33.8057713475691,-117.911925315856,Anaheim,CA,United States}	{Shop & Service,}
1141	Thu Apr 21 04:15:01 +0000 2011	4b45357df964a520150826e3	{24 Hour Fitness}	{33.8057713475691,-117.911925315856,Anaheim,CA,United States}	{Shop & Service,}
1141	Wed Apr 20 19:50:28 +0000 2011	4b62560bf964a520f9422ae3	{Tommy's Sushi Japanese Restaurant}	{33.74265179474334,-117.81655467953827,Tustin,CA,United States}	{Food,}
1141	Wed Apr 20 15:40:45 +0000 2011	4c488767972c0f475d552721	{Newport Medical Arts bldg.}	{33.626334,-117.932712,Newport Beach,CA,United States}	{Medical Center,Professional & Other Places,}
1141	Tue Apr 19 13:06:30 +0000 2011	4b45357df964a520150826e3	{24 Hour Fitness}	{33.8057713475691,-117.911925315856,Anaheim,CA,United States}	{Shop & Service,}
1141	Tue Apr 19 02:00:13 +0000 2011	4b45357df964a520150826e3	{24 Hour Fitness}	{33.8057713475691,-117.911925315856,Anaheim,CA,United States}	{Shop & Service,}
1141	Mon Apr 18 21:33:43 +0000 2011	4ab3ce37f964a520926e20e3	{Orange Coast College}	{33.670276183885605,-117.91187009484437,Costa Mesa,CA,United States}	{College Academic Building,College & University,}
1141	Sun Apr 17 21:30:40 +0000 2011	4b45357df964a520150826e3	{24 Hour Fitness}	{33.8057713475691,-117.911925315856,Anaheim,CA,United States}	{Shop & Service,}
1141	Sun Apr 17 19:47:02 +0000 2011	4bb5e5d82ea1952181dbaa2f	{Newport Aquatic Center}	{33.62502634571496,-117.89400691603728,Newport Beach,CA,United States}	{Travel & Transport,}
1141	Tue Apr 12 16:22:09 +0000 2011	4bdf311b89ca76b07cb35d5e	{OCC Swap Meet}	{33.67285423656696,-117.91213989257812,Costa Mesa,CA,United States}	{Shop & Service,}
1141	Mon Apr 11 19:24:57 +0000 2011	4a8770ebf964a5205e0420e3	{KetMoRee Thai Restaurant & Bar}	{38.54480061062771,-121.7389976978302,Davis,CA,United States}	{Nightlife Spot,Food,}
1141	Mon Apr 11 15:49:54 +0000 2011	42814b00f964a52002221fe3	{Tartine Bakery}	{37.76142131411304,-122.42400974035263,San Francisco,CA,United States}	{Food,}
1141	Mon Apr 11 03:49:58 +0000 2011	44e1e15af964a52023371fe3	{Katana-Ya}	{37.78708290913201,-122.4103993238285,San Francisco,CA,United States}	{Food,}
1141	Sun Apr 10 21:09:58 +0000 2011	49972b39f964a52089521fe3	{Humphry Slocombe}	{37.7528095950639,-122.41196125745773,San Francisco,CA,United States}	{Food,}
1141	Sun Apr 10 19:40:36 +0000 2011	4d8299378de9721ecb870b51	{Ike's Place}	{37.76454,-122.430862,San Francisco,CA,United States}	{Food,}
1141	Sun Apr 10 18:50:14 +0000 2011	4813bc50f964a520414f1fe3	{Civic Center/UN Plaza BART Station}	{37.7792418232402,-122.41431589072604,San Francisco,CA,United States}	{Travel & Transport,}
1141	Sun Apr 10 18:49:58 +0000 2011	455f7871f964a520913d1fe3	{Powell St. BART Station}	{37.78504797811959,-122.4070076486654,San Francisco,CA,United States}	{Travel & Transport,}
1141	Sun Apr 10 13:27:26 +0000 2011	4a8ee47af964a5200e1320e3	{Aquatic Park}	{37.80687093208493,-122.4227162762659,San Francisco,CA,United States}	{Outdoors & Recreation,}
1141	Sun Apr 10 01:17:25 +0000 2011	4ab56560f964a5205b7420e3	{Tuttimelon}	{37.79778896660002,-122.40705850944128,San Francisco,CA,United States}	{Food,}
1141	Sat Apr 09 23:35:36 +0000 2011	3fd66200f964a520a9ed1ee3	{The Stinking Rose}	{37.7981847974544,-122.40738485194984,San Francisco,CA,United States}	{Food,}
1141	Sat Apr 09 21:35:18 +0000 2011	4b4f9784f964a520ae0c27e3	{Wipeout Bar & Grill}	{37.80921603734874,-122.41008639335632,San Francisco,CA,United States}	{Nightlife Spot,Food,}
1141	Sat Apr 09 21:18:37 +0000 2011	4b5cf6b5f964a520d74c29e3	{Fisherman's Grotto}	{37.80898717457841,-122.41594165563583,San Francisco,CA,United States}	{Nightlife Spot,Government Building,Food,Professional & Other Places,}
1141	Sat Apr 09 21:10:18 +0000 2011	4ab137d3f964a520916820e3	{Sabella & La Torre's}	{37.80843495229235,-122.4159025861491,San Francisco,CA,United States}	{Food,}
1141	Sat Apr 09 19:11:04 +0000 2011	45df2c52f964a52016431fe3	{Sports Basement}	{37.80319331967029,-122.45855391025543,San Francisco,CA,United States}	{Shop & Service,}
1141	Sat Apr 09 18:34:16 +0000 2011	4ad745ccf964a5202d0921e3	{San Francisco Marriott Fisherman's Wharf}	{37.8054,-122.4175,San Francisco,CA,United States}	{Travel & Transport,Shop & Service,Hotel,}
1141	Sat Apr 09 16:13:02 +0000 2011	4a49961cf964a52076ab1fe3	{Ferry Plaza Farmers Market}	{37.794940424096616,-122.39297389984131,San Francisco,CA,United States}	{Shop & Service,Food,Food & Drink Shop,}
1141	Sat Apr 09 16:12:26 +0000 2011	43067280f964a52023271fe3	{Ferry Building}	{37.795427908882,-122.39362835884094,San Francisco,CA,United States}	{Shop & Service,Government Building,Food & Drink Shop,Professional & Other Places,}
1141	Sat Apr 09 08:33:34 +0000 2011	4a59104ef964a52092b81fe3	{The Monarch Hotel}	{37.78569,-122.419941,San Francisco,CA,United States}	{Travel & Transport,}
1141	Sat Apr 09 08:07:48 +0000 2011	4b2c4865f964a5202cc524e3	{La Oaxaque?a Bakery & Restaurant}	{37.762927490569346,-122.41954730168715,San Francisco,CA,United States}	{Food,}
1141	Sat Apr 09 07:57:53 +0000 2011	40870b00f964a52098f21ee3	{Beauty Bar}	{37.76034693,-122.41905168,San Francisco,CA,United States}	{Nightlife Spot,}
1141	Sat Apr 09 07:43:37 +0000 2011	436bf600f964a520b7291fe3	{Cha Cha Cha}	{37.75980757783538,-122.41914356856302,San Francisco,CA,United States}	{Food,}
1141	Thu Apr 07 03:41:35 +0000 2011	4b45357df964a520150826e3	{24 Hour Fitness}	{33.8057713475691,-117.911925315856,Anaheim,CA,United States}	{Shop & Service,}
1141	Tue Apr 05 03:23:04 +0000 2011	4b45357df964a520150826e3	{24 Hour Fitness}	{33.8057713475691,-117.911925315856,Anaheim,CA,United States}	{Shop & Service,}
1141	Mon Apr 04 20:01:07 +0000 2011	4c9ce3640e9bb1f79201d85f	{Adams Lot}	{33.67263994705035,-117.91269779205322,Costa Mesa,CA,United States}	{Travel & Transport,Outdoors & Recreation,Professional & Other Places,}
1141	Sat Apr 02 21:05:11 +0000 2011	4b7c76fcf964a5202c952fe3	{Ten Ten Seafood Restaurant}	{33.84108439999558,-117.94282035608981,Anaheim,CA,United States}	{Food,}
1141	Fri Apr 01 20:18:26 +0000 2011	4b21d55ef964a520d14124e3	{Bear Flag Fish Company- Newport Peninsula}	{33.615489,-117.929822,Newport Beach,CA,United States}	{Shop & Service,Food,}
1141	Fri Apr 01 02:41:13 +0000 2011	4b45357df964a520150826e3	{24 Hour Fitness}	{33.8057713475691,-117.911925315856,Anaheim,CA,United States}	{Shop & Service,}
1141	Thu Mar 31 02:36:27 +0000 2011	4b8ad5c1f964a520428432e3	{Anaheim GardenWalk}	{33.80548607045674,-117.91158199310303,Anaheim,CA,United States}	{Shop & Service,}
1141	Thu Mar 31 02:36:17 +0000 2011	4b45357df964a520150826e3	{24 Hour Fitness}	{33.8057713475691,-117.911925315856,Anaheim,CA,United States}	{Shop & Service,}
1141	Wed Mar 30 20:43:47 +0000 2011	4d8d02f7cb9b224b739f6241	{OCR Suite 140}	{33.75558,-117.834598,Santa Ana,CA,United States}	{Medical Center,Professional & Other Places,}
1141	Tue Mar 29 21:49:19 +0000 2011	4cd091467561236a13082df3	{Bruxie}	{33.79137202386545,-117.85321041941643,Orange,CA,United States}	{Food,}
1141	Tue Mar 29 02:04:32 +0000 2011	4b45357df964a520150826e3	{24 Hour Fitness}	{33.8057713475691,-117.911925315856,Anaheim,CA,United States}	{Shop & Service,}
1141	Tue Mar 29 00:16:52 +0000 2011	4b8843cbf964a52046eb31e3	{Office Depot}	{33.74152421951294,-117.82062,Tustin,CA,United States}	{Shop & Service,}
1141	Sun Mar 27 20:02:52 +0000 2011	4bb5e5d82ea1952181dbaa2f	{Newport Aquatic Center}	{33.62502634571496,-117.89400691603728,Newport Beach,CA,United States}	{Travel & Transport,}
1141	Sat Mar 26 05:02:49 +0000 2011	4b45357df964a520150826e3	{24 Hour Fitness}	{33.8057713475691,-117.911925315856,Anaheim,CA,United States}	{Shop & Service,}
1141	Fri Mar 25 03:30:38 +0000 2011	4b45357df964a520150826e3	{24 Hour Fitness}	{33.8057713475691,-117.911925315856,Anaheim,CA,United States}	{Shop & Service,}
1141	Thu Mar 24 21:59:50 +0000 2011	4ab3ce37f964a520926e20e3	{Orange Coast College}	{33.670276183885605,-117.91187009484437,Costa Mesa,CA,United States}	{College Academic Building,College & University,}
1141	Thu Mar 24 02:00:52 +0000 2011	4b45357df964a520150826e3	{24 Hour Fitness}	{33.8057713475691,-117.911925315856,Anaheim,CA,United States}	{Shop & Service,}
1141	Wed Mar 23 03:32:13 +0000 2011	4b45357df964a520150826e3	{24 Hour Fitness}	{33.8057713475691,-117.911925315856,Anaheim,CA,United States}	{Shop & Service,}
1141	Tue Mar 22 02:12:52 +0000 2011	4b45357df964a520150826e3	{24 Hour Fitness}	{33.8057713475691,-117.911925315856,Anaheim,CA,United States}	{Shop & Service,}
1141	Mon Mar 21 21:20:44 +0000 2011	4ab3ce37f964a520926e20e3	{Orange Coast College}	{33.670276183885605,-117.91187009484437,Costa Mesa,CA,United States}	{College Academic Building,College & University,}
1141	Mon Mar 21 15:20:53 +0000 2011	4cbf1c3dacd48cfa2f8e413f	{Orange County Retina Medical Grpup}	{33.885433,-117.9256,Fullerton,CA,United States}	{Medical Center,Professional & Other Places,}
1141	Mon Mar 21 03:48:36 +0000 2011	4d3cf43c44f5a093d84dd1bb	{Flaming Spice ????}	{33.99539577872868,-117.89999774327573,Industry,CA,United States}	{Food,}
1141	Thu Mar 17 18:00:39 +0000 2011	4ab3ce37f964a520926e20e3	{Orange Coast College}	{33.670276183885605,-117.91187009484437,Costa Mesa,CA,United States}	{College Academic Building,College & University,}
1141	Wed Mar 16 05:12:32 +0000 2011	4b45357df964a520150826e3	{24 Hour Fitness}	{33.8057713475691,-117.911925315856,Anaheim,CA,United States}	{Shop & Service,}
1141	Tue Mar 15 17:24:03 +0000 2011	4ab3ce37f964a520926e20e3	{Orange Coast College}	{33.670276183885605,-117.91187009484437,Costa Mesa,CA,United States}	{College Academic Building,College & University,}
1141	Tue Mar 15 15:03:04 +0000 2011	4ab3ce37f964a520926e20e3	{Orange Coast College}	{33.670276183885605,-117.91187009484437,Costa Mesa,CA,United States}	{College Academic Building,College & University,}
1141	Sun Mar 13 20:12:36 +0000 2011	4bb5e5d82ea1952181dbaa2f	{Newport Aquatic Center}	{33.62502634571496,-117.89400691603728,Newport Beach,CA,United States}	{Travel & Transport,}
1141	Thu Mar 10 19:15:00 +0000 2011	4bf3239c6a31d13a9d55942e	{Starbucks}	{33.66867411599298,-117.91188153769819,Costa Mesa,CA,United States}	{Food,}
1141	Thu Mar 10 04:14:03 +0000 2011	4b45357df964a520150826e3	{24 Hour Fitness}	{33.8057713475691,-117.911925315856,Anaheim,CA,United States}	{Shop & Service,}
1141	Wed Mar 09 05:49:59 +0000 2011	4b45357df964a520150826e3	{24 Hour Fitness}	{33.8057713475691,-117.911925315856,Anaheim,CA,United States}	{Shop & Service,}
1141	Tue Mar 08 03:26:41 +0000 2011	4b45357df964a520150826e3	{24 Hour Fitness}	{33.8057713475691,-117.911925315856,Anaheim,CA,United States}	{Shop & Service,}
1141	Sat Mar 05 08:13:14 +0000 2011	40f86c00f964a520bd0a1fe3	{Disneyland}	{33.80958286695518,-117.91899628937244,Anaheim,CA,United States}	{Arts & Entertainment,}
1141	Fri Mar 04 05:21:58 +0000 2011	4b45357df964a520150826e3	{24 Hour Fitness}	{33.8057713475691,-117.911925315856,Anaheim,CA,United States}	{Shop & Service,}
1141	Tue Mar 01 03:31:47 +0000 2011	4b45357df964a520150826e3	{24 Hour Fitness}	{33.8057713475691,-117.911925315856,Anaheim,CA,United States}	{Shop & Service,}
1141	Sun Feb 27 06:19:15 +0000 2011	4b4405f7f964a52059f025e3	{Pizza Club}	{33.9332161,-117.931695,La Habra,CA,United States}	{Food,}
1141	Wed Feb 23 05:32:44 +0000 2011	4b45357df964a520150826e3	{24 Hour Fitness}	{33.8057713475691,-117.911925315856,Anaheim,CA,United States}	{Shop & Service,}
1141	Tue Feb 22 16:03:52 +0000 2011	4c7d18117a856dcbd3f4e3a7	{OCC Fitness Complex}	{33.673898894397155,-117.91039396061997,Costa Mesa,CA,United States}	{College & University,}
1141	Tue Feb 22 00:07:02 +0000 2011	4bb5e5d82ea1952181dbaa2f	{Newport Aquatic Center}	{33.62502634571496,-117.89400691603728,Newport Beach,CA,United States}	{Travel & Transport,}
1141	Thu Feb 17 22:58:59 +0000 2011	4ac532aff964a520e4b020e3	{24 Hour Fitness}	{33.64343,-117.921566,Costa Mesa,CA,United States}	{Shop & Service,}
1141	Thu Feb 17 05:14:10 +0000 2011	4b45357df964a520150826e3	{24 Hour Fitness}	{33.8057713475691,-117.911925315856,Anaheim,CA,United States}	{Shop & Service,}
1141	Thu Feb 17 05:10:37 +0000 2011	4cbfa824a0c4f04dfc8a5631	{P.H.A.T. Pizza}	{33.887855,-117.813384,Yorba Linda,CA,United States}	{Food,}
1141	Tue Feb 15 22:48:53 +0000 2011	4ab3ce37f964a520926e20e3	{Orange Coast College}	{33.670276183885605,-117.91187009484437,Costa Mesa,CA,United States}	{College Academic Building,College & University,}
1141	Tue Feb 15 17:05:41 +0000 2011	4ab3ce37f964a520926e20e3	{Orange Coast College}	{33.670276183885605,-117.91187009484437,Costa Mesa,CA,United States}	{College Academic Building,College & University,}
1141	Mon Feb 14 22:15:27 +0000 2011	4ab3ce37f964a520926e20e3	{Orange Coast College}	{33.670276183885605,-117.91187009484437,Costa Mesa,CA,United States}	{College Academic Building,College & University,}
1141	Sun Feb 13 21:48:45 +0000 2011	4ad8c82df964a520981421e3	{Newport Dunes}	{33.616341070625765,-117.8922674218666,Newport Beach,CA,United States}	{Outdoors & Recreation,}
1141	Sat Feb 12 21:48:34 +0000 2011	4b537d03f964a5207a9f27e3	{No Ka Oi}	{33.65862076353088,-118.0006790077487,Huntington Beach,CA,United States}	{Nightlife Spot,}
1141	Sat Feb 12 21:47:58 +0000 2011	4bae46b1f964a5200a9c3be3	{Huntington Beach - Main Street}	{33.65845993761956,-118.00071716308594,Huntington Beach,CA,United States}	{Travel & Transport,Outdoors & Recreation,Beach,}
1141	Fri Feb 11 15:21:51 +0000 2011	4b45357df964a520150826e3	{24 Hour Fitness}	{33.8057713475691,-117.911925315856,Anaheim,CA,United States}	{Shop & Service,}
1141	Fri Feb 11 00:09:44 +0000 2011	4ac532aff964a520e4b020e3	{24 Hour Fitness}	{33.64343,-117.921566,Costa Mesa,CA,United States}	{Shop & Service,}
1141	Fri Feb 11 00:07:18 +0000 2011	4ab3ce37f964a520926e20e3	{Orange Coast College}	{33.670276183885605,-117.91187009484437,Costa Mesa,CA,United States}	{College Academic Building,College & University,}
1141	Thu Feb 10 03:58:03 +0000 2011	4af3800cf964a5202fee21e3	{Taiko Japanese Restaurant}	{33.68850806735365,-117.7714692759647,Irvine,CA,United States}	{Food,}
1141	Tue Feb 08 18:21:03 +0000 2011	4bdf311b89ca76b07cb35d5e	{OCC Swap Meet}	{33.67285423656696,-117.91213989257812,Costa Mesa,CA,United States}	{Shop & Service,}
1141	Tue Feb 08 18:10:25 +0000 2011	4c7d18117a856dcbd3f4e3a7	{OCC Fitness Complex}	{33.673898894397155,-117.91039396061997,Costa Mesa,CA,United States}	{College & University,}
1141	Tue Feb 08 18:10:16 +0000 2011	4ab3ce37f964a520926e20e3	{Orange Coast College}	{33.670276183885605,-117.91187009484437,Costa Mesa,CA,United States}	{College Academic Building,College & University,}
1141	Mon Feb 07 22:23:01 +0000 2011	4ab3ce37f964a520926e20e3	{Orange Coast College}	{33.670276183885605,-117.91187009484437,Costa Mesa,CA,United States}	{College Academic Building,College & University,}
1141	Sun Feb 06 21:54:16 +0000 2011	4eb9d0e3b8f765de71dc69d1	{Intersection @ Sunkist & Ball}	{33.81810867253366,-117.8805649280548,Anaheim,CA,United States}	{Travel & Transport,}
1141	Sun Feb 06 18:47:30 +0000 2011	4bb5e5d82ea1952181dbaa2f	{Newport Aquatic Center}	{33.62502634571496,-117.89400691603728,Newport Beach,CA,United States}	{Travel & Transport,}
