399	Fri Aug 12 02:25:51 +0000 2011	4b2830dff964a5208c9024e3	{Westminster Mall}	{33.74710908,-118.0117893,Westminster,CA,United States}	{Shop & Service,Food,}
399	Mon Jun 06 01:36:08 +0000 2011	482d61baf964a520d64f1fe3	{Denver International Airport (DEN)}	{39.85029261500981,-104.67378616333006,Denver,CO,United States}	{Travel & Transport,}
399	Sun Jun 05 22:42:44 +0000 2011	4a6e0525f964a520a8d31fe3	{Chipotle Mexican Grill}	{39.67834174633026,-104.967728,Denver,CO,United States}	{Food,}
399	Sun Jun 05 15:07:18 +0000 2011	4bc3884edce4eee11ca5719d	{Quality Suites Downtown}	{38.8365853778308,-104.83222323498705,Colorado Springs,CO,United States}	{Travel & Transport,}
399	Sat Jun 04 23:49:19 +0000 2011	4bf607b94d5f20a1ffb898fe	{Manitou Art Theatre}	{38.83353678826018,-104.86023527863938,Colorado Springs,CO,United States}	{Performing Arts Venue,Arts & Entertainment,}
399	Sat Jun 04 20:58:05 +0000 2011	4c61c8d979d1e21e8d94d415	{Historic Old Colorado City}	{38.84725400049704,-104.86248717534687,Colorado Springs,CO,United States}	{Travel & Transport,Outdoors & Recreation,}
399	Sat Jun 04 20:57:31 +0000 2011	4b623709f964a520ac3c2ae3	{Front Range BBQ}	{38.84635731,-104.86079795,Colorado Springs,CO,United States}	{Food,}
399	Sat Jun 04 02:12:16 +0000 2011	4bf607b94d5f20a1ffb898fe	{Manitou Art Theatre}	{38.83353678826018,-104.86023527863938,Colorado Springs,CO,United States}	{Performing Arts Venue,Arts & Entertainment,}
399	Fri Jun 03 22:57:05 +0000 2011	4b155063f964a5207ab023e3	{Sports Authority Field at Mile High}	{39.74397273945591,-105.02015590667725,Denver,CO,United States}	{Outdoors & Recreation,Stadium,Arts & Entertainment,}
399	Fri Jun 03 18:41:59 +0000 2011	4b7c0e0cf964a5207c7a2fe3	{Coors Brewing Company}	{39.756056917410255,-105.2173867711917,Golden,CO,United States}	{Nightlife Spot,}
399	Fri Jun 03 05:03:03 +0000 2011	482d61baf964a520d64f1fe3	{Denver International Airport (DEN)}	{39.85029261500981,-104.67378616333006,Denver,CO,United States}	{Travel & Transport,}
399	Tue May 31 23:57:14 +0000 2011	4a8449d5f964a52030fc1fe3	{Apple Store, Fashion Island}	{33.615091232578,-117.875252942446,Newport Beach,CA,United States}	{Shop & Service,}
399	Mon May 30 11:01:00 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Mon May 30 05:42:48 +0000 2011	4b520f40f964a520cd6427e3	{The Rio Hondo Golf Club}	{33.95373510209806,-118.14538584892259,Downey,CA,United States}	{Outdoors & Recreation,Athletics & Sports,}
399	Sun May 29 23:18:59 +0000 2011	4a7a4283f964a52000e91fe3	{Rio Hondo Event Center}	{33.95354315943057,-118.14544870170099,Downey,CA,United States}	{Outdoors & Recreation,Athletics & Sports,}
399	Sun May 29 04:37:08 +0000 2011	4c461934f9652d7f1e14142b	{Conrad's House of Chicken & Waffles}	{33.73178121666667,-117.8570713,Santa Ana,CA,United States}	{Food,Residence,}
399	Sat May 28 23:32:11 +0000 2011	4b80b48ef964a520548730e3	{Joghurt Frozen Yogurt Haus}	{33.76000463979748,-117.8279287642125,Tustin,CA,United States}	{Food,}
399	Sat May 28 01:26:22 +0000 2011	4b5cc1adf964a520774229e3	{Jamba Juice}	{33.803578255320204,-118.12572956085205,Long Beach,CA,United States}	{Food,}
399	Fri May 27 16:50:42 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Wed May 25 20:28:44 +0000 2011	4a8449d5f964a52030fc1fe3	{Apple Store, Fashion Island}	{33.615091232578,-117.875252942446,Newport Beach,CA,United States}	{Shop & Service,}
399	Tue May 24 22:33:23 +0000 2011	4b5def4bf964a520ab7429e3	{California State University, Dominguez Hills (CSUDH)}	{33.86407270941936,-118.25411081314087,Carson,CA,United States}	{College & University,}
399	Tue May 24 22:32:54 +0000 2011	4b15502cf964a5200cb023e3	{StubHub Center}	{33.86385889756237,-118.26159954071045,Carson,CA,United States}	{Stadium,Arts & Entertainment,}
399	Tue May 24 22:16:50 +0000 2011	4b6b7a35f964a520510b2ce3	{Jay Bee's House Of Fine Bar-B-Que}	{33.887411730401986,-118.26556652784348,Gardena,CA,United States}	{Food,}
399	Mon May 23 01:34:47 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Sun May 22 19:20:18 +0000 2011	4c53584ef5f3d13acd4459f8	{Moneypooh}	{33.615175,-117.875355,Newport Beach,CA,United States}	{Professional & Other Places,}
399	Sun May 22 17:51:11 +0000 2011	4a8449d5f964a52030fc1fe3	{Apple Store, Fashion Island}	{33.615091232578,-117.875252942446,Newport Beach,CA,United States}	{Shop & Service,}
399	Sun May 22 08:17:23 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Sun May 22 05:18:20 +0000 2011	4b91f63af964a5203be133e3	{Knuckleheads Sports Bar}	{33.43294183333333,-117.630246,San Clemente,CA,United States}	{Nightlife Spot,}
399	Sat May 21 17:08:48 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Fri May 20 19:00:35 +0000 2011	4a0a30d5f964a5208e741fe3	{Apple Store, Century City}	{34.05845,-118.41977,Los Angeles,CA,United States}	{Shop & Service,}
399	Fri May 20 19:00:16 +0000 2011	49e397acf964a5209a621fe3	{Westfield Century City}	{34.058199256415406,-118.41905698696434,Los Angeles,CA,United States}	{Shop & Service,}
399	Fri May 20 08:52:33 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Fri May 20 03:30:37 +0000 2011	47f6995af964a520b04e1fe3	{Downtown Disney District}	{33.80917676965434,-117.92439222335815,Anaheim,CA,United States}	{Shop & Service,Outdoors & Recreation,}
399	Fri May 20 03:29:13 +0000 2011	47053ebdf964a520554b1fe3	{House of Blues Anaheim}	{33.80930157312467,-117.92340517044067,Anaheim,CA,United States}	{Food,Arts & Entertainment,}
399	Thu May 19 19:41:31 +0000 2011	4a7b6e55f964a52003eb1fe3	{Fashion Island}	{33.615986299808654,-117.87536144256592,Newport Beach,CA,United States}	{Outdoors & Recreation,Shop & Service,}
399	Thu May 19 19:41:13 +0000 2011	4ba14e5df964a520f5aa37e3	{Teuscher}	{33.614369118684145,-117.87570476531982,Newport Beach,CA,United States}	{Shop & Service,Food,}
399	Thu May 19 19:41:01 +0000 2011	4a8449d5f964a52030fc1fe3	{Apple Store, Fashion Island}	{33.615091232578,-117.875252942446,Newport Beach,CA,United States}	{Shop & Service,}
399	Wed May 18 15:10:59 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Wed May 18 06:03:46 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Tue May 17 18:59:10 +0000 2011	4ba14e5df964a520f5aa37e3	{Teuscher}	{33.614369118684145,-117.87570476531982,Newport Beach,CA,United States}	{Shop & Service,Food,}
399	Tue May 17 18:58:50 +0000 2011	4a8449d5f964a52030fc1fe3	{Apple Store, Fashion Island}	{33.615091232578,-117.875252942446,Newport Beach,CA,United States}	{Shop & Service,}
399	Tue May 17 07:09:49 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Tue May 17 03:21:08 +0000 2011	4a98cbeaf964a5203a2d20e3	{The Auld Irisher Pub & Restaurant}	{33.80896282042454,-117.86926746368408,Orange,CA,United States}	{Nightlife Spot,Music Venue,Arts & Entertainment,}
399	Mon May 16 22:19:12 +0000 2011	4ba14e5df964a520f5aa37e3	{Teuscher}	{33.614369118684145,-117.87570476531982,Newport Beach,CA,United States}	{Shop & Service,Food,}
399	Mon May 16 22:18:56 +0000 2011	4a8449d5f964a52030fc1fe3	{Apple Store, Fashion Island}	{33.615091232578,-117.875252942446,Newport Beach,CA,United States}	{Shop & Service,}
399	Mon May 16 03:02:25 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Sun May 15 22:44:55 +0000 2011	4ba14e5df964a520f5aa37e3	{Teuscher}	{33.614369118684145,-117.87570476531982,Newport Beach,CA,United States}	{Shop & Service,Food,}
399	Sun May 15 22:44:44 +0000 2011	4a8449d5f964a52030fc1fe3	{Apple Store, Fashion Island}	{33.615091232578,-117.875252942446,Newport Beach,CA,United States}	{Shop & Service,}
399	Sun May 15 18:16:35 +0000 2011	4c352ae43896e21e69e1ec90	{Starbucks}	{33.617435767353676,-117.87454537295442,Newport Beach,CA,United States}	{Food,}
399	Sun May 15 09:02:52 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Sat May 14 18:04:06 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Sat May 14 02:07:54 +0000 2011	4a5d5b13f964a52093bd1fe3	{Clubhouse 66}	{34.12841965475899,-117.8411508921685,Glendora,CA,United States}	{Music Venue,Food,Arts & Entertainment,}
399	Fri May 13 19:24:25 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Thu May 12 20:42:38 +0000 2011	4ba14e5df964a520f5aa37e3	{Teuscher}	{33.614369118684145,-117.87570476531982,Newport Beach,CA,United States}	{Shop & Service,Food,}
399	Thu May 12 20:42:27 +0000 2011	4c53584ef5f3d13acd4459f8	{Moneypooh}	{33.615175,-117.875355,Newport Beach,CA,United States}	{Professional & Other Places,}
399	Thu May 12 20:41:59 +0000 2011	4a8449d5f964a52030fc1fe3	{Apple Store, Fashion Island}	{33.615091232578,-117.875252942446,Newport Beach,CA,United States}	{Shop & Service,}
399	Thu May 12 02:35:29 +0000 2011	4d9fc7a031a6b60c09f66518	{View 503}	{33.801039,-117.88312081,Anaheim,CA,United States}	{Stadium,Arts & Entertainment,}
399	Thu May 12 02:19:48 +0000 2011	4b155044f964a5203db023e3	{Angel Stadium of Anaheim}	{33.80002327603627,-117.88301914930344,Anaheim,CA,United States}	{Stadium,Arts & Entertainment,}
399	Wed May 11 23:08:42 +0000 2011	4a8449d5f964a52030fc1fe3	{Apple Store, Fashion Island}	{33.615091232578,-117.875252942446,Newport Beach,CA,United States}	{Shop & Service,}
399	Wed May 11 06:29:36 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Tue May 10 18:43:46 +0000 2011	4a8449d5f964a52030fc1fe3	{Apple Store, Fashion Island}	{33.615091232578,-117.875252942446,Newport Beach,CA,United States}	{Shop & Service,}
399	Tue May 10 18:43:31 +0000 2011	4ba14e5df964a520f5aa37e3	{Teuscher}	{33.614369118684145,-117.87570476531982,Newport Beach,CA,United States}	{Shop & Service,Food,}
399	Tue May 10 05:40:09 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Tue May 10 01:34:11 +0000 2011	4d9fc7a031a6b60c09f66518	{View 503}	{33.801039,-117.88312081,Anaheim,CA,United States}	{Stadium,Arts & Entertainment,}
399	Tue May 10 01:33:22 +0000 2011	4b155044f964a5203db023e3	{Angel Stadium of Anaheim}	{33.80002327603627,-117.88301914930344,Anaheim,CA,United States}	{Stadium,Arts & Entertainment,}
399	Mon May 09 21:15:52 +0000 2011	4a8449d5f964a52030fc1fe3	{Apple Store, Fashion Island}	{33.615091232578,-117.875252942446,Newport Beach,CA,United States}	{Shop & Service,}
399	Mon May 09 02:33:54 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Mon May 09 02:33:20 +0000 2011	4b5e0cfff964a520047b29e3	{Chipotle Mexican Grill}	{33.76076604639484,-117.83843278884888,Santa Ana,CA,United States}	{Food,}
399	Sun May 08 09:44:20 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Sun May 08 07:05:13 +0000 2011	42a78680f964a52010251fe3	{The Auld Dubliner}	{33.76492815758795,-118.19233624645645,Long Beach,CA,United States}	{Nightlife Spot,Music Venue,Food,Arts & Entertainment,}
399	Sun May 08 04:15:02 +0000 2011	4d605fe1338bb60c47c427bd	{All American Melodrama Theater}	{33.7604494,-118.19177627563477,Long Beach,CA,United States}	{Performing Arts Venue,Arts & Entertainment,}
399	Sun May 08 04:13:49 +0000 2011	44e246f9f964a52027371fe3	{Shoreline Village at Rainbow Harbor}	{33.760738571555386,-118.19079390701148,Long Beach,CA,United States}	{Nightlife Spot,Shop & Service,}
399	Sat May 07 19:59:04 +0000 2011	4b87fd45f964a5203bd731e3	{Albertsons}	{33.938691711715535,-117.96613536698655,La Habra,CA,United States}	{Shop & Service,Food & Drink Shop,}
399	Sat May 07 19:58:15 +0000 2011	4b52aafaf964a5207e8527e3	{Starbucks}	{33.938871015284995,-117.96733649975752,La Habra,CA,United States}	{Food,}
399	Sat May 07 17:56:35 +0000 2011	4c1f4c13b306c928c82d68b7	{Los Angeles Memorial Coliseum}	{34.01400974062912,-118.28789591789246,Los Angeles,CA,United States}	{College & University,Arts & Entertainment,College Stadium,}
399	Sat May 07 17:54:59 +0000 2011	4b15502df964a5200eb023e3	{Galen Center (GEC)}	{34.02129291064699,-118.28033208847044,Los Angeles,CA,United States}	{College & University,College Stadium,}
399	Sat May 07 07:08:09 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Sat May 07 02:20:32 +0000 2011	4b155044f964a5203db023e3	{Angel Stadium of Anaheim}	{33.80002327603627,-117.88301914930344,Anaheim,CA,United States}	{Stadium,Arts & Entertainment,}
399	Fri May 06 19:48:33 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Thu May 05 03:12:53 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Wed May 04 08:13:21 +0000 2011	4b952767f964a520da9134e3	{Denny's}	{34.041081,-117.798201,Pomona,CA,United States}	{Food,}
399	Wed May 04 07:31:50 +0000 2011	4c11b96fd917c9285853b662	{Oak Tree Lanes}	{34.03551952285142,-117.80519485473633,Diamond Bar,CA,United States}	{Arts & Entertainment,}
399	Tue May 03 06:01:19 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Sun May 01 10:27:31 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Sat Apr 30 21:25:44 +0000 2011	4b5e0cfff964a520047b29e3	{Chipotle Mexican Grill}	{33.76076604639484,-117.83843278884888,Santa Ana,CA,United States}	{Food,}
399	Sat Apr 30 18:04:35 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Sat Apr 30 15:36:31 +0000 2011	4b155044f964a5203db023e3	{Angel Stadium of Anaheim}	{33.80002327603627,-117.88301914930344,Anaheim,CA,United States}	{Stadium,Arts & Entertainment,}
399	Sat Apr 30 03:19:57 +0000 2011	4d1ed8c2bdd7a093e77de1ce	{Casa Carri}	{34.034454288005286,-117.86044718252812,,,United States}	{Residence,}
399	Sat Apr 30 03:19:57 +0000 2011	4d1ed8c2bdd7a093e77de1ce	{Casa Carri}	{34.034454288005286,-117.86044718252812,,,United States}	{Residence,}
399	Sat Apr 30 00:45:28 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Fri Apr 29 21:38:20 +0000 2011	4b3eca43f964a5201da225e3	{Pineapple Hill Saloon & Grill}	{33.7452647,-117.81731307506561,Tustin,CA,United States}	{Nightlife Spot,}
399	Fri Apr 29 01:48:19 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Thu Apr 28 07:15:40 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Wed Apr 27 04:08:55 +0000 2011	4d9fc7a031a6b60c09f66518	{View 503}	{33.801039,-117.88312081,Anaheim,CA,United States}	{Stadium,Arts & Entertainment,}
399	Tue Apr 26 07:32:33 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Tue Apr 26 02:05:41 +0000 2011	42893400f964a5207e231fe3	{STAPLES Center}	{34.043058660157634,-118.26724290847778,Los Angeles,CA,United States}	{Stadium,Arts & Entertainment,}
399	Mon Apr 25 08:07:27 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Sat Apr 23 16:01:40 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Sat Apr 23 01:29:52 +0000 2011	45a9d338f964a52025411fe3	{South Coast Plaza}	{33.69101333272498,-117.88911581039427,Costa Mesa,CA,United States}	{Shop & Service,}
399	Sat Apr 23 01:29:09 +0000 2011	4ad2b5a0f964a52089e220e3	{Claim Jumper}	{33.691531087476996,-117.88699150085449,Costa Mesa,CA,United States}	{Nightlife Spot,Food,}
399	Fri Apr 22 05:40:18 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Fri Apr 22 00:12:31 +0000 2011	4bbfcc182a89ef3b0aa1ef88	{La Palma Chicken Pie Shop}	{33.84534432430958,-117.9413652420044,Anaheim,CA,United States}	{Food,}
399	Thu Apr 21 19:08:11 +0000 2011	4bb3b2e64019a593bb5038b8	{Subway}	{33.61588801894887,-117.87491083145142,Newport Beach,CA,United States}	{Food,}
399	Thu Apr 21 09:38:21 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Thu Apr 21 01:07:44 +0000 2011	4a8449d5f964a52030fc1fe3	{Apple Store, Fashion Island}	{33.615091232578,-117.875252942446,Newport Beach,CA,United States}	{Shop & Service,}
399	Wed Apr 20 08:45:55 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Mon Apr 18 22:16:18 +0000 2011	4ba14e5df964a520f5aa37e3	{Teuscher}	{33.614369118684145,-117.87570476531982,Newport Beach,CA,United States}	{Shop & Service,Food,}
399	Mon Apr 18 22:15:50 +0000 2011	4a8449d5f964a52030fc1fe3	{Apple Store, Fashion Island}	{33.615091232578,-117.875252942446,Newport Beach,CA,United States}	{Shop & Service,}
399	Mon Apr 18 01:42:28 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Sun Apr 17 05:06:00 +0000 2011	40e0b100f964a52089021fe3	{Old Town Mexican Cafe}	{32.75238772,-117.19467289,San Diego,CA,United States}	{Food,}
399	Sat Apr 16 14:50:07 +0000 2011	4c684963f984a5938d8c49f4	{San Dieguito Heritage Museum}	{33.05735597021433,-117.27954360822366,Encinitas,CA,United States}	{}
399	Sat Apr 16 13:27:08 +0000 2011	4b6e5839f964a5206bb92ce3	{Carl's Jr.}	{33.121714720095135,-117.31832847096327,Carlsbad,CA,United States}	{Food,}
399	Fri Apr 15 22:59:13 +0000 2011	4c1d95e7b306c92807e765b7	{Lake Elsinore Campgrounds}	{33.67530076985645,-117.3730001580477,Lake Elsinore,CA,United States}	{Outdoors & Recreation,}
399	Fri Apr 15 14:22:54 +0000 2011	4a1a3855f964a520897a1fe3	{Huntington Beach City Beach}	{33.66235342235485,-118.0099868774414,Huntington Beach,CA,United States}	{Outdoors & Recreation,Beach,}
399	Fri Apr 15 14:21:53 +0000 2011	4bb011d2f964a52031353ce3	{HB Lifeguard Tower 11}	{33.65060099141261,-117.99580335617065,Huntington Beach,CA,United States}	{Outdoors & Recreation,Beach,}
399	Fri Apr 15 06:33:57 +0000 2011	4d279d28467d6ea86c69be95	{The Castle}	{33.67427587509155,-117.9969835281372,,,United States}	{}
399	Fri Apr 15 01:41:59 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Thu Apr 14 19:02:21 +0000 2011	4a7b6e55f964a52003eb1fe3	{Fashion Island}	{33.615986299808654,-117.87536144256592,Newport Beach,CA,United States}	{Outdoors & Recreation,Shop & Service,}
399	Thu Apr 14 19:01:59 +0000 2011	4a8449d5f964a52030fc1fe3	{Apple Store, Fashion Island}	{33.615091232578,-117.875252942446,Newport Beach,CA,United States}	{Shop & Service,}
399	Thu Apr 14 19:01:38 +0000 2011	4ba14e5df964a520f5aa37e3	{Teuscher}	{33.614369118684145,-117.87570476531982,Newport Beach,CA,United States}	{Shop & Service,Food,}
399	Thu Apr 14 01:52:39 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Wed Apr 13 19:54:46 +0000 2011	4a7b6e55f964a52003eb1fe3	{Fashion Island}	{33.615986299808654,-117.87536144256592,Newport Beach,CA,United States}	{Outdoors & Recreation,Shop & Service,}
399	Wed Apr 13 19:54:14 +0000 2011	4ba14e5df964a520f5aa37e3	{Teuscher}	{33.614369118684145,-117.87570476531982,Newport Beach,CA,United States}	{Shop & Service,Food,}
399	Wed Apr 13 19:53:50 +0000 2011	4a8449d5f964a52030fc1fe3	{Apple Store, Fashion Island}	{33.615091232578,-117.875252942446,Newport Beach,CA,United States}	{Shop & Service,}
399	Mon Apr 11 21:45:43 +0000 2011	4ba14e5df964a520f5aa37e3	{Teuscher}	{33.614369118684145,-117.87570476531982,Newport Beach,CA,United States}	{Shop & Service,Food,}
399	Mon Apr 11 21:45:02 +0000 2011	4a8449d5f964a52030fc1fe3	{Apple Store, Fashion Island}	{33.615091232578,-117.875252942446,Newport Beach,CA,United States}	{Shop & Service,}
399	Sun Apr 10 06:07:39 +0000 2011	49f6dbe4f964a5205f6c1fe3	{Harbor House Cafe}	{33.72418796432741,-118.07756245136261,Sunset Beach,CA,United States}	{Food,}
399	Sun Apr 10 04:40:47 +0000 2011	4b3c61b2f964a520248425e3	{Clancy's Saloon Seal Beach}	{33.740381598472595,-118.10577626666667,Seal Beach,CA,United States}	{Nightlife Spot,}
399	Sat Apr 09 03:02:46 +0000 2011	4b0c9fd3f964a5204d4023e3	{Hooters of Anaheim}	{33.80553064506824,-117.88191676139832,Anaheim,CA,United States}	{Nightlife Spot,Food,}
399	Sat Apr 09 01:52:02 +0000 2011	4b155044f964a5203db023e3	{Angel Stadium of Anaheim}	{33.80002327603627,-117.88301914930344,Anaheim,CA,United States}	{Stadium,Arts & Entertainment,}
399	Sat Apr 09 00:01:07 +0000 2011	4b1dbf2bf964a520c51424e3	{Pho Vina}	{33.860240166666664,-117.787849,Anaheim,CA,United States}	{Food,}
399	Fri Apr 08 23:59:49 +0000 2011	4a6b9d34f964a5205ccf1fe3	{Wholesome Choice}	{33.86051800331874,-117.78823374928905,Anaheim,CA,United States}	{Shop & Service,Food & Drink Shop,}
399	Thu Apr 07 21:50:36 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Thu Apr 07 11:46:25 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Tue Apr 05 19:55:52 +0000 2011	4a8449d5f964a52030fc1fe3	{Apple Store, Fashion Island}	{33.615091232578,-117.875252942446,Newport Beach,CA,United States}	{Shop & Service,}
399	Tue Apr 05 07:32:49 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Mon Apr 04 23:50:31 +0000 2011	4a8449d5f964a52030fc1fe3	{Apple Store, Fashion Island}	{33.615091232578,-117.875252942446,Newport Beach,CA,United States}	{Shop & Service,}
399	Fri Apr 01 19:47:54 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Fri Apr 01 02:07:22 +0000 2011	4a6f6a77f964a5201dd61fe3	{Chipotle Mexican Grill}	{33.85394747977556,-118.1420317631833,Lakewood,CA,United States}	{Food,}
399	Thu Mar 31 18:15:09 +0000 2011	4ba14e5df964a520f5aa37e3	{Teuscher}	{33.614369118684145,-117.87570476531982,Newport Beach,CA,United States}	{Shop & Service,Food,}
399	Tue Mar 29 17:41:30 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Mon Mar 28 02:51:16 +0000 2011	4ce9f626f3bda1438a44c3e4	{The Hall Of Justice}	{33.756593,-117.841407,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
399	Sun Mar 27 23:50:33 +0000 2011	4c97b76cf244b1f782f13e1d	{Knotts Berry Farm Market Place}	{33.84254464874699,-117.99805987349657,Buena Park,CA,United States}	{Shop & Service,Food,}
399	Sun Mar 27 23:25:06 +0000 2011	46d71d5af964a520734a1fe3	{Mrs. Knott's Chicken Dinner Restaurant}	{33.84290273847109,-117.99814224243164,Buena Park,CA,United States}	{Food,}
