3099	Sun Nov 27 06:10:47 +0000 2011	4391dff1f964a520652b1fe3	{Fontana's Bar}	{40.71815358787956,-73.99221117337089,New York,NY,United States}	{Nightlife Spot,Music Venue,Arts & Entertainment,}
3099	Tue Mar 15 19:35:57 +0000 2011	4bae970ff964a52019c43be3	{Vook HQ}	{37.786199064040595,-122.27256417274475,Alameda,CA,United States}	{Office,Professional & Other Places,}
3099	Mon Mar 14 22:46:23 +0000 2011	4bae970ff964a52019c43be3	{Vook HQ}	{37.786199064040595,-122.27256417274475,Alameda,CA,United States}	{Office,Professional & Other Places,}
3099	Sun Mar 13 21:38:34 +0000 2011	44ce9913f964a52018361fe3	{Philz Coffee}	{37.7523522,-122.4142997,San Francisco,CA,United States}	{Food,}
3099	Sat Mar 12 06:29:44 +0000 2011	3fd66200f964a52099ed1ee3	{Johnny Foley's Irish House}	{37.78621178258041,-122.40875601768494,San Francisco,CA,United States}	{Nightlife Spot,Music Venue,Arts & Entertainment,}
3099	Fri Mar 11 18:39:31 +0000 2011	4bae970ff964a52019c43be3	{Vook HQ}	{37.786199064040595,-122.27256417274475,Alameda,CA,United States}	{Office,Professional & Other Places,}
3099	Thu Mar 10 21:12:21 +0000 2011	4a1e071af964a520bb7b1fe3	{Starbucks}	{37.762932,-122.410367,San Francisco,CA,United States}	{Food,}
3099	Wed Mar 09 17:23:28 +0000 2011	4bae970ff964a52019c43be3	{Vook HQ}	{37.786199064040595,-122.27256417274475,Alameda,CA,United States}	{Office,Professional & Other Places,}
3099	Mon Mar 07 17:30:10 +0000 2011	4bae970ff964a52019c43be3	{Vook HQ}	{37.786199064040595,-122.27256417274475,Alameda,CA,United States}	{Office,Professional & Other Places,}
3099	Sat Mar 05 23:38:23 +0000 2011	4ab971a8f964a520647f20e3	{ACTCM Accupuncture Clinic}	{37.760548,-122.398011,San Francisco,CA,United States}	{Professional & Other Places,}
3099	Fri Mar 04 23:12:51 +0000 2011	4bae970ff964a52019c43be3	{Vook HQ}	{37.786199064040595,-122.27256417274475,Alameda,CA,United States}	{Office,Professional & Other Places,}
3099	Thu Mar 03 21:40:53 +0000 2011	4bae970ff964a52019c43be3	{Vook HQ}	{37.786199064040595,-122.27256417274475,Alameda,CA,United States}	{Office,Professional & Other Places,}
3099	Thu Mar 03 21:40:53 +0000 2011	4bae970ff964a52019c43be3	{Vook HQ}	{37.786199064040595,-122.27256417274475,Alameda,CA,United States}	{Office,Professional & Other Places,}
3099	Wed Mar 02 19:41:42 +0000 2011	4bae970ff964a52019c43be3	{Vook HQ}	{37.786199064040595,-122.27256417274475,Alameda,CA,United States}	{Office,Professional & Other Places,}
3099	Wed Mar 02 02:19:47 +0000 2011	4bae970ff964a52019c43be3	{Vook HQ}	{37.786199064040595,-122.27256417274475,Alameda,CA,United States}	{Office,Professional & Other Places,}
3099	Wed Mar 02 02:19:47 +0000 2011	4bae970ff964a52019c43be3	{Vook HQ}	{37.786199064040595,-122.27256417274475,Alameda,CA,United States}	{Office,Professional & Other Places,}
3099	Mon Feb 28 17:24:00 +0000 2011	4bae970ff964a52019c43be3	{Vook HQ}	{37.786199064040595,-122.27256417274475,Alameda,CA,United States}	{Office,Professional & Other Places,}
3099	Fri Feb 25 21:08:10 +0000 2011	4bae970ff964a52019c43be3	{Vook HQ}	{37.786199064040595,-122.27256417274475,Alameda,CA,United States}	{Office,Professional & Other Places,}
3099	Thu Feb 24 18:50:24 +0000 2011	4bae970ff964a52019c43be3	{Vook HQ}	{37.786199064040595,-122.27256417274475,Alameda,CA,United States}	{Office,Professional & Other Places,}
3099	Tue Feb 22 17:57:07 +0000 2011	4bae970ff964a52019c43be3	{Vook HQ}	{37.786199064040595,-122.27256417274475,Alameda,CA,United States}	{Office,Professional & Other Places,}
3099	Mon Feb 21 18:35:53 +0000 2011	4bae970ff964a52019c43be3	{Vook HQ}	{37.786199064040595,-122.27256417274475,Alameda,CA,United States}	{Office,Professional & Other Places,}
3099	Sun Feb 20 22:43:42 +0000 2011	44ce9913f964a52018361fe3	{Philz Coffee}	{37.7523522,-122.4142997,San Francisco,CA,United States}	{Food,}
3099	Sun Feb 20 19:46:27 +0000 2011	4ab1b655f964a5207c6a20e3	{Yoga to the People}	{37.764995,-122.419223,San Francisco,CA,United States}	{Shop & Service,Gym / Fitness Center,}
3099	Sat Feb 19 22:11:28 +0000 2011	49e50a56f964a52086631fe3	{Dance Mission Theater}	{37.752404,-122.418815,San Francisco,CA,United States}	{Performing Arts Venue,Arts & Entertainment,}
3099	Sat Feb 19 21:36:07 +0000 2011	4ab1b655f964a5207c6a20e3	{Yoga to the People}	{37.764995,-122.419223,San Francisco,CA,United States}	{Shop & Service,Gym / Fitness Center,}
3099	Wed Feb 16 03:37:21 +0000 2011	4a9b1a6cf964a520683420e3	{Yoga Kula}	{37.76529227390943,-122.42033817166438,San Francisco,CA,United States}	{Shop & Service,Gym / Fitness Center,}
3099	Mon Feb 14 17:16:29 +0000 2011	4bae970ff964a52019c43be3	{Vook HQ}	{37.786199064040595,-122.27256417274475,Alameda,CA,United States}	{Office,Professional & Other Places,}
3099	Mon Feb 14 17:16:29 +0000 2011	4bae970ff964a52019c43be3	{Vook HQ}	{37.786199064040595,-122.27256417274475,Alameda,CA,United States}	{Office,Professional & Other Places,}
3099	Sat Feb 12 23:31:56 +0000 2011	4ca58420931bb60c23d58ae2	{House of Color}	{37.74858244291591,-122.41841076132413,San Francisco,CA,United States}	{Residence,}
3099	Sat Feb 12 22:57:24 +0000 2011	49dd3b7df964a520f35f1fe3	{Rodger's Coffee & Tea}	{37.758656,-122.419752,San Francisco,CA,United States}	{Food,}
3099	Sat Feb 12 21:27:25 +0000 2011	4ab1b655f964a5207c6a20e3	{Yoga to the People}	{37.764995,-122.419223,San Francisco,CA,United States}	{Shop & Service,Gym / Fitness Center,}
3099	Sat Feb 12 05:17:49 +0000 2011	4ab1b655f964a5207c6a20e3	{Yoga to the People}	{37.764995,-122.419223,San Francisco,CA,United States}	{Shop & Service,Gym / Fitness Center,}
3099	Fri Feb 11 18:10:43 +0000 2011	4bae970ff964a52019c43be3	{Vook HQ}	{37.786199064040595,-122.27256417274475,Alameda,CA,United States}	{Office,Professional & Other Places,}
3099	Fri Feb 11 05:23:30 +0000 2011	4a9b1a6cf964a520683420e3	{Yoga Kula}	{37.76529227390943,-122.42033817166438,San Francisco,CA,United States}	{Shop & Service,Gym / Fitness Center,}
3099	Thu Feb 10 17:06:44 +0000 2011	4bae970ff964a52019c43be3	{Vook HQ}	{37.786199064040595,-122.27256417274475,Alameda,CA,United States}	{Office,Professional & Other Places,}
3099	Thu Feb 10 16:14:22 +0000 2011	4b3d0530f964a520118c25e3	{Starbucks}	{37.800240679220785,-122.2738265227584,Oakland,CA,United States}	{Food,}
3099	Wed Feb 09 17:33:40 +0000 2011	4bae970ff964a52019c43be3	{Vook HQ}	{37.786199064040595,-122.27256417274475,Alameda,CA,United States}	{Office,Professional & Other Places,}
3099	Wed Feb 09 03:43:39 +0000 2011	4a9b1a6cf964a520683420e3	{Yoga Kula}	{37.76529227390943,-122.42033817166438,San Francisco,CA,United States}	{Shop & Service,Gym / Fitness Center,}
3099	Tue Feb 08 17:52:29 +0000 2011	4bae970ff964a52019c43be3	{Vook HQ}	{37.786199064040595,-122.27256417274475,Alameda,CA,United States}	{Office,Professional & Other Places,}
3099	Tue Feb 08 03:28:28 +0000 2011	4ab1b655f964a5207c6a20e3	{Yoga to the People}	{37.764995,-122.419223,San Francisco,CA,United States}	{Shop & Service,Gym / Fitness Center,}
3099	Mon Feb 07 17:21:03 +0000 2011	4bae970ff964a52019c43be3	{Vook HQ}	{37.786199064040595,-122.27256417274475,Alameda,CA,United States}	{Office,Professional & Other Places,}
3099	Mon Feb 07 06:01:55 +0000 2011	41059b00f964a520850b1fe3	{San Francisco International Airport (SFO)}	{37.61642405271961,-122.38627910614014,San Francisco,CA,United States}	{Travel & Transport,}
3099	Sat Feb 05 04:40:02 +0000 2011	40cf8d80f964a52029011fe3	{Black & White}	{40.73104827635936,-73.98978935466506,New York,NY,United States}	{Nightlife Spot,}
3099	Fri Feb 04 23:47:23 +0000 2011	4bec92e9976ac9286d40610b	{The Lion Theatre - Theater Row}	{40.75845573703489,-73.99320399542526,New York,NY,United States}	{Performing Arts Venue,Arts & Entertainment,}
3099	Thu Feb 03 01:20:44 +0000 2011	3fd66200f964a5203fe41ee3	{Beauty Bar}	{40.732840709572145,-73.98586302554598,New York,NY,United States}	{Nightlife Spot,}
3099	Wed Feb 02 22:01:18 +0000 2011	4d0429fa90762d43dc77f18a	{Vook HQ}	{40.745111102973524,-73.99394989013672,New York,NY,United States}	{Office,Professional & Other Places,}
3099	Wed Feb 02 22:01:15 +0000 2011	4d0429fa90762d43dc77f18a	{Vook HQ}	{40.745111102973524,-73.99394989013672,New York,NY,United States}	{Office,Professional & Other Places,}
3099	Tue Feb 01 15:44:12 +0000 2011	4d0429fa90762d43dc77f18a	{Vook HQ}	{40.745111102973524,-73.99394989013672,New York,NY,United States}	{Office,Professional & Other Places,}
3099	Mon Jan 31 14:12:13 +0000 2011	4d0429fa90762d43dc77f18a	{Vook HQ}	{40.745111102973524,-73.99394989013672,New York,NY,United States}	{Office,Professional & Other Places,}
3099	Sat Jan 29 12:56:51 +0000 2011	43a52546f964a520532c1fe3	{John F. Kennedy International Airport (JFK)}	{40.645089355976346,-73.7845230102539,Jamaica,NY,United States}	{Travel & Transport,}
3099	Sat Jan 29 05:23:30 +0000 2011	41059b00f964a520850b1fe3	{San Francisco International Airport (SFO)}	{37.61642405271961,-122.38627910614014,San Francisco,CA,United States}	{Travel & Transport,}
3099	Fri Jan 14 18:50:11 +0000 2011	4bae970ff964a52019c43be3	{Vook HQ}	{37.786199064040595,-122.27256417274475,Alameda,CA,United States}	{Office,Professional & Other Places,}
3099	Thu Jan 13 17:47:18 +0000 2011	4bae970ff964a52019c43be3	{Vook HQ}	{37.786199064040595,-122.27256417274475,Alameda,CA,United States}	{Office,Professional & Other Places,}
3099	Wed Jan 12 17:48:49 +0000 2011	4bae970ff964a52019c43be3	{Vook HQ}	{37.786199064040595,-122.27256417274475,Alameda,CA,United States}	{Office,Professional & Other Places,}
3099	Tue Jan 11 17:18:26 +0000 2011	4bae970ff964a52019c43be3	{Vook HQ}	{37.786199064040595,-122.27256417274475,Alameda,CA,United States}	{Office,Professional & Other Places,}
3099	Mon Jan 10 19:17:43 +0000 2011	4bae970ff964a52019c43be3	{Vook HQ}	{37.786199064040595,-122.27256417274475,Alameda,CA,United States}	{Office,Professional & Other Places,}
3099	Fri Jan 07 20:42:19 +0000 2011	4bae970ff964a52019c43be3	{Vook HQ}	{37.786199064040595,-122.27256417274475,Alameda,CA,United States}	{Office,Professional & Other Places,}
3099	Thu Jan 06 18:11:00 +0000 2011	4bae970ff964a52019c43be3	{Vook HQ}	{37.786199064040595,-122.27256417274475,Alameda,CA,United States}	{Office,Professional & Other Places,}
3099	Wed Jan 05 20:55:34 +0000 2011	4bae970ff964a52019c43be3	{Vook HQ}	{37.786199064040595,-122.27256417274475,Alameda,CA,United States}	{Office,Professional & Other Places,}
3099	Tue Jan 04 17:14:41 +0000 2011	4bae970ff964a52019c43be3	{Vook HQ}	{37.786199064040595,-122.27256417274475,Alameda,CA,United States}	{Office,Professional & Other Places,}
3099	Tue Jan 04 17:13:53 +0000 2011	4bae970ff964a52019c43be3	{Vook HQ}	{37.786199064040595,-122.27256417274475,Alameda,CA,United States}	{Office,Professional & Other Places,}
3099	Mon Jan 03 18:00:08 +0000 2011	4bae970ff964a52019c43be3	{Vook HQ}	{37.786199064040595,-122.27256417274475,Alameda,CA,United States}	{Office,Professional & Other Places,}
3099	Sat Jan 01 21:30:30 +0000 2011	4ab1b655f964a5207c6a20e3	{Yoga to the People}	{37.764995,-122.419223,San Francisco,CA,United States}	{Shop & Service,Gym / Fitness Center,}
3099	Fri Dec 31 02:49:41 +0000 2010	4bae970ff964a52019c43be3	{Vook HQ}	{37.786199064040595,-122.27256417274475,Alameda,CA,United States}	{Office,Professional & Other Places,}
3099	Wed Dec 29 17:11:27 +0000 2010	4bae970ff964a52019c43be3	{Vook HQ}	{37.786199064040595,-122.27256417274475,Alameda,CA,United States}	{Office,Professional & Other Places,}
3099	Wed Dec 29 14:14:16 +0000 2010	4c3542d3ed37a5933a5f7003	{Bikram Yoga In The Mission}	{37.75874867415543,-122.41924311934055,San Francisco,CA,United States}	{Shop & Service,Gym / Fitness Center,}
3099	Tue Dec 28 19:08:03 +0000 2010	4bae970ff964a52019c43be3	{Vook HQ}	{37.786199064040595,-122.27256417274475,Alameda,CA,United States}	{Office,Professional & Other Places,}
3099	Tue Dec 28 02:48:40 +0000 2010	4bae970ff964a52019c43be3	{Vook HQ}	{37.786199064040595,-122.27256417274475,Alameda,CA,United States}	{Office,Professional & Other Places,}
3099	Sat Dec 25 02:31:04 +0000 2010	4ab1b655f964a5207c6a20e3	{Yoga to the People}	{37.764995,-122.419223,San Francisco,CA,United States}	{Shop & Service,Gym / Fitness Center,}
3099	Thu Dec 23 18:25:02 +0000 2010	4bae970ff964a52019c43be3	{Vook HQ}	{37.786199064040595,-122.27256417274475,Alameda,CA,United States}	{Office,Professional & Other Places,}
3099	Wed Dec 22 17:47:20 +0000 2010	4bae970ff964a52019c43be3	{Vook HQ}	{37.786199064040595,-122.27256417274475,Alameda,CA,United States}	{Office,Professional & Other Places,}
3099	Tue Dec 21 20:08:20 +0000 2010	4bae970ff964a52019c43be3	{Vook HQ}	{37.786199064040595,-122.27256417274475,Alameda,CA,United States}	{Office,Professional & Other Places,}
3099	Mon Dec 20 20:15:11 +0000 2010	4bae970ff964a52019c43be3	{Vook HQ}	{37.786199064040595,-122.27256417274475,Alameda,CA,United States}	{Office,Professional & Other Places,}
3099	Mon Dec 20 14:18:49 +0000 2010	4c3542d3ed37a5933a5f7003	{Bikram Yoga In The Mission}	{37.75874867415543,-122.41924311934055,San Francisco,CA,United States}	{Shop & Service,Gym / Fitness Center,}
3099	Fri Dec 17 17:29:09 +0000 2010	4bae970ff964a52019c43be3	{Vook HQ}	{37.786199064040595,-122.27256417274475,Alameda,CA,United States}	{Office,Professional & Other Places,}
3099	Fri Dec 17 14:13:49 +0000 2010	4c3542d3ed37a5933a5f7003	{Bikram Yoga In The Mission}	{37.75874867415543,-122.41924311934055,San Francisco,CA,United States}	{Shop & Service,Gym / Fitness Center,}
3099	Thu Dec 16 17:23:28 +0000 2010	4bae970ff964a52019c43be3	{Vook HQ}	{37.786199064040595,-122.27256417274475,Alameda,CA,United States}	{Office,Professional & Other Places,}
3099	Wed Dec 15 18:09:11 +0000 2010	4bae970ff964a52019c43be3	{Vook HQ}	{37.786199064040595,-122.27256417274475,Alameda,CA,United States}	{Office,Professional & Other Places,}
3099	Tue Dec 14 18:22:17 +0000 2010	4bae970ff964a52019c43be3	{Vook HQ}	{37.786199064040595,-122.27256417274475,Alameda,CA,United States}	{Office,Professional & Other Places,}
3099	Tue Dec 14 03:29:25 +0000 2010	4ab1b655f964a5207c6a20e3	{Yoga to the People}	{37.764995,-122.419223,San Francisco,CA,United States}	{Shop & Service,Gym / Fitness Center,}
3099	Sat Dec 11 18:00:59 +0000 2010	4ab1b655f964a5207c6a20e3	{Yoga to the People}	{37.764995,-122.419223,San Francisco,CA,United States}	{Shop & Service,Gym / Fitness Center,}
3099	Sat Dec 11 03:26:31 +0000 2010	4ab1b655f964a5207c6a20e3	{Yoga to the People}	{37.764995,-122.419223,San Francisco,CA,United States}	{Shop & Service,Gym / Fitness Center,}
3099	Thu Dec 09 03:17:24 +0000 2010	4ab1b655f964a5207c6a20e3	{Yoga to the People}	{37.764995,-122.419223,San Francisco,CA,United States}	{Shop & Service,Gym / Fitness Center,}
3099	Tue Dec 07 17:46:42 +0000 2010	4bae970ff964a52019c43be3	{Vook HQ}	{37.786199064040595,-122.27256417274475,Alameda,CA,United States}	{Office,Professional & Other Places,}
3099	Fri Dec 03 03:32:37 +0000 2010	4ab1b655f964a5207c6a20e3	{Yoga to the People}	{37.764995,-122.419223,San Francisco,CA,United States}	{Shop & Service,Gym / Fitness Center,}
3099	Thu Dec 02 20:33:49 +0000 2010	4bae970ff964a52019c43be3	{Vook HQ}	{37.786199064040595,-122.27256417274475,Alameda,CA,United States}	{Office,Professional & Other Places,}
3099	Fri Nov 19 03:59:02 +0000 2010	4b3e87caf964a520869e25e3	{Urban Flow Yoga}	{37.77364707128882,-122.41769454100603,San Francisco,CA,United States}	{Shop & Service,Gym / Fitness Center,}
3099	Sun Nov 14 08:46:52 +0000 2010	40a2ba80f964a52002f31ee3	{The Attic}	{37.7522184,-122.4192471,San Francisco,CA,United States}	{Nightlife Spot,}
3099	Sat Nov 13 19:54:16 +0000 2010	44ce9913f964a52018361fe3	{Philz Coffee}	{37.7523522,-122.4142997,San Francisco,CA,United States}	{Food,}
3099	Sun Nov 07 18:23:58 +0000 2010	4cbb5863f50e224bd52bf9fb	{Hampshire Country Club}	{40.93348737971825,-73.73590543980134,Mamaroneck,NY,United States}	{Outdoors & Recreation,Athletics & Sports,}
3099	Fri Nov 05 10:46:34 +0000 2010	43a52546f964a520532c1fe3	{John F. Kennedy International Airport (JFK)}	{40.645089355976346,-73.7845230102539,Jamaica,NY,United States}	{Travel & Transport,}
3099	Thu Oct 28 02:26:16 +0000 2010	4ab1b655f964a5207c6a20e3	{Yoga to the People}	{37.764995,-122.419223,San Francisco,CA,United States}	{Shop & Service,Gym / Fitness Center,}
3099	Tue Oct 26 16:54:56 +0000 2010	4bae970ff964a52019c43be3	{Vook HQ}	{37.786199064040595,-122.27256417274475,Alameda,CA,United States}	{Office,Professional & Other Places,}
3099	Mon Oct 25 15:46:28 +0000 2010	4bae970ff964a52019c43be3	{Vook HQ}	{37.786199064040595,-122.27256417274475,Alameda,CA,United States}	{Office,Professional & Other Places,}
3099	Sun Oct 24 17:12:21 +0000 2010	4c3542d3ed37a5933a5f7003	{Bikram Yoga In The Mission}	{37.75874867415543,-122.41924311934055,San Francisco,CA,United States}	{Shop & Service,Gym / Fitness Center,}
3099	Sat Oct 23 01:18:20 +0000 2010	4c48f1df6594be9a64536824	{APW Gym Wars}	{37.648022,-122.13799238204956,Hayward,CA,United States}	{Performing Arts Venue,Arts & Entertainment,}
3099	Fri Oct 22 16:20:44 +0000 2010	4bae970ff964a52019c43be3	{Vook HQ}	{37.786199064040595,-122.27256417274475,Alameda,CA,United States}	{Office,Professional & Other Places,}
3099	Fri Oct 22 15:46:51 +0000 2010	49bee717f964a520f3541fe3	{Starbucks}	{37.776855,-122.417336,San Francisco,CA,United States}	{Food,}
3099	Fri Oct 22 15:12:52 +0000 2010	4c3542d3ed37a5933a5f7003	{Bikram Yoga In The Mission}	{37.75874867415543,-122.41924311934055,San Francisco,CA,United States}	{Shop & Service,Gym / Fitness Center,}
3099	Thu Oct 21 16:22:42 +0000 2010	4bae970ff964a52019c43be3	{Vook HQ}	{37.786199064040595,-122.27256417274475,Alameda,CA,United States}	{Office,Professional & Other Places,}
3099	Wed Oct 20 20:49:30 +0000 2010	4bae970ff964a52019c43be3	{Vook HQ}	{37.786199064040595,-122.27256417274475,Alameda,CA,United States}	{Office,Professional & Other Places,}
3099	Tue Oct 19 17:44:29 +0000 2010	4bae970ff964a52019c43be3	{Vook HQ}	{37.786199064040595,-122.27256417274475,Alameda,CA,United States}	{Office,Professional & Other Places,}
3099	Tue Oct 19 15:25:12 +0000 2010	49bee717f964a520f3541fe3	{Starbucks}	{37.776855,-122.417336,San Francisco,CA,United States}	{Food,}
3099	Sun Oct 17 16:55:21 +0000 2010	4c3542d3ed37a5933a5f7003	{Bikram Yoga In The Mission}	{37.75874867415543,-122.41924311934055,San Francisco,CA,United States}	{Shop & Service,Gym / Fitness Center,}
3099	Tue Oct 12 17:03:43 +0000 2010	4bae970ff964a52019c43be3	{Vook HQ}	{37.786199064040595,-122.27256417274475,Alameda,CA,United States}	{Office,Professional & Other Places,}
3099	Mon Oct 11 16:12:11 +0000 2010	4bae970ff964a52019c43be3	{Vook HQ}	{37.786199064040595,-122.27256417274475,Alameda,CA,United States}	{Office,Professional & Other Places,}
3099	Mon Oct 11 04:16:39 +0000 2010	44ccee85f964a52016361fe3	{Cha-Ya Vegetarian Japanese}	{37.760768,-122.4215427,San Francisco,CA,United States}	{Food,}
3099	Fri Oct 08 16:00:19 +0000 2010	4bae970ff964a52019c43be3	{Vook HQ}	{37.786199064040595,-122.27256417274475,Alameda,CA,United States}	{Office,Professional & Other Places,}
3099	Thu Oct 07 16:20:21 +0000 2010	4bae970ff964a52019c43be3	{Vook HQ}	{37.786199064040595,-122.27256417274475,Alameda,CA,United States}	{Office,Professional & Other Places,}
3099	Thu Oct 07 15:20:38 +0000 2010	4ac9227ef964a520cebe20e3	{Starbucks}	{37.79677081184399,-122.42201944189267,San Francisco,CA,United States}	{Food,}
3099	Thu Oct 07 07:21:29 +0000 2010	4ca58420931bb60c23d58ae2	{House of Color}	{37.74858244291591,-122.41841076132413,San Francisco,CA,United States}	{Residence,}
3099	Wed Oct 06 19:37:25 +0000 2010	4bae970ff964a52019c43be3	{Vook HQ}	{37.786199064040595,-122.27256417274475,Alameda,CA,United States}	{Office,Professional & Other Places,}
3099	Wed Oct 06 15:21:24 +0000 2010	4a5b5f9af964a5200bbb1fe3	{Starbucks}	{37.77844326422595,-122.41520017575083,San Francisco,CA,United States}	{Food,}
3099	Tue Oct 05 16:08:18 +0000 2010	4bae970ff964a52019c43be3	{Vook HQ}	{37.786199064040595,-122.27256417274475,Alameda,CA,United States}	{Office,Professional & Other Places,}
3099	Mon Oct 04 16:02:21 +0000 2010	4bae970ff964a52019c43be3	{Vook HQ}	{37.786199064040595,-122.27256417274475,Alameda,CA,United States}	{Office,Professional & Other Places,}
3099	Mon Oct 04 16:02:21 +0000 2010	4bae970ff964a52019c43be3	{Vook HQ}	{37.786199064040595,-122.27256417274475,Alameda,CA,United States}	{Office,Professional & Other Places,}
3099	Mon Oct 04 04:21:16 +0000 2010	4a95b7d1f964a520472420e3	{We Be Sushi}	{37.75588,-122.421035,San Francisco,CA,United States}	{Food,}
3099	Mon Oct 04 02:01:33 +0000 2010	4ab1b655f964a5207c6a20e3	{Yoga to the People}	{37.764995,-122.419223,San Francisco,CA,United States}	{Shop & Service,Gym / Fitness Center,}
3099	Mon Oct 04 00:58:10 +0000 2010	4a1e071af964a520bb7b1fe3	{Starbucks}	{37.762932,-122.410367,San Francisco,CA,United States}	{Food,}
3099	Sun Oct 03 20:51:28 +0000 2010	4ab1b655f964a5207c6a20e3	{Yoga to the People}	{37.764995,-122.419223,San Francisco,CA,United States}	{Shop & Service,Gym / Fitness Center,}
3099	Sat Oct 02 10:11:09 +0000 2010	4ca58420931bb60c23d58ae2	{House of Color}	{37.74858244291591,-122.41841076132413,San Francisco,CA,United States}	{Residence,}
3099	Sat Oct 02 10:11:09 +0000 2010	4ca58420931bb60c23d58ae2	{House of Color}	{37.74858244291591,-122.41841076132413,San Francisco,CA,United States}	{Residence,}
3099	Sat Oct 02 01:26:19 +0000 2010	475fbd10f964a520de4c1fe3	{Whole Foods Market}	{37.764539584185044,-122.40271086684592,San Francisco,CA,United States}	{Shop & Service,Food,Food & Drink Shop,}
3099	Fri Oct 01 21:00:40 +0000 2010	4a1e071af964a520bb7b1fe3	{Starbucks}	{37.762932,-122.410367,San Francisco,CA,United States}	{Food,}
3099	Fri Oct 01 06:48:02 +0000 2010	4ca58420931bb60c23d58ae2	{House of Color}	{37.74858244291591,-122.41841076132413,San Francisco,CA,United States}	{Residence,}
3099	Fri Oct 01 04:23:28 +0000 2010	4a5e9f6ff964a520eabe1fe3	{Yoyo Sushi}	{37.764964,-122.421917,San Francisco,CA,United States}	{Food,}
3099	Fri Oct 01 02:24:23 +0000 2010	4abae610f964a520538320e3	{Argenta Apartment Homes}	{37.77719378850328,-122.4180793762207,San Francisco,CA,United States}	{Residence,}
3099	Thu Sep 30 22:38:38 +0000 2010	4ba577b2f964a5201c0a39e3	{CVS/pharmacy}	{37.78374195098877,-122.27216184139252,Alameda,CA,United States}	{Shop & Service,}
3099	Thu Sep 30 16:01:10 +0000 2010	4bae970ff964a52019c43be3	{Vook HQ}	{37.786199064040595,-122.27256417274475,Alameda,CA,United States}	{Office,Professional & Other Places,}
