3409	Sun Aug 07 18:41:41 +0000 2011	4a7dbc9cf964a52069ef1fe3	{Patys}	{34.15230080698924,-118.34964036941528,Toluca Lake,CA,United States}	{Food,}
3409	Wed Mar 30 02:41:11 +0000 2011	4ab905b7f964a520b67d20e3	{LA Fitness}	{34.14095315663116,-118.37645173072815,Studio City,CA,United States}	{Shop & Service,}
3409	Tue Mar 29 02:55:59 +0000 2011	4ab905b7f964a520b67d20e3	{LA Fitness}	{34.14095315663116,-118.37645173072815,Studio City,CA,United States}	{Shop & Service,}
3409	Mon Mar 28 21:22:31 +0000 2011	4abd4accf964a520808920e3	{Wild Oats Cafe}	{34.083314,-118.32327701666667,Los Angeles,CA,United States}	{Food,}
3409	Mon Mar 28 19:36:02 +0000 2011	4d59478956f2b60cfc57772f	{THUMBWAR}	{34.08313235,-118.32397011666667,Hollywood,CA,United States}	{}
3409	Sat Mar 26 20:54:43 +0000 2011	4d25355810a7721e8d9d1304	{CTU}	{34.165880425578806,-118.3637264271307,North Hollywood,CA,United States}	{Residence,}
3409	Sat Mar 26 02:47:51 +0000 2011	4ab905b7f964a520b67d20e3	{LA Fitness}	{34.14095315663116,-118.37645173072815,Studio City,CA,United States}	{Shop & Service,}
3409	Fri Mar 25 02:48:00 +0000 2011	4ab905b7f964a520b67d20e3	{LA Fitness}	{34.14095315663116,-118.37645173072815,Studio City,CA,United States}	{Shop & Service,}
3409	Thu Mar 24 17:48:10 +0000 2011	4d59478956f2b60cfc57772f	{THUMBWAR}	{34.08313235,-118.32397011666667,Hollywood,CA,United States}	{}
3409	Wed Mar 23 02:55:26 +0000 2011	4ab905b7f964a520b67d20e3	{LA Fitness}	{34.14095315663116,-118.37645173072815,Studio City,CA,United States}	{Shop & Service,}
3409	Tue Mar 22 17:50:30 +0000 2011	4d59478956f2b60cfc57772f	{THUMBWAR}	{34.08313235,-118.32397011666667,Hollywood,CA,United States}	{}
3409	Tue Mar 22 04:38:15 +0000 2011	4d25355810a7721e8d9d1304	{CTU}	{34.165880425578806,-118.3637264271307,North Hollywood,CA,United States}	{Residence,}
3409	Sat Mar 19 01:48:11 +0000 2011	4ab905b7f964a520b67d20e3	{LA Fitness}	{34.14095315663116,-118.37645173072815,Studio City,CA,United States}	{Shop & Service,}
3409	Fri Mar 18 17:10:15 +0000 2011	4d59478956f2b60cfc57772f	{THUMBWAR}	{34.08313235,-118.32397011666667,Hollywood,CA,United States}	{}
3409	Fri Mar 18 05:48:48 +0000 2011	4d25355810a7721e8d9d1304	{CTU}	{34.165880425578806,-118.3637264271307,North Hollywood,CA,United States}	{Residence,}
3409	Fri Mar 18 02:39:15 +0000 2011	4ab905b7f964a520b67d20e3	{LA Fitness}	{34.14095315663116,-118.37645173072815,Studio City,CA,United States}	{Shop & Service,}
3409	Thu Mar 17 23:47:16 +0000 2011	4d59478956f2b60cfc57772f	{THUMBWAR}	{34.08313235,-118.32397011666667,Hollywood,CA,United States}	{}
3409	Thu Mar 17 02:36:12 +0000 2011	4ab905b7f964a520b67d20e3	{LA Fitness}	{34.14095315663116,-118.37645173072815,Studio City,CA,United States}	{Shop & Service,}
3409	Wed Mar 16 19:25:19 +0000 2011	4d59478956f2b60cfc57772f	{THUMBWAR}	{34.08313235,-118.32397011666667,Hollywood,CA,United States}	{}
3409	Wed Mar 16 03:22:56 +0000 2011	4ab905b7f964a520b67d20e3	{LA Fitness}	{34.14095315663116,-118.37645173072815,Studio City,CA,United States}	{Shop & Service,}
3409	Tue Mar 15 22:06:33 +0000 2011	4d59478956f2b60cfc57772f	{THUMBWAR}	{34.08313235,-118.32397011666667,Hollywood,CA,United States}	{}
3409	Tue Mar 15 02:25:03 +0000 2011	4ab905b7f964a520b67d20e3	{LA Fitness}	{34.14095315663116,-118.37645173072815,Studio City,CA,United States}	{Shop & Service,}
3409	Sat Mar 12 06:41:48 +0000 2011	4ad394def964a5200ae520e3	{Menchie's Frozen Yogurt}	{34.160326706446284,-118.34500551223755,Burbank,CA,United States}	{Food,}
3409	Sat Mar 12 03:51:56 +0000 2011	4ab905b7f964a520b67d20e3	{LA Fitness}	{34.14095315663116,-118.37645173072815,Studio City,CA,United States}	{Shop & Service,}
3409	Fri Mar 11 03:56:06 +0000 2011	4d25355810a7721e8d9d1304	{CTU}	{34.165880425578806,-118.3637264271307,North Hollywood,CA,United States}	{Residence,}
3409	Thu Mar 10 18:06:30 +0000 2011	4d59478956f2b60cfc57772f	{THUMBWAR}	{34.08313235,-118.32397011666667,Hollywood,CA,United States}	{}
3409	Thu Mar 10 03:32:00 +0000 2011	4ab905b7f964a520b67d20e3	{LA Fitness}	{34.14095315663116,-118.37645173072815,Studio City,CA,United States}	{Shop & Service,}
3409	Wed Mar 09 04:00:30 +0000 2011	4ab905b7f964a520b67d20e3	{LA Fitness}	{34.14095315663116,-118.37645173072815,Studio City,CA,United States}	{Shop & Service,}
3409	Tue Mar 08 03:30:29 +0000 2011	4ab905b7f964a520b67d20e3	{LA Fitness}	{34.14095315663116,-118.37645173072815,Studio City,CA,United States}	{Shop & Service,}
3409	Mon Mar 07 19:28:07 +0000 2011	4d59478956f2b60cfc57772f	{THUMBWAR}	{34.08313235,-118.32397011666667,Hollywood,CA,United States}	{}
3409	Sun Mar 06 05:08:03 +0000 2011	43768200f964a5203d2a1fe3	{AMC Burbank 16}	{34.1819235954088,-118.31200361251831,Burbank,CA,United States}	{Food,Arts & Entertainment,Movie Theater,}
3409	Sat Mar 05 03:16:07 +0000 2011	4ab905b7f964a520b67d20e3	{LA Fitness}	{34.14095315663116,-118.37645173072815,Studio City,CA,United States}	{Shop & Service,}
3409	Fri Mar 04 18:12:08 +0000 2011	4d59478956f2b60cfc57772f	{THUMBWAR}	{34.08313235,-118.32397011666667,Hollywood,CA,United States}	{}
3409	Thu Mar 03 17:58:22 +0000 2011	4d59478956f2b60cfc57772f	{THUMBWAR}	{34.08313235,-118.32397011666667,Hollywood,CA,United States}	{}
3409	Thu Mar 03 04:05:07 +0000 2011	4ab905b7f964a520b67d20e3	{LA Fitness}	{34.14095315663116,-118.37645173072815,Studio City,CA,United States}	{Shop & Service,}
3409	Wed Mar 02 18:16:00 +0000 2011	4d59478956f2b60cfc57772f	{THUMBWAR}	{34.08313235,-118.32397011666667,Hollywood,CA,United States}	{}
3409	Wed Mar 02 04:54:12 +0000 2011	4b021ae3f964a520be4722e3	{Olive Garden}	{34.19064555590243,-118.3290034532547,Burbank,CA,United States}	{Food,}
3409	Wed Mar 02 03:27:25 +0000 2011	4ab905b7f964a520b67d20e3	{LA Fitness}	{34.14095315663116,-118.37645173072815,Studio City,CA,United States}	{Shop & Service,}
3409	Tue Mar 01 18:54:16 +0000 2011	4d59478956f2b60cfc57772f	{THUMBWAR}	{34.08313235,-118.32397011666667,Hollywood,CA,United States}	{}
3409	Tue Mar 01 05:23:58 +0000 2011	4d25355810a7721e8d9d1304	{CTU}	{34.165880425578806,-118.3637264271307,North Hollywood,CA,United States}	{Residence,}
3409	Tue Mar 01 04:07:42 +0000 2011	4ab905b7f964a520b67d20e3	{LA Fitness}	{34.14095315663116,-118.37645173072815,Studio City,CA,United States}	{Shop & Service,}
3409	Mon Feb 28 18:22:49 +0000 2011	4d59478956f2b60cfc57772f	{THUMBWAR}	{34.08313235,-118.32397011666667,Hollywood,CA,United States}	{}
