1152	Wed Mar 09 19:52:58 +0000 2011	4b883cb4f964a5208ee931e3	{San Diego Blenders}	{32.780247823969965,-117.10341709673794,San Diego,CA,United States}	{Food,}
1152	Thu Oct 07 04:38:00 +0000 2010	4cc9b61546b43704d36b4ae1	{SUBWAY}	{32.80153355,-117.0111728,La Mesa,CA,United States}	{Food,}
1152	Thu Sep 30 04:22:25 +0000 2010	49dc62c2f964a5207f5f1fe3	{24 Hour Fitness}	{32.8413920642927,-116.97936978782,Santee,CA,United States}	{Shop & Service,}
1152	Mon Sep 27 22:37:25 +0000 2010	4a887d3ef964a5209f0620e3	{Costco}	{32.78200692932807,-117.12878465652464,San Diego,CA,United States}	{Shop & Service,Office,Professional & Other Places,}
1152	Mon Sep 27 21:08:37 +0000 2010	4ab5f655f964a520437620e3	{Scripps Mercy Hospital}	{32.751556333506706,-117.16024927508361,San Diego,CA,United States}	{Medical Center,Office,Professional & Other Places,}
1152	Mon Sep 27 20:45:52 +0000 2010	4b3afc82f964a520287025e3	{Sushi Bar Kazumi}	{32.749455,-117.16047716666667,San Diego,CA,United States}	{Food,}
1152	Mon Sep 27 18:03:44 +0000 2010	4c0692030e0a2d7f3008ec0c	{Kaiser Permanente Medical Center}	{32.79123649613554,-117.09583292681407,San Diego,CA,United States}	{Medical Center,Shop & Service,Professional & Other Places,}
1152	Sat Sep 25 05:47:44 +0000 2010	4ac44f25f964a520989e20e3	{Sycuan Golf & Tennis Resort}	{32.785551768220984,-116.88353419303894,El Cajon,CA,United States}	{Travel & Transport,Arts & Entertainment,Hotel,}
1152	Sat Sep 25 01:05:10 +0000 2010	4c89b5893dc2a1cd5de7a632	{Carmen's Home}	{32.8090386658118,-117.00290154246726,El Cajon,CA,United States}	{Residence,}
1152	Fri Sep 24 16:13:38 +0000 2010	4c0692030e0a2d7f3008ec0c	{Kaiser Permanente Medical Center}	{32.79123649613554,-117.09583292681407,San Diego,CA,United States}	{Medical Center,Shop & Service,Professional & Other Places,}
1152	Fri Sep 24 00:39:29 +0000 2010	4b4a82e8f964a5209c8926e3	{viejas dremcatcher}	{32.89373145,-117.167752,Alpine,CA,United States}	{Arts & Entertainment,}
1152	Thu Sep 23 15:15:39 +0000 2010	4c0692030e0a2d7f3008ec0c	{Kaiser Permanente Medical Center}	{32.79123649613554,-117.09583292681407,San Diego,CA,United States}	{Medical Center,Shop & Service,Professional & Other Places,}
1152	Thu Sep 23 01:15:40 +0000 2010	4c9196de2626a1cd5ecb336b	{Carmen's house National City}	{32.69307576188059,-117.09705962767988,National City,CA,United States}	{Residence,}
1152	Wed Sep 22 15:49:06 +0000 2010	4c0692030e0a2d7f3008ec0c	{Kaiser Permanente Medical Center}	{32.79123649613554,-117.09583292681407,San Diego,CA,United States}	{Medical Center,Shop & Service,Professional & Other Places,}
1152	Wed Sep 22 04:37:49 +0000 2010	4ae09b04f964a520db8021e3	{Walmart}	{32.77750577259768,-117.00935125350952,La Mesa,CA,United States}	{Shop & Service,}
1152	Wed Sep 22 04:15:07 +0000 2010	4b0085aef964a520243f22e3	{Barnes & Noble}	{32.77882864971521,-117.00963550423128,La Mesa,CA,United States}	{Shop & Service,}
1152	Tue Sep 21 16:33:09 +0000 2010	4c0692030e0a2d7f3008ec0c	{Kaiser Permanente Medical Center}	{32.79123649613554,-117.09583292681407,San Diego,CA,United States}	{Medical Center,Shop & Service,Professional & Other Places,}
1152	Tue Sep 21 03:32:28 +0000 2010	4c89b5893dc2a1cd5de7a632	{Carmen's Home}	{32.8090386658118,-117.00290154246726,El Cajon,CA,United States}	{Residence,}
1152	Tue Sep 21 03:05:33 +0000 2010	4cc9b61546b43704d36b4ae1	{SUBWAY}	{32.80153355,-117.0111728,La Mesa,CA,United States}	{Food,}
1152	Mon Sep 20 22:44:37 +0000 2010	4b952c0af964a520dc9234e3	{Town and Country Resort and Convention Center}	{32.763324210120764,-117.16793445746461,San Diego,CA,United States}	{Travel & Transport,Hotel,Convention Center,Professional & Other Places,}
1152	Mon Sep 20 14:36:22 +0000 2010	4c0692030e0a2d7f3008ec0c	{Kaiser Permanente Medical Center}	{32.79123649613554,-117.09583292681407,San Diego,CA,United States}	{Medical Center,Shop & Service,Professional & Other Places,}
1152	Mon Sep 20 14:36:22 +0000 2010	4c0692030e0a2d7f3008ec0c	{Kaiser Permanente Medical Center}	{32.79123649613554,-117.09583292681407,San Diego,CA,United States}	{Medical Center,Shop & Service,Professional & Other Places,}
1152	Mon Sep 20 14:31:42 +0000 2010	4b3d1132f964a520368d25e3	{McDonald's}	{32.80196246960999,-117.0115840880574,San Diego,CA,United States}	{Food,}
1152	Mon Sep 20 14:31:42 +0000 2010	4b3d1132f964a520368d25e3	{McDonald's}	{32.80196246960999,-117.0115840880574,San Diego,CA,United States}	{Food,}
1152	Sun Sep 19 05:35:43 +0000 2010	4b673b42f964a520bb422be3	{Jack in the Box - El Cajon, CA}	{32.8016761946377,-117.00281244464544,El Cajon,CA,United States}	{Food,}
1152	Sat Sep 18 00:32:54 +0000 2010	4be9cc8662c0c9280217e0d4	{I15}	{32.93671155984608,-117.11133420467375,San Diego,CA,United States}	{Travel & Transport,}
1152	Thu Sep 16 18:12:07 +0000 2010	4c0692030e0a2d7f3008ec0c	{Kaiser Permanente Medical Center}	{32.79123649613554,-117.09583292681407,San Diego,CA,United States}	{Medical Center,Shop & Service,Professional & Other Places,}
1152	Thu Sep 16 18:11:26 +0000 2010	4ba24dc2f964a5206feb37e3	{Jamba Juice}	{32.79102659804327,-117.09925889968872,San Diego,CA,United States}	{Shop & Service,Food,Food & Drink Shop,}
1152	Thu Sep 16 04:01:00 +0000 2010	4c89b5893dc2a1cd5de7a632	{Carmen's Home}	{32.8090386658118,-117.00290154246726,El Cajon,CA,United States}	{Residence,}
1152	Wed Sep 15 19:38:56 +0000 2010	4c0692030e0a2d7f3008ec0c	{Kaiser Permanente Medical Center}	{32.79123649613554,-117.09583292681407,San Diego,CA,United States}	{Medical Center,Shop & Service,Professional & Other Places,}
1152	Wed Sep 15 19:38:05 +0000 2010	4bccbab68920b713e9a39edc	{Grab & Go}	{32.79076863461627,-117.09733829173493,San Diego,CA,United States}	{Food,}
1152	Wed Sep 15 17:19:50 +0000 2010	4c0692030e0a2d7f3008ec0c	{Kaiser Permanente Medical Center}	{32.79123649613554,-117.09583292681407,San Diego,CA,United States}	{Medical Center,Shop & Service,Professional & Other Places,}
1152	Tue Sep 14 20:26:48 +0000 2010	4c0692030e0a2d7f3008ec0c	{Kaiser Permanente Medical Center}	{32.79123649613554,-117.09583292681407,San Diego,CA,United States}	{Medical Center,Shop & Service,Professional & Other Places,}
1152	Tue Sep 14 06:43:34 +0000 2010	4c89b5893dc2a1cd5de7a632	{Carmen's Home}	{32.8090386658118,-117.00290154246726,El Cajon,CA,United States}	{Residence,}
1152	Mon Sep 13 15:30:15 +0000 2010	4c0692030e0a2d7f3008ec0c	{Kaiser Permanente Medical Center}	{32.79123649613554,-117.09583292681407,San Diego,CA,United States}	{Medical Center,Shop & Service,Professional & Other Places,}
1152	Mon Sep 13 06:47:31 +0000 2010	4c89b5893dc2a1cd5de7a632	{Carmen's Home}	{32.8090386658118,-117.00290154246726,El Cajon,CA,United States}	{Residence,}
1152	Mon Sep 13 03:53:36 +0000 2010	4bdbcb7e63c5c9b63bb52968	{Nasty City}	{32.68077176146856,-117.10928889186405,,CA,United States}	{Government Building,Residence,Professional & Other Places,}
1152	Mon Sep 13 02:30:39 +0000 2010	4b42d809f964a52064da25e3	{Ebisu Sushi Bar}	{32.7464043,-117.15931295,San Diego,CA,United States}	{Nightlife Spot,Food,}
1152	Sun Sep 12 23:26:59 +0000 2010	4c89b5893dc2a1cd5de7a632	{Carmen's Home}	{32.8090386658118,-117.00290154246726,El Cajon,CA,United States}	{Residence,}
1152	Sun Sep 12 23:23:01 +0000 2010	4b47dff3f964a5206e4226e3	{SUPERCUTS}	{32.80275226,-117.01264831666667,San Diego,CA,United States}	{Shop & Service,}
1152	Sun Sep 12 21:33:34 +0000 2010	4307c400f964a5202e271fe3	{Corvette Diner}	{32.741603823447086,-117.20985898000025,San Diego,CA,United States}	{Food,Arts & Entertainment,}
1152	Sun Sep 12 02:06:32 +0000 2010	4aa07a4ff964a520c53f20e3	{Grossmont Center}	{32.778430377482955,-117.01114296913147,La Mesa,CA,United States}	{Shop & Service,}
1152	Sat Sep 11 22:33:13 +0000 2010	4c89b5893dc2a1cd5de7a632	{Carmen's Home}	{32.8090386658118,-117.00290154246726,El Cajon,CA,United States}	{Residence,}
1152	Sat Sep 11 21:25:11 +0000 2010	4a84c568f964a52092fd1fe3	{Costco}	{32.77402507946066,-117.02428105477358,La Mesa,CA,United States}	{Shop & Service,}
1152	Sat Sep 11 07:02:23 +0000 2010	4c89b5893dc2a1cd5de7a632	{Carmen's Home}	{32.8090386658118,-117.00290154246726,El Cajon,CA,United States}	{Residence,}
1152	Sat Sep 11 07:02:23 +0000 2010	4c89b5893dc2a1cd5de7a632	{Carmen's Home}	{32.8090386658118,-117.00290154246726,El Cajon,CA,United States}	{Residence,}
1152	Sat Sep 11 04:23:43 +0000 2010	4b3abbcbf964a520876d25e3	{Blockbuster}	{32.80207328,-117.01143,San Diego,CA,United States}	{Shop & Service,}
1152	Sat Sep 11 03:51:01 +0000 2010	4b3d6cdaf964a520fc9325e3	{Filippi's Pizza Grotto}	{32.839118,-116.96521885,Santee,CA,United States}	{Food,}
1152	Sat Sep 11 03:49:07 +0000 2010	4b3d6cdaf964a520fc9325e3	{Filippi's Pizza Grotto}	{32.839118,-116.96521885,Santee,CA,United States}	{Food,}
1152	Sat Sep 11 03:20:30 +0000 2010	4c0446350d0e0f4750c4039a	{Verizon Wireless}	{32.777604998948014,-117.01035976409912,La Mesa,CA,United States}	{Shop & Service,}
1152	Fri Sep 10 14:46:26 +0000 2010	4c0692030e0a2d7f3008ec0c	{Kaiser Permanente Medical Center}	{32.79123649613554,-117.09583292681407,San Diego,CA,United States}	{Medical Center,Shop & Service,Professional & Other Places,}
1152	Fri Sep 10 14:45:57 +0000 2010	4c0692030e0a2d7f3008ec0c	{Kaiser Permanente Medical Center}	{32.79123649613554,-117.09583292681407,San Diego,CA,United States}	{Medical Center,Shop & Service,Professional & Other Places,}
1152	Fri Sep 10 04:35:23 +0000 2010	4c89b5893dc2a1cd5de7a632	{Carmen's Home}	{32.8090386658118,-117.00290154246726,El Cajon,CA,United States}	{Residence,}
1152	Fri Sep 10 01:18:33 +0000 2010	4a9c5c8cf964a520ed3620e3	{On The Border Mexican Grill & Cantina}	{32.771187,-117.146511,San Diego,CA,United States}	{Food,}
1152	Fri Sep 10 00:27:37 +0000 2010	40e0b100f964a520b4021fe3	{Seau's}	{32.76945002797205,-117.14657306671143,San Diego,CA,United States}	{Nightlife Spot,}
1152	Thu Sep 09 17:16:30 +0000 2010	4c0692030e0a2d7f3008ec0c	{Kaiser Permanente Medical Center}	{32.79123649613554,-117.09583292681407,San Diego,CA,United States}	{Medical Center,Shop & Service,Professional & Other Places,}
1152	Thu Sep 09 01:15:50 +0000 2010	4b37e08df964a520db4725e3	{Wendy's}	{32.802794326369884,-117.01206117220218,San Diego,CA,United States}	{Food,}
1152	Wed Sep 08 22:23:38 +0000 2010	4bccdfd4fb84c9b61037213e	{J.R. South Bay Golf Range}	{32.67698719,-117.03936321,San Diego,CA,United States}	{Outdoors & Recreation,Athletics & Sports,}
1152	Wed Sep 08 08:31:25 +0000 2010	49dc62c2f964a5207f5f1fe3	{24 Hour Fitness}	{32.8413920642927,-116.97936978782,Santee,CA,United States}	{Shop & Service,}
1152	Wed Sep 08 05:06:53 +0000 2010	4aa318bbf964a520504320e3	{Target}	{32.77922868714283,-117.01261281967163,La Mesa,CA,United States}	{Shop & Service,}
1152	Wed Sep 08 01:05:36 +0000 2010	4bdbcb7e63c5c9b63bb52968	{Nasty City}	{32.68077176146856,-117.10928889186405,,CA,United States}	{Government Building,Residence,Professional & Other Places,}
1152	Tue Sep 07 03:12:07 +0000 2010	4baa9647f964a52032773ae3	{Walgreens}	{32.803261666666664,-117.00867085,SAN DIEGO,CA,United States}	{Shop & Service,}
1152	Mon Sep 06 21:05:08 +0000 2010	4b3d1132f964a520368d25e3	{McDonald's}	{32.80196246960999,-117.0115840880574,San Diego,CA,United States}	{Food,}
