3022	Thu Aug 11 19:31:23 +0000 2011	4b36c98ef964a520693c25e3	{Gulfstream}	{33.604945,-117.874059,Newport Beach,CA,United States}	{Food,}
3022	Sun Apr 18 20:54:43 +0000 2010	4bc242ce74a9a593a70ed3f6	{Harbor Ridge Community}	{33.61521376881109,-117.84872599577584,Newport Beach,CA,United States}	{Residence,}
3022	Fri Apr 16 05:45:23 +0000 2010	4b857dd9f964a520616131e3	{Mobil}	{33.87453475,-117.88922,FULLERTON,CA,United States}	{Shop & Service,}
3022	Tue Apr 13 22:23:49 +0000 2010	4af5b12bf964a52058fb21e3	{First Team Estates}	{33.60685998368395,-117.87628503725675,Newport Beach,CA,United States}	{Shop & Service,}
3022	Mon Apr 12 00:37:14 +0000 2010	4af5b12bf964a52058fb21e3	{First Team Estates}	{33.60685998368395,-117.87628503725675,Newport Beach,CA,United States}	{Shop & Service,}
3022	Sun Apr 11 19:12:20 +0000 2010	4bbf58cc30c99c7457025511	{Burger King}	{33.87449538812359,-117.88907289505005,Fullerton,CA,United States}	{Food,}
3022	Tue Apr 06 22:28:39 +0000 2010	4bb3d92b2397b71330b538b3	{First Team Estates Marketing Center}	{33.60684,-117.876096367836,Newport Beach,CA,United States}	{Professional & Other Places,}
3022	Tue Apr 06 15:19:29 +0000 2010	4aafe4a8f964a5200b6520e3	{Starbucks}	{33.874893932215556,-117.89004725370354,Fullerton,CA,United States}	{Food,}
3022	Sun Apr 04 15:03:49 +0000 2010	4aafe4a8f964a5200b6520e3	{Starbucks}	{33.874893932215556,-117.89004725370354,Fullerton,CA,United States}	{Food,}
3022	Sat Apr 03 20:51:54 +0000 2010	4b9c726df964a520436936e3	{Shogun Teppan Steak & Sushi}	{33.88388995144717,-117.5218855795452,Corona,CA,United States}	{Food,}
3022	Fri Apr 02 23:14:03 +0000 2010	4af5b12bf964a52058fb21e3	{First Team Estates}	{33.60685998368395,-117.87628503725675,Newport Beach,CA,United States}	{Shop & Service,}
3022	Thu Apr 01 20:08:19 +0000 2010	4b8d6898f964a520f1f932e3	{Riverside Animal Hospital}	{33.958353996276855,-117.393125,Riverside,CA,United States}	{Medical Center,Professional & Other Places,}
3022	Wed Mar 31 02:34:39 +0000 2010	4af5b12bf964a52058fb21e3	{First Team Estates}	{33.60685998368395,-117.87628503725675,Newport Beach,CA,United States}	{Shop & Service,}
3022	Wed Mar 24 18:26:46 +0000 2010	4af5b12bf964a52058fb21e3	{First Team Estates}	{33.60685998368395,-117.87628503725675,Newport Beach,CA,United States}	{Shop & Service,}
3022	Wed Mar 24 16:31:49 +0000 2010	4b27cb3ff964a5200f8a24e3	{Starbucks}	{33.62032771578816,-117.9236730125787,Newport Beach,CA,United States}	{Food,}
3022	Wed Mar 24 16:01:39 +0000 2010	4b3eb642f964a5203ea125e3	{McDonald's}	{33.65920302,-117.87198643333333,Newport Beach,CA,United States}	{Food,}
3022	Tue Mar 23 21:48:08 +0000 2010	4b8d6898f964a520f1f932e3	{Riverside Animal Hospital}	{33.958353996276855,-117.393125,Riverside,CA,United States}	{Medical Center,Professional & Other Places,}
3022	Tue Mar 23 21:48:08 +0000 2010	4b8d6898f964a520f1f932e3	{Riverside Animal Hospital}	{33.958353996276855,-117.393125,Riverside,CA,United States}	{Medical Center,Professional & Other Places,}
3022	Tue Mar 23 16:31:50 +0000 2010	4af5b12bf964a52058fb21e3	{First Team Estates}	{33.60685998368395,-117.87628503725675,Newport Beach,CA,United States}	{Shop & Service,}
3022	Tue Mar 23 15:39:57 +0000 2010	4aafe4a8f964a5200b6520e3	{Starbucks}	{33.874893932215556,-117.89004725370354,Fullerton,CA,United States}	{Food,}
3022	Mon Mar 22 14:45:15 +0000 2010	4b20ac07f964a520cf3324e3	{Acacia School}	{33.88214817642337,-117.89809809461882,Fullerton,CA,United States}	{College & University,}
3022	Mon Mar 22 03:39:14 +0000 2010	4b54d4fff964a520bcce27e3	{Yogurtland}	{33.87467358538299,-117.88998552053705,Fullerton,CA,United States}	{Food,}
3022	Mon Mar 22 03:17:31 +0000 2010	4b0a42c5f964a520d62223e3	{Walgreens}	{33.7885746741456,-117.91451337478811,GARDEN GROVE,CA,United States}	{Shop & Service,}
3022	Sun Mar 21 17:23:21 +0000 2010	4ba65608f964a520a64739e3	{Discount Tire Centers}	{34.062692,-117.212233543396,San Bernardino,CA,United States}	{Shop & Service,}
3022	Sun Mar 21 17:10:47 +0000 2010	4ba65316f964a520784639e3	{PetSmart}	{34.06506369112977,-117.27310839361782,San Bernardino,CA,United States}	{Shop & Service,}
3022	Sun Mar 21 15:29:31 +0000 2010	4ba63b22f964a520903d39e3	{Denny's}	{34.06806974093583,-117.20822810528593,Redlands,CA,United States}	{Food,}
3022	Sat Mar 20 16:33:51 +0000 2010	4aafe4a8f964a5200b6520e3	{Starbucks}	{33.874893932215556,-117.89004725370354,Fullerton,CA,United States}	{Food,}
3022	Sat Mar 20 16:27:56 +0000 2010	4b51eefff964a520175c27e3	{SMMOC Lab}	{33.67813847104794,-117.90241804984016,Costa Mesa,CA,United States}	{Professional & Other Places,}
3022	Sat Mar 20 15:57:12 +0000 2010	4aafe4a8f964a5200b6520e3	{Starbucks}	{33.874893932215556,-117.89004725370354,Fullerton,CA,United States}	{Food,}
3022	Fri Mar 19 14:40:12 +0000 2010	4b77469ef964a520028e2ee3	{Summit Inn Restaurant}	{34.359206548271025,-117.43521687683658,Oak Hills,CA,United States}	{Food,}
3022	Tue Mar 16 16:30:48 +0000 2010	4af5b12bf964a52058fb21e3	{First Team Estates}	{33.60685998368395,-117.87628503725675,Newport Beach,CA,United States}	{Shop & Service,}
3022	Tue Mar 16 15:33:34 +0000 2010	4aafe4a8f964a5200b6520e3	{Starbucks}	{33.874893932215556,-117.89004725370354,Fullerton,CA,United States}	{Food,}
3022	Mon Mar 15 21:49:51 +0000 2010	4b648feaf964a520e3bd2ae3	{Daphne's Greek Cafe}	{33.95523941180777,-117.38988581463904,Riverside,CA,United States}	{Food,}
3022	Mon Mar 15 21:12:47 +0000 2010	4b8d6898f964a520f1f932e3	{Riverside Animal Hospital}	{33.958353996276855,-117.393125,Riverside,CA,United States}	{Medical Center,Professional & Other Places,}
3022	Mon Mar 08 16:27:52 +0000 2010	4b4797f5f964a520b73626e3	{AutoZone}	{33.87201019,-117.90620148181915,Fullerton,CA,United States}	{Shop & Service,}
3022	Mon Mar 08 16:23:06 +0000 2010	4aafe4a8f964a5200b6520e3	{Starbucks}	{33.874893932215556,-117.89004725370354,Fullerton,CA,United States}	{Food,}
3022	Sat Mar 06 18:04:49 +0000 2010	4b51eefff964a520175c27e3	{SMMOC Lab}	{33.67813847104794,-117.90241804984016,Costa Mesa,CA,United States}	{Professional & Other Places,}
3022	Sat Mar 06 17:26:57 +0000 2010	4aafe4a8f964a5200b6520e3	{Starbucks}	{33.874893932215556,-117.89004725370354,Fullerton,CA,United States}	{Food,}
3022	Sat Mar 06 16:11:09 +0000 2010	4b927e9bf964a52020fe33e3	{Arnold Cypress Park}	{33.83802596529549,-118.03983560544503,Cypress,CA,United States}	{Arts & Entertainment,}
3022	Fri Mar 05 16:47:53 +0000 2010	4aafe4a8f964a5200b6520e3	{Starbucks}	{33.874893932215556,-117.89004725370354,Fullerton,CA,United States}	{Food,}
3022	Fri Mar 05 16:46:21 +0000 2010	4b59cb94f964a5207b9828e3	{Troy High School}	{33.8804989859868,-117.8948450088501,Fullerton,CA,United States}	{School,Professional & Other Places,}
3022	Fri Mar 05 02:42:35 +0000 2010	4b81841bf964a520c2ab30e3	{Lazy Dog Cafe}	{33.72858708066024,-117.78794825077057,Irvine,CA,United States}	{Food,}
3022	Fri Mar 05 00:25:13 +0000 2010	4b203a94f964a5200d2f24e3	{Bank of America}	{33.873915,-117.887584,Fullerton,CA,United States}	{Shop & Service,}
3022	Thu Mar 04 21:04:22 +0000 2010	4b4ae128f964a520708f26e3	{McDonald's}	{33.84925383515659,-117.88880199193954,Anaheim,CA,United States}	{Food,}
3022	Thu Mar 04 17:45:49 +0000 2010	4aafe4a8f964a5200b6520e3	{Starbucks}	{33.874893932215556,-117.89004725370354,Fullerton,CA,United States}	{Food,}
3022	Thu Mar 04 02:35:04 +0000 2010	4b20ac07f964a520cf3324e3	{Acacia School}	{33.88214817642337,-117.89809809461882,Fullerton,CA,United States}	{College & University,}
3022	Wed Mar 03 00:16:05 +0000 2010	4b08388ff964a520960623e3	{Ruby's Diner}	{33.604839,-117.875076,Corona del Mar,CA,United States}	{Food,}
3022	Tue Mar 02 17:38:40 +0000 2010	4af5b12bf964a52058fb21e3	{First Team Estates}	{33.60685998368395,-117.87628503725675,Newport Beach,CA,United States}	{Shop & Service,}
3022	Tue Mar 02 16:56:43 +0000 2010	4b857dd9f964a520616131e3	{Mobil}	{33.87453475,-117.88922,FULLERTON,CA,United States}	{Shop & Service,}
3022	Tue Mar 02 16:56:42 +0000 2010	4b857dd9f964a520616131e3	{Mobil}	{33.87453475,-117.88922,FULLERTON,CA,United States}	{Shop & Service,}
3022	Tue Mar 02 16:46:58 +0000 2010	4aafe4a8f964a5200b6520e3	{Starbucks}	{33.874893932215556,-117.89004725370354,Fullerton,CA,United States}	{Food,}
3022	Tue Mar 02 03:17:26 +0000 2010	4b203a94f964a5200d2f24e3	{Bank of America}	{33.873915,-117.887584,Fullerton,CA,United States}	{Shop & Service,}
3022	Tue Mar 02 03:17:26 +0000 2010	4b203a94f964a5200d2f24e3	{Bank of America}	{33.873915,-117.887584,Fullerton,CA,United States}	{Shop & Service,}
3022	Tue Mar 02 00:03:17 +0000 2010	4af5b12bf964a52058fb21e3	{First Team Estates}	{33.60685998368395,-117.87628503725675,Newport Beach,CA,United States}	{Shop & Service,}
3022	Mon Mar 01 21:51:41 +0000 2010	511cb57dc84c48dc99178cdd	{Daphne's California Greek}	{33.6375964317688,-117.86115646362303,Newport Beach,CA,United States}	{Food,}
3022	Mon Mar 01 15:25:13 +0000 2010	4b20ac07f964a520cf3324e3	{Acacia School}	{33.88214817642337,-117.89809809461882,Fullerton,CA,United States}	{College & University,}
3022	Mon Mar 01 15:16:19 +0000 2010	4b59cb94f964a5207b9828e3	{Troy High School}	{33.8804989859868,-117.8948450088501,Fullerton,CA,United States}	{School,Professional & Other Places,}
3022	Sun Feb 28 16:57:36 +0000 2010	4b20ac07f964a520cf3324e3	{Acacia School}	{33.88214817642337,-117.89809809461882,Fullerton,CA,United States}	{College & University,}
3022	Sun Feb 28 16:57:36 +0000 2010	4b20ac07f964a520cf3324e3	{Acacia School}	{33.88214817642337,-117.89809809461882,Fullerton,CA,United States}	{College & University,}
3022	Sat Feb 27 16:47:29 +0000 2010	4aafe4a8f964a5200b6520e3	{Starbucks}	{33.874893932215556,-117.89004725370354,Fullerton,CA,United States}	{Food,}
3022	Sat Feb 27 15:53:47 +0000 2010	4b59cb94f964a5207b9828e3	{Troy High School}	{33.8804989859868,-117.8948450088501,Fullerton,CA,United States}	{School,Professional & Other Places,}
3022	Sat Feb 27 05:33:54 +0000 2010	4b88aec1f964a520740832e3	{Orange County Superior Court North Justice Center}	{33.88176653132613,-117.92680240106766,Fullerton,CA,United States}	{Government Building,Professional & Other Places,}
3022	Sat Feb 27 01:21:05 +0000 2010	4b7dd64af964a5206ed72fe3	{Image Dental}	{33.63866292079354,-117.86055305894885,Newport Beach,CA,United States}	{Medical Center,Professional & Other Places,}
3022	Sat Feb 27 01:21:03 +0000 2010	4b7dd64af964a5206ed72fe3	{Image Dental}	{33.63866292079354,-117.86055305894885,Newport Beach,CA,United States}	{Medical Center,Professional & Other Places,}
3022	Thu Feb 25 22:19:27 +0000 2010	4b79f320f964a520051c2fe3	{Yoshinoya}	{33.873807263319335,-117.8893706202507,Fullerton,CA,United States}	{Food,}
3022	Thu Feb 25 19:26:22 +0000 2010	4af5b12bf964a52058fb21e3	{First Team Estates}	{33.60685998368395,-117.87628503725675,Newport Beach,CA,United States}	{Shop & Service,}
3022	Thu Feb 25 02:33:01 +0000 2010	4b59cb94f964a5207b9828e3	{Troy High School}	{33.8804989859868,-117.8948450088501,Fullerton,CA,United States}	{School,Professional & Other Places,}
3022	Wed Feb 24 19:28:27 +0000 2010	4b857dd9f964a520616131e3	{Mobil}	{33.87453475,-117.88922,FULLERTON,CA,United States}	{Shop & Service,}
3022	Wed Feb 24 00:35:47 +0000 2010	4b20ac07f964a520cf3324e3	{Acacia School}	{33.88214817642337,-117.89809809461882,Fullerton,CA,United States}	{College & University,}
3022	Tue Feb 23 22:10:52 +0000 2010	4b59cb94f964a5207b9828e3	{Troy High School}	{33.8804989859868,-117.8948450088501,Fullerton,CA,United States}	{School,Professional & Other Places,}
3022	Tue Feb 23 22:10:51 +0000 2010	4b59cb94f964a5207b9828e3	{Troy High School}	{33.8804989859868,-117.8948450088501,Fullerton,CA,United States}	{School,Professional & Other Places,}
3022	Tue Feb 23 22:09:09 +0000 2010	4b54d4fff964a520bcce27e3	{Yogurtland}	{33.87467358538299,-117.88998552053705,Fullerton,CA,United States}	{Food,}
3022	Tue Feb 23 21:28:38 +0000 2010	4b54d4fff964a520bcce27e3	{Yogurtland}	{33.87467358538299,-117.88998552053705,Fullerton,CA,United States}	{Food,}
3022	Tue Feb 23 04:18:11 +0000 2010	4b203a94f964a5200d2f24e3	{Bank of America}	{33.873915,-117.887584,Fullerton,CA,United States}	{Shop & Service,}
3022	Fri Feb 19 17:41:52 +0000 2010	4b7cab4af964a52052a02fe3	{Jack in the Box}	{33.860453367233276,-117.882567,Placentia,CA,United States}	{Food,}
3022	Fri Feb 19 01:05:03 +0000 2010	4b188e0bf964a5200dd423e3	{El Pollo Loco}	{33.67975929532976,-117.88534361163217,Costa Mesa,CA,United States}	{Food,}
3022	Fri Feb 19 00:08:10 +0000 2010	4b7dd64af964a5206ed72fe3	{Image Dental}	{33.63866292079354,-117.86055305894885,Newport Beach,CA,United States}	{Medical Center,Professional & Other Places,}
3022	Thu Feb 18 19:20:03 +0000 2010	4bba41a0b35776b0c1b6ca01	{US Post Office}	{33.87391923128619,-117.9033850190498,Fullerton,CA,United States}	{Shop & Service,Professional & Other Places,}
3022	Wed Feb 17 01:10:17 +0000 2010	4b7b41f2f964a520005b2fe3	{Children Playce}	{34.06437,-117.44852,Fontana,CA,United States}	{}
3022	Tue Feb 16 17:30:20 +0000 2010	4b4187bef964a5205cc725e3	{Ralphs}	{33.881131403309844,-117.925154759064,Fullerton,CA,United States}	{Shop & Service,Food & Drink Shop,}
3022	Tue Feb 16 17:12:59 +0000 2010	4b59cb94f964a5207b9828e3	{Troy High School}	{33.8804989859868,-117.8948450088501,Fullerton,CA,United States}	{School,Professional & Other Places,}
3022	Tue Feb 16 17:11:01 +0000 2010	4aafe4a8f964a5200b6520e3	{Starbucks}	{33.874893932215556,-117.89004725370354,Fullerton,CA,United States}	{Food,}
3022	Sat Feb 13 14:06:22 +0000 2010	4aafe4a8f964a5200b6520e3	{Starbucks}	{33.874893932215556,-117.89004725370354,Fullerton,CA,United States}	{Food,}
3022	Fri Feb 12 00:14:38 +0000 2010	4aafe1fbf964a520fd6420e3	{Verizon Wireless}	{33.874742383333334,-117.88995905,Fullerton,CA,United States}	{Shop & Service,}
3022	Tue Feb 09 20:51:56 +0000 2010	4ab050c7f964a520096720e3	{Olive Garden}	{33.916800769053694,-117.8831805819469,Brea,CA,United States}	{Food,}
3022	Sat Feb 06 16:14:01 +0000 2010	4b6d952ff964a520077e2ce3	{EconoLodge}	{33.84719459400785,-117.98010804567694,Anaheim,CA,United States}	{Outdoors & Recreation,}
3022	Fri Feb 05 19:30:01 +0000 2010	4b6c71b7f964a5209c3a2ce3	{Jousting Real Estate}	{33.8187464125607,-117.50864664357367,Corona,CA,United States}	{}
3022	Fri Feb 05 03:45:19 +0000 2010	4aef9ccaf964a52090d921e3	{Kansai Sushi}	{33.874435,-117.90360510349274,Fullerton,CA,United States}	{Food,}
3022	Wed Feb 03 00:41:05 +0000 2010	4b381c9ef964a520c14b25e3	{Bank of America}	{33.66285,-117.8642338,Newport Beach,CA,United States}	{Shop & Service,}
3022	Tue Feb 02 20:13:20 +0000 2010	4a789e0af964a5200be61fe3	{Muldoon's Irish Pub}	{33.61235582228011,-117.87471132849231,Newport Beach,CA,United States}	{Nightlife Spot,Food,}
3022	Sun Jan 31 16:41:57 +0000 2010	4aeabfc0f964a52021bc21e3	{Norm's Restaurant}	{33.759787800155856,-117.86728896179649,Santa Ana,CA,United States}	{Food,}
3022	Sat Jan 30 21:37:04 +0000 2010	4af5b12bf964a52058fb21e3	{First Team Estates}	{33.60685998368395,-117.87628503725675,Newport Beach,CA,United States}	{Shop & Service,}
3022	Sat Jan 30 17:40:47 +0000 2010	4adb890ef964a520b92821e3	{Klingaman Creative/Transatlantique}	{33.678202,-117.902405,Costa Mesa,CA,United States}	{Professional & Other Places,}
3022	Sat Jan 30 17:07:54 +0000 2010	4aafe4a8f964a5200b6520e3	{Starbucks}	{33.874893932215556,-117.89004725370354,Fullerton,CA,United States}	{Food,}
3022	Fri Jan 29 02:00:48 +0000 2010	4b59190ef964a5206c7c28e3	{Verizon Wireless}	{33.910607,-117.87000236666667,Brea,CA,United States}	{Shop & Service,}
3022	Thu Jan 28 22:33:56 +0000 2010	4af5b12bf964a52058fb21e3	{First Team Estates}	{33.60685998368395,-117.87628503725675,Newport Beach,CA,United States}	{Shop & Service,}
3022	Thu Jan 28 22:33:55 +0000 2010	4af5b12bf964a52058fb21e3	{First Team Estates}	{33.60685998368395,-117.87628503725675,Newport Beach,CA,United States}	{Shop & Service,}
3022	Thu Jan 28 06:26:16 +0000 2010	4b54d4fff964a520bcce27e3	{Yogurtland}	{33.87467358538299,-117.88998552053705,Fullerton,CA,United States}	{Food,}
3022	Thu Jan 28 06:26:16 +0000 2010	4b54d4fff964a520bcce27e3	{Yogurtland}	{33.87467358538299,-117.88998552053705,Fullerton,CA,United States}	{Food,}
3022	Thu Jan 28 06:22:39 +0000 2010	4a9053e6f964a5204e1720e3	{Chipotle Mexican Grill}	{33.874549287189055,-117.89009875275809,Fullerton,CA,United States}	{Food,}
3022	Tue Jan 26 21:50:56 +0000 2010	4b5f63bdf964a52091b729e3	{Eclipse medical}	{33.84320500119732,-117.77663962965805,Anaheim,CA,United States}	{}
3022	Tue Jan 26 17:58:55 +0000 2010	4af5b12bf964a52058fb21e3	{First Team Estates}	{33.60685998368395,-117.87628503725675,Newport Beach,CA,United States}	{Shop & Service,}
3022	Tue Jan 26 17:55:25 +0000 2010	4af5b12bf964a52058fb21e3	{First Team Estates}	{33.60685998368395,-117.87628503725675,Newport Beach,CA,United States}	{Shop & Service,}
3022	Mon Jan 25 20:58:55 +0000 2010	45d5d203f964a520cc421fe3	{California State Polytechnic University, Pomona}	{34.05783677953327,-117.81957715247381,Pomona,CA,United States}	{College & University,}
3022	Mon Jan 25 00:00:10 +0000 2010	4c09b73d7e3fc928408bf282	{Aloha Hawaiian BBQ}	{33.84763749042921,-117.53995075511803,Corona,CA,United States}	{Food,}
3022	Sun Jan 24 19:32:00 +0000 2010	4b3ee6baf964a52000a325e3	{Corona Regional Hospital}	{33.87325296396618,-117.56822326257243,Corona,CA,United States}	{Medical Center,Professional & Other Places,}
3022	Sun Jan 24 18:35:52 +0000 2010	4b2a9202f964a52099ab24e3	{Starbucks}	{33.93702253000614,-117.55705833435059,Norco,CA,United States}	{Food,}
3022	Sat Jan 23 17:28:34 +0000 2010	4af5b12bf964a52058fb21e3	{First Team Estates}	{33.60685998368395,-117.87628503725675,Newport Beach,CA,United States}	{Shop & Service,}
