516	Wed Aug 10 22:59:48 +0000 2011	4c58b1f12fa89c741f5b1323	{San Clemente Beach Trail}	{33.42108134451109,-117.61986765415615,San Clemente,CA,United States}	{Outdoors & Recreation,Beach,}
516	Sun Feb 13 20:47:43 +0000 2011	4bf006e8c601a593962cc3d1	{California Army National Guard Armory}	{32.80213848667723,-117.16258128170864,San Diego,CA,United States}	{Professional & Other Places,}
516	Sat Feb 12 06:53:53 +0000 2011	4b84d5c3f964a520334531e3	{Denny's}	{33.12850068923954,-117.09252912957162,Escondido,CA,United States}	{Food,}
516	Sat Feb 12 06:53:53 +0000 2011	4b84d5c3f964a520334531e3	{Denny's}	{33.12850068923954,-117.09252912957162,Escondido,CA,United States}	{Food,}
516	Sat Feb 12 04:38:20 +0000 2011	4c8d2aca5e38b1f7a5e337f9	{Bravo Troop 1/18th CAV}	{33.129910826683044,-117.08233952522278,Escondido,CA,United States}	{Professional & Other Places,}
516	Thu Feb 10 16:29:09 +0000 2011	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Thu Feb 10 06:07:32 +0000 2011	4d3a92eefa736ea86da4178a	{Vain Entertainment Headquarters}	{33.630534410476685,-117.93419301509857,Newport Beach,CA,United States}	{Office,Professional & Other Places,}
516	Thu Feb 10 06:03:28 +0000 2011	4d3a92eefa736ea86da4178a	{Vain Entertainment Headquarters}	{33.630534410476685,-117.93419301509857,Newport Beach,CA,United States}	{Office,Professional & Other Places,}
516	Wed Feb 09 19:00:55 +0000 2011	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Tue Feb 08 22:26:15 +0000 2011	4d487a332165721eab7fc7d7	{Fitnees Elite For Men}	{33.458674,-117.652648,San Clemente,CA,United States}	{Shop & Service,Gym / Fitness Center,}
516	Tue Feb 08 18:49:55 +0000 2011	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Mon Feb 07 16:43:49 +0000 2011	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Mon Feb 07 15:44:57 +0000 2011	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Mon Feb 07 06:31:21 +0000 2011	4c5c9b92d25320a15ebdc37a	{Marblehead}	{33.44382152616037,-117.62160971227081,San Clemente,CA,United States}	{Residence,}
516	Mon Feb 07 06:30:56 +0000 2011	4b9ff755f964a520544e37e3	{St. Andrews by the Sea UMC}	{33.44086012055452,-117.62224674224854,San Clemente,CA,United States}	{Spiritual Center,Professional & Other Places,}
516	Mon Feb 07 06:29:54 +0000 2011	4c28ef45fe6e2d7fc20b543c	{5 North, South OC}	{33.44952191598459,-117.6382272223856,San Clemente,CA,United States}	{Travel & Transport,}
516	Sun Feb 06 19:09:49 +0000 2011	4ba66360f964a520f44c39e3	{Mariners Church - Mission Viejo}	{33.561790467182355,-117.6668918482279,Mission Viejo,CA,United States}	{Spiritual Center,Professional & Other Places,}
516	Sun Feb 06 19:09:49 +0000 2011	4ba66360f964a520f44c39e3	{Mariners Church - Mission Viejo}	{33.561790467182355,-117.6668918482279,Mission Viejo,CA,United States}	{Spiritual Center,Professional & Other Places,}
516	Sun Feb 06 18:40:24 +0000 2011	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Sun Feb 06 02:43:23 +0000 2011	4b6b9fe7f964a5201f132ce3	{9 Style Sushi}	{33.42618227005005,-117.612411,San Clemente,CA,United States}	{Food,}
516	Sat Feb 05 23:03:07 +0000 2011	4d487a332165721eab7fc7d7	{Fitnees Elite For Men}	{33.458674,-117.652648,San Clemente,CA,United States}	{Shop & Service,Gym / Fitness Center,}
516	Sat Feb 05 22:59:16 +0000 2011	4d487a332165721eab7fc7d7	{Fitnees Elite For Men}	{33.458674,-117.652648,San Clemente,CA,United States}	{Shop & Service,Gym / Fitness Center,}
516	Sat Feb 05 18:57:34 +0000 2011	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Sat Feb 05 10:34:09 +0000 2011	4c3317e03896e21e2967e990	{Laguna Raquet Club}	{33.51719011666667,-117.70851218333334,Laguna Niguel,CA,United States}	{College & University,}
516	Sat Feb 05 10:33:52 +0000 2011	4c070d60a0129c74ad71d2c9	{Laguna Serrano Gym}	{33.528013,-117.68709755,CA,CA,United States}	{Shop & Service,Gym / Fitness Center,}
516	Sat Feb 05 08:04:39 +0000 2011	4bcb42a0b6c49c7451ca9191	{Doheny Village Hand Car Wash}	{33.465616,-117.67853021621704,Capistrano Beach,CA,United States}	{Shop & Service,}
516	Sat Feb 05 06:21:30 +0000 2011	4ba2f819f964a520782538e3	{San Clemente High School}	{33.44017030816851,-117.61712846454215,San Clemente,CA,United States}	{School,Professional & Other Places,}
516	Sat Feb 05 06:21:15 +0000 2011	4c8440d1d92ea09346f65b72	{Marblehead Park}	{33.451797125772806,-117.62163836440828,San Clemente,CA,United States}	{Outdoors & Recreation,Athletics & Sports,}
516	Sat Feb 05 06:20:52 +0000 2011	4c2927a697d00f47380241ea	{Marbelhead elementry school}	{33.451334,-117.62129724025726,,,United States}	{Professional & Other Places,}
516	Sat Feb 05 06:20:20 +0000 2011	4accbe8ff964a52060c920e3	{San Clemente Car Wash & Gas}	{33.43308877,-117.63063,San Clemente,CA,United States}	{Shop & Service,}
516	Sat Feb 05 06:19:52 +0000 2011	4bafb727f964a520591a3ce3	{Mobil}	{33.45228305412905,-117.60893762111664,SAN CLEMENTE,CA,United States}	{Shop & Service,}
516	Sat Feb 05 03:14:02 +0000 2011	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Fri Feb 04 23:08:25 +0000 2011	4ba9639bf964a520e6233ae3	{Coconuts}	{33.465892092150554,-117.67816055234839,Capistrano Beach,CA,United States}	{Nightlife Spot,}
516	Fri Feb 04 15:58:07 +0000 2011	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Fri Feb 04 15:32:20 +0000 2011	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Fri Feb 04 05:56:47 +0000 2011	4bf0f5ebb315c9b65a8693ff	{Mobil}	{33.43914275990369,-117.62095071191052,SAN CLEMENTE,CA,United States}	{Shop & Service,}
516	Fri Feb 04 05:51:57 +0000 2011	4bafb727f964a520591a3ce3	{Mobil}	{33.45228305412905,-117.60893762111664,SAN CLEMENTE,CA,United States}	{Shop & Service,}
516	Fri Feb 04 05:33:51 +0000 2011	4a695443f964a520e9cb1fe3	{Chart House Restaurant}	{33.462236630966714,-117.70826820947538,Dana Point,CA,United States}	{Food,}
516	Fri Feb 04 04:21:50 +0000 2011	4c96c9a982b56dcbc4cee4aa	{Home Sweet Home}	{33.44468513333333,-117.62134105,San Clemente,CA,United States}	{}
516	Fri Feb 04 04:04:00 +0000 2011	4d487a332165721eab7fc7d7	{Fitnees Elite For Men}	{33.458674,-117.652648,San Clemente,CA,United States}	{Shop & Service,Gym / Fitness Center,}
516	Wed Feb 02 16:53:01 +0000 2011	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Wed Feb 02 03:31:22 +0000 2011	4be09c694f15c928e1cecb0b	{Petco}	{33.49280621114372,-117.66318798065186,San Juan Capistrano,CA,United States}	{Shop & Service,}
516	Tue Feb 01 22:19:43 +0000 2011	4c02b6e739d476b0e90d2fa7	{City of San Clemente}	{33.42677306573486,-117.61182761890763,San Clemente,CA,United States}	{Outdoors & Recreation,}
516	Tue Feb 01 21:37:27 +0000 2011	4b88478ef964a5203fec31e3	{Fitness Elite for Women}	{33.45856055147227,-117.6528436906867,San Clemente,CA,United States}	{Shop & Service,Gym / Fitness Center,}
516	Tue Feb 01 21:25:13 +0000 2011	4d487a332165721eab7fc7d7	{Fitnees Elite For Men}	{33.458674,-117.652648,San Clemente,CA,United States}	{Shop & Service,Gym / Fitness Center,}
516	Tue Feb 01 17:00:55 +0000 2011	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Mon Jan 31 16:31:22 +0000 2011	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Sun Jan 30 20:01:09 +0000 2011	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Sun Jan 30 09:27:59 +0000 2011	4cc8700ad3839521ad96adaa	{PPC Buyers, Inc.}	{21.27517837802454,-157.82306671142578,Honolulu,HI,United States}	{Professional & Other Places,}
516	Sat Jan 29 21:33:52 +0000 2011	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Fri Jan 28 16:21:52 +0000 2011	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Fri Jan 28 06:57:30 +0000 2011	4c2bba278ef52d7fcfd731ba	{Pacific Point Apts}	{33.44701826716645,-117.62947169587359,San Clemente,CA,United States}	{Professional & Other Places,}
516	Thu Jan 27 17:54:46 +0000 2011	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Wed Jan 26 16:19:14 +0000 2011	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Wed Jan 26 01:37:25 +0000 2011	4b58b60af964a520df6628e3	{Shorecliffs Golf Course}	{33.45251130945426,-117.64553846317723,San Clemente,CA,United States}	{Outdoors & Recreation,Athletics & Sports,}
516	Tue Jan 25 16:30:28 +0000 2011	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Mon Jan 24 15:25:53 +0000 2011	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Mon Jan 24 00:35:52 +0000 2011	45db8e2df964a520fc421fe3	{Disney's Grand Californian Hotel & Spa}	{33.807121538398384,-117.92272185849217,Anaheim,CA,United States}	{Travel & Transport,Shop & Service,}
516	Sun Jan 23 21:40:39 +0000 2011	47053ebdf964a520554b1fe3	{House of Blues Anaheim}	{33.80930157312467,-117.92340517044067,Anaheim,CA,United States}	{Food,Arts & Entertainment,}
516	Sun Jan 23 21:11:34 +0000 2011	40f86c00f964a520bd0a1fe3	{Disneyland}	{33.80958286695518,-117.91899628937244,Anaheim,CA,United States}	{Arts & Entertainment,}
516	Sun Jan 23 19:31:47 +0000 2011	4ba66360f964a520f44c39e3	{Mariners Church - Mission Viejo}	{33.561790467182355,-117.6668918482279,Mission Viejo,CA,United States}	{Spiritual Center,Professional & Other Places,}
516	Sun Jan 23 18:31:18 +0000 2011	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Sun Jan 23 04:07:25 +0000 2011	4b5dc54ff964a520cb6a29e3	{the shore}	{33.44833711100234,-117.62931125049892,San clemente,CA,United States}	{Food,}
516	Sun Jan 23 04:07:14 +0000 2011	4b5dc54ff964a520cb6a29e3	{the shore}	{33.44833711100234,-117.62931125049892,San clemente,CA,United States}	{Food,}
516	Sat Jan 22 18:06:35 +0000 2011	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Sat Jan 22 03:35:20 +0000 2011	4ab94abff964a520cd7e20e3	{Fratello's Italian Family Restaurant}	{33.45819588,-117.6533442735672,San Clemente,CA,United States}	{Food,}
516	Fri Jan 21 16:41:19 +0000 2011	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Thu Jan 20 15:47:04 +0000 2011	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Thu Jan 20 04:14:29 +0000 2011	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Wed Jan 19 16:33:31 +0000 2011	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Wed Jan 19 15:54:44 +0000 2011	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Wed Jan 19 15:54:44 +0000 2011	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Tue Jan 18 21:31:23 +0000 2011	4b9aaa32f964a52015cb35e3	{Superior Court Of Orange County}	{33.626332,-117.73219576,Laguna Hills,CA,United States}	{Government Building,Professional & Other Places,}
516	Tue Jan 18 15:43:17 +0000 2011	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Tue Jan 18 06:00:34 +0000 2011	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Mon Jan 17 16:43:05 +0000 2011	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Mon Jan 17 00:26:21 +0000 2011	4c5c9b92d25320a15ebdc37a	{Marblehead}	{33.44382152616037,-117.62160971227081,San Clemente,CA,United States}	{Residence,}
516	Sun Jan 16 19:40:20 +0000 2011	4ba66360f964a520f44c39e3	{Mariners Church - Mission Viejo}	{33.561790467182355,-117.6668918482279,Mission Viejo,CA,United States}	{Spiritual Center,Professional & Other Places,}
516	Sun Jan 16 17:40:17 +0000 2011	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Sun Jan 16 06:50:39 +0000 2011	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Sun Jan 16 06:50:07 +0000 2011	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Fri Jan 14 15:31:52 +0000 2011	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Thu Jan 13 15:26:27 +0000 2011	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Wed Jan 12 15:40:29 +0000 2011	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Tue Jan 11 22:53:13 +0000 2011	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Tue Jan 11 06:19:19 +0000 2011	4c5c9b92d25320a15ebdc37a	{Marblehead}	{33.44382152616037,-117.62160971227081,San Clemente,CA,United States}	{Residence,}
516	Tue Jan 11 06:16:33 +0000 2011	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Mon Jan 10 16:46:15 +0000 2011	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Mon Jan 10 05:38:59 +0000 2011	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Sun Jan 09 02:26:09 +0000 2011	461908b7f964a52058451fe3	{R. O'Sullivan's Irish Pub & Steakhouse}	{33.12206606656351,-117.08119690418243,Escondido,CA,United States}	{Nightlife Spot,Music Venue,Arts & Entertainment,}
516	Sat Jan 08 17:19:00 +0000 2011	4b84d5c3f964a520334531e3	{Denny's}	{33.12850068923954,-117.09252912957162,Escondido,CA,United States}	{Food,}
516	Sat Jan 08 03:57:40 +0000 2011	4c8d2aca5e38b1f7a5e337f9	{Bravo Troop 1/18th CAV}	{33.129910826683044,-117.08233952522278,Escondido,CA,United States}	{Professional & Other Places,}
516	Sat Jan 08 03:57:40 +0000 2011	4c8d2aca5e38b1f7a5e337f9	{Bravo Troop 1/18th CAV}	{33.129910826683044,-117.08233952522278,Escondido,CA,United States}	{Professional & Other Places,}
516	Fri Jan 07 15:26:14 +0000 2011	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Fri Jan 07 05:20:15 +0000 2011	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Thu Jan 06 22:18:01 +0000 2011	4c0733470ed3c928f749797d	{The Pussy Parlor}	{33.471312,-117.702428,Dana Point,CA,United States}	{Nightlife Spot,}
516	Thu Jan 06 16:03:05 +0000 2011	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Thu Jan 06 05:55:38 +0000 2011	4c5c9b92d25320a15ebdc37a	{Marblehead}	{33.44382152616037,-117.62160971227081,San Clemente,CA,United States}	{Residence,}
516	Thu Jan 06 01:06:36 +0000 2011	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Thu Jan 06 01:05:41 +0000 2011	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Wed Jan 05 15:41:30 +0000 2011	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Wed Jan 05 06:11:59 +0000 2011	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Tue Jan 04 17:20:35 +0000 2011	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Tue Jan 04 05:23:45 +0000 2011	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Mon Jan 03 17:07:23 +0000 2011	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Mon Jan 03 17:06:21 +0000 2011	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Mon Jan 03 17:06:07 +0000 2011	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Mon Jan 03 17:06:00 +0000 2011	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Sun Jan 02 21:12:26 +0000 2011	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Sun Jan 02 05:28:47 +0000 2011	4c5c9b92d25320a15ebdc37a	{Marblehead}	{33.44382152616037,-117.62160971227081,San Clemente,CA,United States}	{Residence,}
516	Sat Jan 01 21:05:06 +0000 2011	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Sat Jan 01 08:06:21 +0000 2011	4bf585ba94b2a59391bcabee	{Rocco's}	{33.4284,-117.61323,San Clemente,CA,United States}	{Food,}
516	Sat Jan 01 06:17:11 +0000 2011	4bf585ba94b2a59391bcabee	{Rocco's}	{33.4284,-117.61323,San Clemente,CA,United States}	{Food,}
516	Fri Dec 31 16:00:50 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Thu Dec 30 22:13:24 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Thu Dec 30 16:55:15 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Thu Dec 30 16:54:10 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Thu Dec 30 16:54:10 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Thu Dec 30 06:02:45 +0000 2010	4c8f22d7d2aea093b321d469	{Talega}	{33.461362704966945,-117.59827970283689,San Clemente,CA,United States}	{Professional & Other Places,}
516	Thu Dec 30 06:02:17 +0000 2010	4c2658d2c9bbef3bdda4afac	{Interwoven Marketing}	{33.461527,-117.59875,San Clemente,CA,United States}	{}
516	Thu Dec 30 04:56:11 +0000 2010	4c5c9b92d25320a15ebdc37a	{Marblehead}	{33.44382152616037,-117.62160971227081,San Clemente,CA,United States}	{Residence,}
516	Wed Dec 29 21:19:21 +0000 2010	4b67695bf964a520474d2be3	{Chronic Tacos}	{33.43774451396826,-117.62447834014893,San Clemente,CA,United States}	{Food,}
516	Tue Dec 28 16:03:04 +0000 2010	4c5c9b92d25320a15ebdc37a	{Marblehead}	{33.44382152616037,-117.62160971227081,San Clemente,CA,United States}	{Residence,}
516	Tue Dec 28 16:02:33 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Mon Dec 27 20:09:24 +0000 2010	4c5c9b92d25320a15ebdc37a	{Marblehead}	{33.44382152616037,-117.62160971227081,San Clemente,CA,United States}	{Residence,}
516	Mon Dec 27 20:09:06 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Sun Dec 26 22:44:54 +0000 2010	4c5c9b92d25320a15ebdc37a	{Marblehead}	{33.44382152616037,-117.62160971227081,San Clemente,CA,United States}	{Residence,}
516	Sun Dec 26 22:44:36 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Sat Dec 25 19:18:57 +0000 2010	4c5c9b92d25320a15ebdc37a	{Marblehead}	{33.44382152616037,-117.62160971227081,San Clemente,CA,United States}	{Residence,}
516	Sat Dec 25 19:18:57 +0000 2010	4c5c9b92d25320a15ebdc37a	{Marblehead}	{33.44382152616037,-117.62160971227081,San Clemente,CA,United States}	{Residence,}
516	Fri Dec 24 20:10:00 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Wed Dec 22 21:09:50 +0000 2010	4c0733470ed3c928f749797d	{The Pussy Parlor}	{33.471312,-117.702428,Dana Point,CA,United States}	{Nightlife Spot,}
516	Wed Dec 22 06:01:07 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Mon Dec 20 05:15:59 +0000 2010	4c5c9b92d25320a15ebdc37a	{Marblehead}	{33.44382152616037,-117.62160971227081,San Clemente,CA,United States}	{Residence,}
516	Fri Dec 17 20:19:12 +0000 2010	4c5c9b92d25320a15ebdc37a	{Marblehead}	{33.44382152616037,-117.62160971227081,San Clemente,CA,United States}	{Residence,}
516	Thu Dec 16 14:31:59 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Thu Dec 16 02:14:59 +0000 2010	4c0733470ed3c928f749797d	{The Pussy Parlor}	{33.471312,-117.702428,Dana Point,CA,United States}	{Nightlife Spot,}
516	Wed Dec 15 19:57:12 +0000 2010	4cddb3807e2e236a5f7c7a1b	{Capistrano Reef}	{33.49481934424778,-117.66053822354806,San Juan Capistrano,CA,United States}	{Shop & Service,}
516	Wed Dec 15 15:52:53 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Tue Dec 14 15:53:43 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Tue Dec 14 04:01:52 +0000 2010	4c5c9b92d25320a15ebdc37a	{Marblehead}	{33.44382152616037,-117.62160971227081,San Clemente,CA,United States}	{Residence,}
516	Mon Dec 13 02:01:36 +0000 2010	4bc13b28f8219c748e28b310	{Sushi Taka-O}	{33.429769566666664,-117.614699,San Clemente,CA,United States}	{Food,}
516	Sun Dec 12 15:26:39 +0000 2010	4c8d2aca5e38b1f7a5e337f9	{Bravo Troop 1/18th CAV}	{33.129910826683044,-117.08233952522278,Escondido,CA,United States}	{Professional & Other Places,}
516	Sat Dec 11 17:10:45 +0000 2010	4c8d2aca5e38b1f7a5e337f9	{Bravo Troop 1/18th CAV}	{33.129910826683044,-117.08233952522278,Escondido,CA,United States}	{Professional & Other Places,}
516	Sat Dec 11 14:46:00 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Thu Dec 09 15:52:24 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Wed Dec 08 15:56:30 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Sat Dec 04 21:02:54 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Sat Dec 04 04:11:56 +0000 2010	40f86c00f964a520bd0a1fe3	{Disneyland}	{33.80958286695518,-117.91899628937244,Anaheim,CA,United States}	{Arts & Entertainment,}
516	Mon Nov 29 01:43:43 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
516	Wed Nov 24 21:16:16 +0000 2010	4ba42403f964a520a38538e3	{Talega of San Clemente}	{33.46817581359485,-117.60240893969846,San Clemente,CA,United States}	{Residence,}
