3104	Sat May 14 15:53:11 +0000 2011	4b76d702f964a52027632ee3	{Island Packers}	{34.2443134951612,-119.26533,Ventura,CA,United States}	{Travel & Transport,}
3104	Tue Feb 01 01:35:33 +0000 2011	49b064dcf964a520bc521fe3	{Wurstk?che}	{34.04562341435375,-118.23610246181488,Los Angeles,CA,United States}	{Nightlife Spot,Food,}
3104	Tue Feb 01 01:34:38 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Tue Feb 01 01:03:58 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Mon Jan 31 22:09:39 +0000 2011	439ec330f964a520102c1fe3	{Los Angeles International Airport (LAX)}	{33.94389397698472,-118.40502262115479,Los Angeles,CA,United States}	{Travel & Transport,}
3104	Mon Jan 31 21:49:59 +0000 2011	4af4fca4f964a520ddf721e3	{Robeks Juice}	{33.95582,-118.39644558,Los Angeles,CA,United States}	{Food,}
3104	Mon Jan 31 21:49:48 +0000 2011	4ab6fec0f964a520a37920e3	{Ralphs}	{33.95628254186848,-118.39742660522461,Los Angeles,CA,United States}	{Shop & Service,Food & Drink Shop,}
3104	Mon Jan 31 19:16:40 +0000 2011	4b758cfff964a5208a132ee3	{Apparel Mart Building}	{34.041653966666665,-118.25575673333333,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Mon Jan 31 19:16:31 +0000 2011	4bae13e3f964a52092813be3	{Joe's Auto Park}	{34.041705,-118.255632,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Mon Jan 31 16:59:11 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Mon Jan 31 02:58:25 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Mon Jan 31 02:38:02 +0000 2011	4c604b7e13791b8d9f2c4faf	{Vault XXI Boutique Lounge}	{34.045383,-118.238293,Los Angeles,CA,United States}	{Food,}
3104	Mon Jan 31 02:37:37 +0000 2011	4c9fb833d3c2b60c5423d7bc	{Woori Market}	{34.04485444073499,-118.23862910270691,Los Angeles,CA,United States}	{Shop & Service,Food & Drink Shop,}
3104	Mon Jan 31 00:05:20 +0000 2011	4b6395b3f964a52008852ae3	{Melgard Public House}	{34.083859802702825,-118.35341142291153,Los Angeles,CA,United States}	{Nightlife Spot,}
3104	Sun Jan 30 20:05:37 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Sun Jan 30 16:38:20 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Sun Jan 30 05:14:35 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Sun Jan 30 03:55:16 +0000 2011	4c7b1a69794e224bc2c76a28	{Toddy G's}	{34.034751,-118.231615,Los Angeles,CA,United States}	{Food,}
3104	Sun Jan 30 02:34:27 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Sun Jan 30 00:50:42 +0000 2011	4b9fe5fff964a520b24837e3	{Neihule Salon}	{34.04803054145192,-118.25430972619485,Los Angeles,CA,United States}	{Shop & Service,}
3104	Sun Jan 30 00:21:14 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Fri Jan 28 17:26:13 +0000 2011	4b758cfff964a5208a132ee3	{Apparel Mart Building}	{34.041653966666665,-118.25575673333333,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Fri Jan 28 17:26:06 +0000 2011	4bae13e3f964a52092813be3	{Joe's Auto Park}	{34.041705,-118.255632,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Fri Jan 28 16:35:48 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Fri Jan 28 01:20:33 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Thu Jan 27 22:12:17 +0000 2011	4ba15932f964a52014af37e3	{Cooper Design Space}	{34.0407827647928,-118.25357437133789,Los Angeles,CA,United States}	{Office,Professional & Other Places,}
3104	Thu Jan 27 20:37:10 +0000 2011	4b758cfff964a5208a132ee3	{Apparel Mart Building}	{34.041653966666665,-118.25575673333333,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Thu Jan 27 20:37:01 +0000 2011	4bae13e3f964a52092813be3	{Joe's Auto Park}	{34.041705,-118.255632,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Thu Jan 27 18:51:16 +0000 2011	4bfb37e9d0382d7f5076c90a	{Charlie Chan Printing}	{34.09785,-118.351895,Los Angeles,CA,United States}	{Shop & Service,}
3104	Thu Jan 27 16:46:27 +0000 2011	4d3da78a3ec9a35d145a5381	{The Number 502}	{34.041803,-118.234721,,,United States}	{}
3104	Thu Jan 27 16:46:13 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Thu Jan 27 01:48:38 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Wed Jan 26 17:07:33 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Wed Jan 26 17:07:22 +0000 2011	4a33da8ef964a520559b1fe3	{Urth Caff?}	{34.04194415861958,-118.23521347103639,Los Angeles,CA,United States}	{Food,}
3104	Wed Jan 26 17:07:11 +0000 2011	4d3da78a3ec9a35d145a5381	{The Number 502}	{34.041803,-118.234721,,,United States}	{}
3104	Wed Jan 26 16:14:40 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Wed Jan 26 16:14:39 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Wed Jan 26 02:16:41 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Tue Jan 25 16:59:05 +0000 2011	4a33da8ef964a520559b1fe3	{Urth Caff?}	{34.04194415861958,-118.23521347103639,Los Angeles,CA,United States}	{Food,}
3104	Tue Jan 25 16:58:54 +0000 2011	4d3da78a3ec9a35d145a5381	{The Number 502}	{34.041803,-118.234721,,,United States}	{}
3104	Tue Jan 25 16:58:54 +0000 2011	4d3da78a3ec9a35d145a5381	{The Number 502}	{34.041803,-118.234721,,,United States}	{}
3104	Tue Jan 25 14:58:56 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Tue Jan 25 05:26:16 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Mon Jan 24 16:54:01 +0000 2011	4bae13e3f964a52092813be3	{Joe's Auto Park}	{34.041705,-118.255632,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Mon Jan 24 16:23:44 +0000 2011	4d3da78a3ec9a35d145a5381	{The Number 502}	{34.041803,-118.234721,,,United States}	{}
3104	Mon Jan 24 15:35:30 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Sun Jan 23 22:27:38 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Sun Jan 23 19:38:10 +0000 2011	4b758cfff964a5208a132ee3	{Apparel Mart Building}	{34.041653966666665,-118.25575673333333,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Sun Jan 23 19:37:49 +0000 2011	4bae13e3f964a52092813be3	{Joe's Auto Park}	{34.041705,-118.255632,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Sun Jan 23 18:51:31 +0000 2011	4a33da8ef964a520559b1fe3	{Urth Caff?}	{34.04194415861958,-118.23521347103639,Los Angeles,CA,United States}	{Food,}
3104	Sun Jan 23 17:27:28 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Sun Jan 23 08:35:29 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Sat Jan 22 21:38:42 +0000 2011	4aaea2fdf964a520b66220e3	{VONS}	{34.097324,-118.287974,Los Angeles,CA,United States}	{Shop & Service,Food & Drink Shop,}
3104	Sat Jan 22 20:54:34 +0000 2011	4ac6b90ff964a52006b620e3	{Umami Burger}	{34.10061138113151,-118.29054594039917,Los Angeles,CA,United States}	{Food,}
3104	Sat Jan 22 15:23:15 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Sat Jan 22 07:45:39 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Sat Jan 22 03:17:50 +0000 2011	4c86f2ebd8086dcb15aa9e52	{Snowbear's}	{34.082174,-118.25434,Los Angeles,CA,United States}	{}
3104	Sat Jan 22 03:17:49 +0000 2011	4c86f2ebd8086dcb15aa9e52	{Snowbear's}	{34.082174,-118.25434,Los Angeles,CA,United States}	{}
3104	Sat Jan 22 02:39:58 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Sat Jan 22 01:55:14 +0000 2011	4b76f0bcf964a520976c2ee3	{Cube DTLA}	{34.040356,-118.24023306369781,Los Angeles,CA,United States}	{}
3104	Sat Jan 22 01:55:14 +0000 2011	4b76f0bcf964a520976c2ee3	{Cube DTLA}	{34.040356,-118.24023306369781,Los Angeles,CA,United States}	{}
3104	Sat Jan 22 01:55:04 +0000 2011	4b8357e7f964a520330331e3	{Bank of America - 6th and Central}	{34.03910222,-118.23970198631287,Los Angeles,CA,United States}	{Shop & Service,}
3104	Sat Jan 22 01:55:04 +0000 2011	4b8357e7f964a520330331e3	{Bank of America - 6th and Central}	{34.03910222,-118.23970198631287,Los Angeles,CA,United States}	{Shop & Service,}
3104	Fri Jan 21 23:23:59 +0000 2011	4b758cfff964a5208a132ee3	{Apparel Mart Building}	{34.041653966666665,-118.25575673333333,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Fri Jan 21 23:23:26 +0000 2011	4bae13e3f964a52092813be3	{Joe's Auto Park}	{34.041705,-118.255632,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Fri Jan 21 23:23:17 +0000 2011	4bae13e3f964a52092813be3	{Joe's Auto Park}	{34.041705,-118.255632,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Fri Jan 21 16:39:58 +0000 2011	4a33da8ef964a520559b1fe3	{Urth Caff?}	{34.04194415861958,-118.23521347103639,Los Angeles,CA,United States}	{Food,}
3104	Fri Jan 21 16:38:22 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Thu Jan 20 23:02:15 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Thu Jan 20 15:54:42 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Thu Jan 20 05:04:36 +0000 2011	4a562876f964a52096b41fe3	{Far Bar}	{34.049742,-118.23946818,Los Angeles,CA,United States}	{Nightlife Spot,}
3104	Thu Jan 20 03:25:59 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Wed Jan 19 17:10:49 +0000 2011	4a33da8ef964a520559b1fe3	{Urth Caff?}	{34.04194415861958,-118.23521347103639,Los Angeles,CA,United States}	{Food,}
3104	Wed Jan 19 15:37:37 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Tue Jan 18 18:18:30 +0000 2011	4b3d00c4f964a520a48b25e3	{Dining Terrace}	{34.05801059880699,-118.41924336229167,Los Angeles,CA,United States}	{Shop & Service,Food,Food & Drink Shop,}
3104	Tue Jan 18 18:18:00 +0000 2011	4a0a30d5f964a5208e741fe3	{Apple Store, Century City}	{34.05845,-118.41977,Los Angeles,CA,United States}	{Shop & Service,}
3104	Tue Jan 18 14:45:19 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Mon Jan 17 17:20:57 +0000 2011	4b758cfff964a5208a132ee3	{Apparel Mart Building}	{34.041653966666665,-118.25575673333333,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Mon Jan 17 17:20:49 +0000 2011	4bae13e3f964a52092813be3	{Joe's Auto Park}	{34.041705,-118.255632,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Mon Jan 17 16:00:17 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Mon Jan 17 05:29:48 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Mon Jan 17 03:46:13 +0000 2011	4b11e949f964a520de8623e3	{Nick & Stef's Steakhouse}	{34.0526247967326,-118.25315053454645,Los Angeles,CA,United States}	{Food,}
3104	Sun Jan 16 17:02:09 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Sun Jan 16 08:26:33 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Sat Jan 15 22:26:10 +0000 2011	4a33da8ef964a520559b1fe3	{Urth Caff?}	{34.04194415861958,-118.23521347103639,Los Angeles,CA,United States}	{Food,}
3104	Sat Jan 15 22:26:01 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Sat Jan 15 20:15:29 +0000 2011	4a9ab4eff964a520463220e3	{Temescal Gateway State Park}	{34.0504193409921,-118.52952003479004,Pacific Palisades,CA,United States}	{Outdoors & Recreation,}
3104	Sat Jan 15 17:52:08 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Sat Jan 15 06:58:28 +0000 2011	4c86f2ebd8086dcb15aa9e52	{Snowbear's}	{34.082174,-118.25434,Los Angeles,CA,United States}	{}
3104	Sat Jan 15 03:13:01 +0000 2011	4ab59399f964a520797520e3	{Good Microbrew & Grill}	{34.09092049443446,-118.27833691407479,Los Angeles,CA,United States}	{Food,}
3104	Sat Jan 15 02:15:49 +0000 2011	4c86f2ebd8086dcb15aa9e52	{Snowbear's}	{34.082174,-118.25434,Los Angeles,CA,United States}	{}
3104	Sat Jan 15 01:34:14 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Fri Jan 14 16:52:58 +0000 2011	4a33da8ef964a520559b1fe3	{Urth Caff?}	{34.04194415861958,-118.23521347103639,Los Angeles,CA,United States}	{Food,}
3104	Fri Jan 14 15:54:39 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Thu Jan 13 23:49:48 +0000 2011	4c812c8d47cc224b669a799f	{Hart productions}	{34.197345,-118.382332,North Hollywood,CA,United States}	{Professional & Other Places,}
3104	Thu Jan 13 20:51:43 +0000 2011	4b758cfff964a5208a132ee3	{Apparel Mart Building}	{34.041653966666665,-118.25575673333333,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Thu Jan 13 20:51:36 +0000 2011	4bae13e3f964a52092813be3	{Joe's Auto Park}	{34.041705,-118.255632,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Thu Jan 13 16:24:48 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Thu Jan 13 03:44:45 +0000 2011	4c107a76f1b6a5931c0a7c27	{Mignon Wine And Cheese Bar}	{34.044839,-118.249341,Los Angeles,CA,United States}	{Food,}
3104	Wed Jan 12 19:33:56 +0000 2011	4b758cfff964a5208a132ee3	{Apparel Mart Building}	{34.041653966666665,-118.25575673333333,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Wed Jan 12 19:33:45 +0000 2011	4bae13e3f964a52092813be3	{Joe's Auto Park}	{34.041705,-118.255632,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Wed Jan 12 15:38:52 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Wed Jan 12 06:22:50 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Tue Jan 11 22:48:53 +0000 2011	4c812c8d47cc224b669a799f	{Hart productions}	{34.197345,-118.382332,North Hollywood,CA,United States}	{Professional & Other Places,}
3104	Tue Jan 11 02:26:16 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Tue Jan 11 00:19:04 +0000 2011	4b758cfff964a5208a132ee3	{Apparel Mart Building}	{34.041653966666665,-118.25575673333333,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Tue Jan 11 00:18:53 +0000 2011	4bae13e3f964a52092813be3	{Joe's Auto Park}	{34.041705,-118.255632,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Mon Jan 10 16:30:11 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Mon Jan 10 07:46:38 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Mon Jan 10 04:28:48 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Mon Jan 10 00:15:33 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Sun Jan 09 21:28:25 +0000 2011	4bd37d0541b9ef3be95600e6	{Hayat's Kitchen}	{34.17266080766692,-118.37088521080724,North Hollywood,CA,United States}	{Food,}
3104	Sun Jan 09 20:43:29 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Sun Jan 09 17:50:41 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Sun Jan 09 08:36:03 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Sun Jan 09 06:17:04 +0000 2011	4abc28daf964a5209e8620e3	{The Bazaar by Jos? Andr?s}	{34.069808586498254,-118.3765743576951,Los Angeles,CA,United States}	{Nightlife Spot,Food,}
3104	Sat Jan 08 23:48:53 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Sat Jan 08 17:13:56 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Sat Jan 08 08:09:59 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Sat Jan 08 08:09:37 +0000 2011	4a33da8ef964a520559b1fe3	{Urth Caff?}	{34.04194415861958,-118.23521347103639,Los Angeles,CA,United States}	{Food,}
3104	Sat Jan 08 05:39:34 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Sat Jan 08 02:47:19 +0000 2011	4d09a7eaacd4a1cd9f1a7e93	{M?s Malo}	{34.04704355250367,-118.25595885515213,Los Angeles,CA,United States}	{Nightlife Spot,Food,}
3104	Sat Jan 08 02:01:35 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Sat Jan 08 00:06:06 +0000 2011	4b758cfff964a5208a132ee3	{Apparel Mart Building}	{34.041653966666665,-118.25575673333333,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Sat Jan 08 00:05:59 +0000 2011	4bae13e3f964a52092813be3	{Joe's Auto Park}	{34.041705,-118.255632,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Fri Jan 07 21:06:48 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Fri Jan 07 18:45:51 +0000 2011	4b758cfff964a5208a132ee3	{Apparel Mart Building}	{34.041653966666665,-118.25575673333333,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Fri Jan 07 18:45:43 +0000 2011	4bae13e3f964a52092813be3	{Joe's Auto Park}	{34.041705,-118.255632,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Fri Jan 07 16:39:50 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Fri Jan 07 05:30:50 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Fri Jan 07 04:33:36 +0000 2011	4c7b1a69794e224bc2c76a28	{Toddy G's}	{34.034751,-118.231615,Los Angeles,CA,United States}	{Food,}
3104	Fri Jan 07 01:39:09 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Thu Jan 06 18:47:47 +0000 2011	4b758cfff964a5208a132ee3	{Apparel Mart Building}	{34.041653966666665,-118.25575673333333,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Thu Jan 06 18:39:59 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Thu Jan 06 18:37:47 +0000 2011	4a33da8ef964a520559b1fe3	{Urth Caff?}	{34.04194415861958,-118.23521347103639,Los Angeles,CA,United States}	{Food,}
3104	Thu Jan 06 18:26:55 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Thu Jan 06 18:17:11 +0000 2011	4b758cfff964a5208a132ee3	{Apparel Mart Building}	{34.041653966666665,-118.25575673333333,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Thu Jan 06 18:17:02 +0000 2011	4bae13e3f964a52092813be3	{Joe's Auto Park}	{34.041705,-118.255632,Los Angeles,CA,United States}	{Professional & Other Places,}
3104	Thu Jan 06 17:04:29 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
3104	Thu Jan 06 07:45:07 +0000 2011	49f65067f964a520306c1fe3	{Barker Block Lofts}	{34.04446515782708,-118.2351192408205,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,Residence,}
