2470	Sat May 28 02:48:45 +0000 2011	4bd260dd41b9ef3be218fee5	{Tokyo Lobby}	{33.760671,-117.82977441666667,Tustin,CA,United States}	{Food,}
2470	Thu Jul 08 17:15:03 +0000 2010	4b664514f964a520861b2be3	{The Coffee Bean & Tea Leaf?}	{33.75846296855016,-117.83483661711216,Santa Ana,CA,United States}	{Food,}
2470	Thu Jul 08 17:15:03 +0000 2010	4b664514f964a520861b2be3	{The Coffee Bean & Tea Leaf?}	{33.75846296855016,-117.83483661711216,Santa Ana,CA,United States}	{Food,}
2470	Wed Jul 07 21:03:59 +0000 2010	4afc23d6f964a520102022e3	{Carl's Jr.}	{33.76023532968335,-117.83725529909134,Santa Ana,CA,United States}	{Food,}
2470	Tue Jul 06 21:49:47 +0000 2010	4bb54bdc2ea195214c54aa2f	{John's Place}	{33.74599740947476,-117.82268543907543,Tustin,CA,United States}	{Food,}
2470	Tue Jul 06 21:49:20 +0000 2010	4babbe40f964a5208ac53ae3	{US Post Office}	{33.74552982432468,-117.82131734153137,Tustin,CA,United States}	{Professional & Other Places,}
2470	Tue Jul 06 03:36:43 +0000 2010	4bf987de328d76b0f99e14ec	{Wienerschnitzel}	{33.74532486122504,-117.8234338760376,Tustin,CA,United States}	{Food,}
2470	Mon Jul 05 21:24:16 +0000 2010	4bda3ee92a3a0f47bd84aab6	{Which Wich? Superior Sandwiches}	{33.760788345344395,-117.83864200115204,Santa Ana,CA,United States}	{Food,}
2470	Mon Jul 05 05:09:29 +0000 2010	4ba18bc7f964a5209fbf37e3	{Taco Bell}	{33.759434044006085,-117.82656070588018,Tustin,CA,United States}	{Food,}
2470	Sun Jul 04 19:22:25 +0000 2010	4aa3d601f964a520284420e3	{IHOP}	{33.72945480182806,-117.78649897190479,Irvine,CA,United States}	{Food,}
2470	Thu Jul 01 01:30:41 +0000 2010	4a6e1e10f964a520f6d31fe3	{Red Robin Gourmet Burgers}	{33.723799796178554,-117.79173016548157,Tustin,CA,United States}	{Food,}
2470	Mon Jun 28 21:06:40 +0000 2010	4babbe40f964a5208ac53ae3	{US Post Office}	{33.74552982432468,-117.82131734153137,Tustin,CA,United States}	{Professional & Other Places,}
2470	Sun Jun 27 23:47:53 +0000 2010	4b145de7f964a520f0a123e3	{Troubadour Tavern}	{33.81441657982386,-117.91854223435881,Anaheim,CA,United States}	{Food,}
2470	Sun Jun 27 23:40:19 +0000 2010	47039f6bf964a520404b1fe3	{Big Thunder Mountain Railroad}	{33.81260026995675,-117.92031593620777,Anaheim,CA,United States}	{Arts & Entertainment,Theme Park,}
2470	Sun Jun 27 23:39:04 +0000 2010	4a901dfef964a520111620e3	{Casey Jr. Circus Train}	{33.81370616360501,-117.91922686548331,Anaheim,CA,United States}	{Arts & Entertainment,Theme Park,}
2470	Sun Jun 27 23:38:03 +0000 2010	47f80b05f964a520bf4e1fe3	{Fantasyland}	{33.81335744074306,-117.91898908170457,Anaheim,CA,United States}	{Outdoors & Recreation,Arts & Entertainment,Theme Park,}
2470	Sun Jun 27 22:56:35 +0000 2010	4ad52fb8f964a520430221e3	{Mark Twain Riverboat}	{33.81225796487802,-117.92071290314198,Anaheim,CA,United States}	{Travel & Transport,Arts & Entertainment,Theme Park,}
2470	Sun Jun 27 22:56:24 +0000 2010	4abf0128f964a520b59020e3	{Rivers of America}	{33.81163714734296,-117.9210662841797,Anaheim,CA,United States}	{Outdoors & Recreation,Arts & Entertainment,}
2470	Sun Jun 27 22:56:13 +0000 2010	47f80a96f964a520bd4e1fe3	{Frontierland}	{33.81226371070412,-117.9200170290979,Anaheim,CA,United States}	{Outdoors & Recreation,Arts & Entertainment,}
2470	Sun Jun 27 22:55:37 +0000 2010	47f80aa8f964a520be4e1fe3	{Main Street, U.S.A.}	{33.81054641897339,-117.91901774704456,Anaheim,CA,United States}	{Arts & Entertainment,}
2470	Sun Jun 27 21:23:40 +0000 2010	40f86c00f964a520bd0a1fe3	{Disneyland}	{33.80958286695518,-117.91899628937244,Anaheim,CA,United States}	{Arts & Entertainment,}
2470	Sun Jun 27 20:44:05 +0000 2010	4ba18bc7f964a5209fbf37e3	{Taco Bell}	{33.759434044006085,-117.82656070588018,Tustin,CA,United States}	{Food,}
2470	Sat Jun 26 23:37:57 +0000 2010	4ad946d5f964a520881921e3	{Ocean Institute}	{33.461406542796645,-117.70658996136625,Dana Point,CA,United States}	{Outdoors & Recreation,Museum,Arts & Entertainment,}
2470	Sat Jun 26 22:54:11 +0000 2010	4a9ec31ef964a520123b20e3	{Doheny State Beach}	{33.46236191682077,-117.68576145172119,Dana Point,CA,United States}	{Outdoors & Recreation,Beach,}
2470	Sat Jun 26 02:30:29 +0000 2010	4aca4c36f964a52049c120e3	{Whole Foods Market}	{33.69645,-117.825805,Tustin,CA,United States}	{Shop & Service,Food,Food & Drink Shop,}
2470	Sat Jun 26 01:39:39 +0000 2010	4bb79f9c7421a59320c5c040	{Arby's}	{33.73907980262995,-117.80991554260254,Tustin,CA,United States}	{Food,}
2470	Fri Jun 25 03:06:45 +0000 2010	4af38643f964a5205fee21e3	{Mother's Market & Kitchen}	{33.773419,-117.866129,Santa Ana,CA,United States}	{Shop & Service,Food & Drink Shop,}
2470	Wed Jun 23 18:06:30 +0000 2010	4b72c7f7f964a5204d882de3	{Diamond Distribution}	{33.82719212,-118.310419,Torrance,CA,United States}	{Professional & Other Places,}
2470	Wed Jun 23 17:22:17 +0000 2010	4b664514f964a520861b2be3	{The Coffee Bean & Tea Leaf?}	{33.75846296855016,-117.83483661711216,Santa Ana,CA,United States}	{Food,}
2470	Sun Jun 20 03:11:50 +0000 2010	4aea4afaf964a520cbba21e3	{Malibu Fish Grill}	{33.748801823567796,-117.83313743770123,Santa Ana,CA,United States}	{Food,}
2470	Sun Jun 20 02:47:23 +0000 2010	4b89d400f964a520874f32e3	{Del Taco}	{33.7480707,-117.8332932,Santa Ana,CA,United States}	{Food,}
2470	Sun Jun 20 02:43:13 +0000 2010	4bc6175051b376b062f81a6f	{La Mesa Grill}	{33.7509548664093,-117.833052277565,,,United States}	{Food,}
2470	Sun Jun 20 02:40:53 +0000 2010	4b5b7456f964a52040ff28e3	{SUBWAY}	{33.748606,-117.833304,Santa Ana,CA,United States}	{Food,}
